#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"31,033,307","+114,219","665,018","+4,142","20,005,866","+164,849","10,362,423","31,315",,,,,,North America,,,
,Asia,"23,300,476","+74,206","375,794",+986,"21,765,516","+75,869","1,159,166","23,152",,,,,,Asia,,,
,South America,"16,115,677","+80,597","421,213","+1,746","14,392,340","+107,250","1,302,124","19,854",,,,,,South America,,,
,Europe,"30,732,240","+179,473","719,604","+5,859","17,415,210","+125,173","12,597,426","29,667",,,,,,Europe,,,
,Africa,"3,628,997","+14,726","93,168",+696,"3,125,248","+15,311","410,581","2,645",,,,,,Africa,,,
,Oceania,"50,258",+7,"1,078",,"34,085",+13,"15,095",13,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"104,861,676","+463,228","2,275,890","+13,429","76,738,971","+488,465","25,846,815","106,646","13,453",292.0,,,,All,,,
1,USA,"27,138,769","+102,526","461,435","+3,504","16,899,410","+147,340","9,777,924","23,438","81,706","1,389","316,993,582","954,366","332,150,930",North America,12,720,1
2,India,"10,790,909","+12,703","154,734",+99,"10,479,223","+17,517","156,952","8,944","7,774",111,"198,473,178","142,991","1,388,012,251",Asia,129,"8,970",7
3,Brazil,"9,339,420","+53,164","227,563","+1,180","8,236,864","+75,935","874,993","8,318","43,754","1,066","28,600,000","133,988","213,452,652",South America,23,938,7
4,Russia,"3,901,204","+16,474","74,684",+526,"3,365,367","+24,822","461,153","2,300","26,726",512,"102,800,000","704,247","145,971,594",Europe,37,"1,955",1
5,UK,"3,871,825","+19,202","109,335","+1,322","1,804,913","+17,207","1,957,577","3,638","56,857","1,606","73,448,821","1,078,590","68,097,051",Europe,18,623,1
6,France,"3,251,160","+26,362","77,595",+357,"228,472","+1,576","2,945,093","3,277","49,743","1,187","44,710,507","684,074","65,359,134",Europe,20,842,1
7,Spain,"2,913,389","+31,596","60,370",+565,N/A,N/A,N/A,"4,836","62,298","1,291","33,901,309","724,921","46,765,524",Europe,16,775,1
8,Italy,"2,583,790","+13,189","89,820",+476,"2,059,248","+15,749","434,722","2,145","42,772","1,487","33,332,881","551,787","60,409,016",Europe,23,673,2
9,Turkey,"2,501,079","+8,102","26,354",+117,"2,387,384","+8,314","87,341","1,523","29,468",311,"30,061,437","354,187","84,874,408",Asia,34,"3,221",3
10,Germany,"2,252,489","+12,521","60,212",+826,"1,973,200","+19,200","219,077","4,348","26,834",717,"38,533,736","459,048","83,942,671",Europe,37,"1,394",2
11,Colombia,"2,125,622","+11,025","54,877",+301,"1,988,958","+17,616","81,787","3,482","41,514","1,072","10,273,080","200,635","51,202,832",South America,24,933,5
12,Argentina,"1,952,744","+9,196","48,539",+113,"1,745,208","+6,440","158,997","3,571","42,974","1,068","6,340,947","139,543","45,440,649",South America,23,936,7
13,Mexico,"1,874,092","+4,384","159,533",+433,"1,436,482","+10,734","278,077","5,692","14,446","1,230","4,721,997","36,398","129,731,950",North America,69,813,27
14,Poland,"1,527,016","+6,802","37,897",+421,"1,283,698","+2,302","205,421","1,369","40,374","1,002","8,750,326","231,355","37,821,994",Europe,25,998,4
15,South Africa,"1,463,016","+4,058","45,344",+398,"1,323,680","+5,176","93,992",546,"24,486",759,"8,369,287","140,073","59,749,292",Africa,41,"1,318",7
16,Iran,"1,438,286","+6,870","58,189",+79,"1,229,391","+6,194","150,706","3,838","16,996",688,"9,449,658","111,663","84,626,330",Asia,59,"1,454",9
17,Ukraine,"1,227,164","+3,285","23,089",+165,"1,045,473","+10,101","158,602",177,"28,161",530,"6,299,699","144,564","43,577,321",Europe,36,"1,887",7
18,Peru,"1,149,764",,"41,354",,"1,062,850",,"45,560","1,956","34,587","1,244","6,395,019","192,376","33,242,264",South America,29,804,5
19,Indonesia,"1,111,671","+11,984","30,770",+189,"905,665","+9,135","175,236",,"4,039",112,"9,433,569","34,275","275,229,961",Asia,248,"8,945",29
20,Czechia,"1,003,657","+9,057","16,683",+76,"893,931",+281,"93,043","1,002","93,618","1,556","6,312,121","588,775","10,720,761",Europe,11,643,2
21,Netherlands,"989,237","+4,013","14,169",+61,N/A,N/A,N/A,613,"57,657",826,"6,970,400","406,263","17,157,348",Europe,17,"1,211",2
22,Canada,"788,978","+2,558","20,328",+115,"720,000","+3,354","48,650",830,"20,797",536,"21,708,740","572,222","37,937,591",North America,48,"1,866",2
23,Portugal,"740,944","+9,083","13,257",+240,"563,174","+11,218","164,513",877,"72,791","1,302","7,420,536","729,002","10,179,035",Europe,14,768,1
24,Chile,"736,645","+2,610","18,576",+17,"694,960","+4,307","23,109","1,484","38,341",967,"8,165,693","425,006","19,213,123",South America,26,"1,034",2
25,Romania,"735,484","+2,752","18,600",+87,"681,271","+2,798","35,613","1,006","38,384",971,"5,498,375","286,953","19,161,254",Europe,26,"1,030",3
26,Belgium,"713,271","+1,854","21,173",+49,"49,112",+51,"642,986",315,"61,386","1,822","8,320,741","716,102","11,619,488",Europe,16,549,1
27,Israel,"667,216","+7,238","4,928",+41,"589,288","+6,859","73,000","1,108","72,542",536,"10,639,185","1,156,736","9,197,590",Asia,14,"1,866",1
28,Iraq,"623,072","+1,317","13,079",+11,"595,869","+1,275","14,124",183,"15,290",321,"5,752,920","141,172","40,750,997",Asia,65,"3,116",7
29,Sweden,"580,916",,"11,939",+36,N/A,N/A,N/A,240,"57,309","1,178","4,916,367","485,016","10,136,512",Europe,17,849,2
30,Pakistan,"549,032","+1,384","11,802",+56,"504,046","+1,509","33,184","2,016","2,458",53,"8,041,254","35,993","223,408,744",Asia,407,"18,930",28
31,Bangladesh,"536,545",+438,"8,162",+13,"481,306",+578,"47,077",,"3,239",49,"3,693,634","22,297","165,657,712",Asia,309,"20,296",45
32,Philippines,"530,118","+1,266","10,942",+68,"487,721",+130,"31,455",727,"4,800",99,"7,920,606","71,719","110,440,086",Asia,208,"10,093",14
33,Switzerland,"528,524","+1,796","9,530",+41,"317,600",,"201,394",267,"60,806","1,096","4,415,288","507,969","8,692,034",Europe,16,912,2
34,Morocco,"473,047",+774,"8,323",+14,"451,780",+933,"12,944",386,"12,727",224,"5,406,703","145,465","37,168,461",Africa,79,"4,466",7
35,Austria,"418,283","+1,520","7,902",+55,"396,709","+1,393","13,672",306,"46,287",874,"4,457,263","493,235","9,036,802",Europe,22,"1,144",2
36,Serbia,"400,837","+1,932","4,071",+15,"31,536",,"365,230",153,"45,986",467,"2,652,095","304,264","8,716,437",Europe,22,"2,141",3
37,Japan,"393,836","+2,210","5,912",+118,"344,137","+4,760","43,787",897,"3,120",47,"6,981,269","55,299","126,246,282",Asia,321,"21,354",18
38,Hungary,"370,336","+1,048","12,739",+83,"272,284","+3,481","85,313",269,"38,394","1,321","3,192,378","330,961","9,645,772",Europe,26,757,3
39,Saudi Arabia,"368,945",+306,"6,386",+3,"360,400",+290,"2,159",379,"10,501",182,"12,392,359","352,730","35,132,743",Asia,95,"5,502",3
40,Jordan,"330,474","+1,280","4,344",+10,"317,218",+776,"8,912",109,"32,201",423,"3,936,085","383,525","10,262,914",Asia,31,"2,363",3
41,Panama,"322,201",,"5,339",,"280,827",,"36,035",242,"73,989","1,226","1,694,777","389,183","4,354,710",North America,14,816,3
42,UAE,"313,626","+3,977",878,+12,"289,276","+4,075","23,472",,"31,486",88,"26,247,879","2,635,108","9,960,836",Asia,32,"11,345",0
43,Lebanon,"309,162","+3,320","3,315",+89,"188,824","+2,772","117,023",940,"45,417",487,"2,640,089","387,834","6,807,260",Asia,22,"2,053",3
44,Nepal,"271,431",+142,"2,031",+1,"267,065",+206,"2,335",,"9,218",69,"2,081,695","70,699","29,444,550",Asia,108,"14,498",14
45,Georgia,"259,897",+688,"3,221",+13,"251,077",+788,"5,599",,"65,225",808,"2,252,256","565,238","3,984,617",Asia,15,"1,237",2
46,Slovakia,"254,826","+2,732","4,889",+105,"226,471","+3,829","23,466",554,"46,661",895,"1,788,560","327,502","5,461,211",Europe,21,"1,117",3
47,Ecuador,"252,390","+1,111","14,949",+34,"209,814",,"27,627",502,"14,179",840,"891,672","50,092","17,800,658",South America,71,"1,191",20
48,Belarus,"251,705","+1,711","1,746",+9,"239,191","+2,013","10,768",,"26,643",185,"4,502,730","476,607","9,447,478",Europe,38,"5,411",2
49,Croatia,"233,637",+730,"5,088",+17,"225,623",+323,"2,926",99,"57,121","1,244","1,206,372","294,943","4,090,192",Europe,18,804,3
50,Azerbaijan,"230,617",+162,"3,145",+4,"224,168",+361,"3,304",,"22,625",309,"2,426,945","238,096","10,193,143",Asia,44,"3,241",4
51,Malaysia,"226,912","+4,284",809,+18,"177,794","+3,804","48,309",307,"6,958",25,"4,977,550","152,637","32,610,310",Asia,144,"40,309",7
52,Bulgaria,"221,266",+719,"9,218",+40,"191,552","+1,068","20,496",284,"31,987","1,333","1,424,456","205,927","6,917,277",Europe,31,750,5
53,Bolivia,"220,426","+2,127","10,513",+74,"161,764","+1,438","48,149",71,"18,733",893,"575,357","48,897","11,766,782",South America,53,"1,119",20
54,Dominican Republic,"217,277","+1,357","2,719",+15,"160,364",+758,"54,194",294,"19,912",249,"1,068,693","97,936","10,912,108",North America,50,"4,013",10
55,Tunisia,"212,679","+1,267","6,980",+87,"167,699","+2,632","38,000",414,"17,885",587,"877,430","73,786","11,891,581",Africa,56,"1,704",14
56,Denmark,"199,782",+425,"2,170",+10,"189,770",+897,"7,842",91,"34,420",374,"13,811,924","2,379,608","5,804,285",Europe,29,"2,675",0
57,Ireland,"199,430","+1,006","3,512",+94,"23,364",,"172,554",198,"40,124",707,"3,128,741","629,486","4,970,314",Europe,25,"1,415",2
58,Costa Rica,"195,537",+528,"2,650",+9,"155,045",+818,"37,842",181,"38,179",517,"595,057","116,186","5,121,585",North America,26,"1,933",9
59,Kazakhstan,"190,359","+1,228","2,476",,"171,099","+1,136","16,784",221,"10,067",131,"6,399,596","338,440","18,909,096",Asia,99,"7,637",3
60,Lithuania,"184,208",+760,"2,867",+20,"132,326","+1,175","49,015",153,"68,236","1,062","1,947,747","721,499","2,699,582",Europe,15,942,1
61,Slovenia,"170,101","+1,615","3,564",+23,"149,385","+1,698","17,152",165,"81,814","1,714","815,203","392,093","2,079,108",Europe,12,583,3
62,Egypt,"167,525",+512,"9,460",+53,"130,912",+398,"27,153",90,"1,619",91,"1,000,000","9,665","103,467,198",Africa,618,"10,937",103
63,Armenia,"167,421",+190,"3,096",+7,"158,693",+358,"5,632",,"56,437","1,044","654,494","220,626","2,966,527",Asia,18,958,5
64,Kuwait,"167,410",+756,961,+1,"159,543",+557,"6,906",65,"38,863",223,"1,557,044","361,453","4,307,734",Asia,26,"4,483",3
65,Moldova,"161,642",+917,"3,480",+18,"151,232",+512,"6,930",240,"40,126",864,"635,426","157,737","4,028,391",Europe,25,"1,158",6
66,Guatemala,"160,966",+667,"5,736",+27,"146,715",+696,"8,515",5,"8,888",317,"798,883","44,113","18,110,117",North America,113,"3,157",23
67,Palestine,"160,426",+470,"1,857",+8,"150,663",+540,"7,906",54,"31,025",359,"1,003,268","194,025","5,170,816",Asia,32,"2,784",5
68,Greece,"159,866","+1,150","5,878",+27,"145,190",+540,"8,798",246,"15,382",566,"4,268,953","410,762","10,392,758",Europe,65,"1,768",2
69,Qatar,"152,491",+396,249,,"146,302",+191,"5,940",58,"54,310",89,"1,406,440","500,904","2,807,805",Asia,18,"11,276",2
70,Honduras,"149,790",+839,"3,638",+24,"60,979",,"85,173",409,"14,983",364,"377,655","37,776","9,997,236",North America,67,"2,748",26
71,Myanmar,"140,927",+263,"3,160",+14,"126,384",+499,"11,383",,"2,580",58,"2,422,939","44,355","54,625,482",Asia,388,"17,287",23
72,Ethiopia,"139,408",+547,"2,122",+6,"123,988",+182,"13,298",215,"1,195",18,"1,980,005","16,977","116,628,454",Africa,837,"54,962",59
73,Paraguay,"135,229",+747,"2,765",+15,"110,832",+791,"21,632",232,"18,823",385,"662,774","92,255","7,184,172",South America,53,"2,598",11
74,Oman,"134,856",+171,"1,532",,"127,169",+115,"6,155",25,"26,021",296,"1,550,000","299,082","5,182,523",Asia,38,"3,383",3
75,Nigeria,"134,690","+1,138","1,618",+5,"108,657","+1,106","24,415",10,644,8,"1,302,410","6,228","209,126,613",Africa,"1,553","129,250",161
76,Venezuela,"127,752",,"1,202",,"119,677",,"6,873",109,"4,500",42,"2,657,211","93,603","28,388,047",South America,222,"23,617",11
77,Bosnia and Herzegovina,"122,828",+367,"4,745",+8,"96,096",+527,"21,987",,"37,577","1,452","603,521","184,638","3,268,667",Europe,27,689,5
78,Libya,"121,243",+809,"1,914",+18,"101,348",+755,"17,981",,"17,505",276,"662,125","95,596","6,926,314",Africa,57,"3,619",10
79,Algeria,"108,116",+275,"2,900",+2,"73,940",+208,"31,276",42,"2,440",65,,,"44,316,015",Africa,410,"15,281",
80,Bahrain,"104,792",+553,376,,"99,527",+242,"4,889",30,"60,367",217,"2,752,225","1,585,453","1,735,923",Asia,17,"4,617",1
81,Kenya,"101,159",+150,"1,769",+3,"84,060",+70,"15,330",26,"1,857",32,"1,195,722","21,954","54,465,016",Africa,538,"30,789",46
82,North Macedonia,"93,510",+350,"2,893",+20,"82,786",+266,"7,831",138,"44,885","1,389","461,850","221,689","2,083,323",Europe,22,720,5
83,Kyrgyzstan,"84,762",+116,"1,415",+1,"81,232",+130,"2,115",50,"12,867",215,"666,854","101,231","6,587,464",Asia,78,"4,655",10
84,Albania,"80,941","+1,007","1,404",+6,"48,958",+581,"30,579",21,"28,144",488,"364,759","126,832","2,875,931",Europe,36,"2,048",8
85,S. Korea,"79,311",+467,"1,441",+6,"69,299",+524,"8,571",220,"1,546",28,"5,756,714","112,227","51,295,361",Asia,647,"35,597",9
86,Uzbekistan,"78,859",+58,621,,"77,333",+47,905,152,"2,336",18,"1,377,915","40,821","33,754,677",Asia,428,"54,355",24
87,Latvia,"68,658","+1,231","1,250",+31,"55,708",,"11,700",104,"36,642",667,"1,203,031","642,045","1,873,750",Europe,27,"1,499",2
