#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"33,874,153","+74,720","770,281","+2,706","23,681,174","+83,369","9,422,698","20,808",,,,,,North America,,,
,Asia,"25,312,168","+81,171","401,493",+820,"23,765,448","+62,447","1,145,227","21,973",,,,,,Asia,,,
,South America,"18,326,304","+96,746","475,543","+2,511","16,564,738","+60,786","1,286,023","19,044",,,,,,South America,,,
,Europe,"34,664,873","+170,617","826,911","+3,293","24,281,275","+166,071","9,556,687","25,776",,,,,,Europe,,,
,Africa,"3,965,159","+11,602","105,142",+308,"3,526,273","+9,610","333,744","2,474",,,,,,Africa,,,
,Oceania,"51,370",+16,"1,091",,"34,310",+3,"15,969",2,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"116,194,748","+434,872","2,580,476","+9,638","91,853,924","+382,286","21,760,348","90,077","14,907",331.1,,,,All,,,
1,USA,"29,518,078","+61,336","533,386","+1,743","20,074,687","+71,247","8,910,005","14,281","88,828","1,605","364,820,765","1,097,851","332,304,437",North America,11,623,1
2,India,"11,173,567","+16,819","157,584",+113,"10,838,018","+13,785","177,965","8,944","8,044",113,"219,178,908","157,786","1,389,086,420",Asia,124,"8,815",6
3,Brazil,"10,796,506","+74,285","261,188","+1,786","9,637,020","+45,430","898,298","8,318","50,552","1,223","28,600,000","133,913","213,572,190",South America,20,818,7
4,Russia,"4,290,135","+11,385","87,823",+475,"3,869,857","+16,123","332,455","2,300","29,389",602,"112,100,000","767,932","145,976,535",Europe,34,"1,662",1
5,UK,"4,201,358","+6,573","124,025",+242,"3,096,564","+90,844","980,769","1,647","61,671","1,821","93,148,314","1,367,310","68,125,249",Europe,16,549,1
6,France,"3,835,595","+25,279","87,835",+293,"262,690","+1,401","3,485,070","3,633","58,675","1,344","53,959,451","825,440","65,370,546",Europe,17,744,1
7,Spain,"3,142,358","+6,037","70,501",+254,"2,722,304",,"349,553","2,615","67,192","1,507","39,313,189","840,619","46,766,954",Europe,15,663,1
8,Italy,"2,999,119","+22,865","98,974",+339,"2,453,706","+13,488","446,439","2,475","49,653","1,639","41,338,022","684,382","60,401,999",Europe,20,610,1
9,Turkey,"2,746,158","+11,322","28,839",+68,"2,601,137","+7,873","116,182","1,220","32,328",339,"33,716,746","396,918","84,946,276",Asia,31,"2,946",3
