#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"63,240,862","+111,866","1,235,193",+182,"49,729,181","+34,124","12,276,488","21,857",,,,,,North America,,,,,,
,Asia,"84,148,609","+65,525","1,248,879",+768,"81,473,861","+75,333","1,425,869","29,402",,,,,,Asia,,,,,,
,South America,"39,473,862","+18,388","1,190,637",+116,"37,411,712","+11,536","871,513","12,654",,,,,,South America,,,,,,
,Europe,"83,419,293","+152,270","1,509,283","+1,769","72,791,858","+173,810","9,118,152","22,594",,,,,,Europe,,,,,,
,Africa,"9,568,340","+23,672","227,816",+147,"8,559,042","+18,833","781,482","1,740",,,,,,Africa,,,,,,
,Oceania,"463,515","+8,814","4,450",+3,"374,304",+239,"84,761",176,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"280,315,202","+380,535","5,416,273","+2,985","250,340,664","+313,875","24,558,265","88,423","35,962",694.9,,,,All,,,,,,
1,USA,"53,222,424","+96,384","837,854",+52,"41,031,018","+29,834","11,353,552","16,194","159,405","2,509","799,528,900","2,394,646","333,881,850",North America,6,398,0,289,0.2,"34,005"
2,India,"34,789,397","+2,595","479,682",,"34,230,354","+7,091","79,361","8,944","24,847",343,"671,997,082","479,955","1,400,124,431",Asia,40,"2,919",2,2,,57
3,Brazil,"22,239,436","+4,810","618,484",+27,"21,414,318",,"206,634","8,318","103,535","2,879","63,776,166","296,909","214,800,545",South America,10,347,3,22,0.1,962
4,UK,"11,891,292",,"147,857",,"9,961,369",,"1,782,066",842,"173,811","2,161","395,579,689","5,782,060","68,415,009",Europe,6,463,0,,,"26,048"
5,Russia,"10,392,020","+23,721","304,218",+968,"9,259,771","+37,285","828,031","2,300","71,165","2,083","238,300,000","1,631,887","146,027,312",Europe,14,480,1,162,7,"5,670"
6,Turkey,"9,307,124","+20,138","81,576",+173,"8,943,724","+21,214","281,824","1,128","108,621",952,"116,853,740","1,363,763","85,684,780",Asia,9,"1,050",1,235,2,"3,289"
7,France,"9,116,068","+27,697","122,642",+96,"7,806,026","+11,224","1,187,400","3,254","139,203","1,873","182,873,794","2,792,486","65,487,807",Europe,7,534,0,423,1,"18,132"
8,Germany,"7,009,634","+10,158","111,081",+56,"6,113,500","+26,200","785,053","4,636","83,268","1,320","89,622,218","1,064,632","84,181,401",Europe,12,758,1,121,0.7,"9,326"
9,Iran,"6,184,762","+1,857","131,400",+52,"6,026,378","+2,167","26,984","2,774","72,263","1,535","41,491,521","484,789","85,586,815",Asia,14,651,2,22,0.6,315
10,Spain,"5,718,007",,"89,019",,"5,002,310",,"626,678","1,515","122,228","1,903","66,213,858","1,415,381","46,781,649",Europe,8,526,1,,,"13,396"
11,Italy,"5,647,313","+24,883","136,611",+81,"4,993,863","+8,428","516,839","1,089","93,607","2,264","135,355,155","2,243,583","60,329,897",Europe,11,442,0,412,1,"8,567"
12,Argentina,"5,460,042","+7,623","117,035",+15,"5,264,496","+5,416","78,511",820,"119,187","2,555","27,467,347","599,582","45,810,822",South America,8,391,2,166,0.3,"1,714"
13,Colombia,"5,124,690","+3,022","129,761",+32,"4,959,128","+1,794","35,801",342,"99,148","2,511","29,313,779","567,139","51,687,099",South America,10,398,2,58,0.6,693
14,Indonesia,"4,261,759",+92,"144,055",+2,"4,113,049",+148,"4,655",,"15,340",519,"62,036,721","223,304","277,812,528",Asia,65,"1,929",4,0.3,0.01,17
15,Poland,"4,049,838","+6,252","94,327",+16,"3,563,434","+19,606","392,077","2,028","107,181","2,496","26,681,046","706,126","37,785,102",Europe,9,401,1,165,0.4,"10,376"
16,Mexico,"3,950,200","+2,916","298,759",+89,"3,298,990","+1,569","352,451","4,798","30,168","2,282","12,272,528","93,725","130,941,469",North America,33,438,11,22,0.7,"2,692"
