#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"22,653,983","+171,282","499,746","+2,323","13,872,903","+154,674","8,281,334","34,276",,,,,,North America,,,
,Asia,"20,432,705","+70,036","333,258","+1,244","18,877,806","+91,236","1,221,641","25,162",,,,,,Asia,,,
,South America,"12,929,659","+37,569","357,455",+772,"11,498,456","+72,276","1,073,748","16,860",,,,,,South America,,,
,Europe,"22,865,387","+155,077","525,474","+3,704","11,177,933","+96,605","11,161,980","26,789",,,,,,Europe,,,
,Africa,"2,692,398","+14,376","63,430",+527,"2,248,104","+10,945","380,864","2,433",,,,,,Africa,,,
,Oceania,"48,069",+171,"1,058",+6,"33,404",+8,"13,607",24,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"81,622,922","+448,511","1,780,436","+8,576","57,709,312","+425,744","22,133,174","105,544","10,471",228.4,,,,All,,,
1,USA,"19,754,723","+159,395","342,953","+1,737","11,631,577","+135,702","7,780,193","28,702","59,509","1,033","248,842,563","749,615","331,960,370",North America,17,968,1
2,India,"10,224,797","+16,072","148,190",+250,"9,806,767","+24,822","269,840","8,944","7,374",107,"168,818,054","121,743","1,386,678,800",Asia,136,"9,357",8
3,Brazil,"7,506,890","+22,605","191,641",+495,"6,568,898","+53,528","746,351","8,318","35,193",898,"28,600,000","134,081","213,304,260",South America,28,"1,113",7
4,Russia,"3,078,035","+27,787","55,265",+487,"2,471,309","+20,480","551,461","2,300","21,087",379,"89,516,176","613,270","145,965,460",Europe,47,"2,641",2
5,France,"2,562,646","+2,960","63,109",+363,"190,722",+781,"2,308,815","2,703","39,217",966,"34,317,998","525,182","65,344,969",Europe,25,"1,035",2
6,UK,"2,329,730","+41,385","71,109",+357,N/A,N/A,N/A,"1,529","34,230","1,045","52,257,588","767,793","68,062,047",Europe,29,957,1
7,Turkey,"2,162,775","+15,197","20,135",+257,"2,037,433","+22,203","105,207","4,251","25,509",237,"23,958,818","282,583","84,785,192",Asia,39,"4,211",4
8,Italy,"2,056,277","+8,585","72,370",+445,"1,408,686","+14,675","575,221","2,565","34,034","1,198","26,114,818","432,238","60,417,726",Europe,29,835,2
9,Spain,"1,894,072","+8,134","50,122",+76,N/A,N/A,N/A,"2,022","40,503","1,072","27,016,086","577,714","46,763,749",Europe,25,933,2
10,Germany,"1,670,194","+14,872","31,176",+674,"1,255,700","+19,000","383,318","5,597","19,903",372,"33,708,381","401,690","83,916,389",Europe,50,"2,692",2
11,Colombia,"1,603,807","+9,310","42,374",+203,"1,469,041","+13,066","92,392","2,578","31,355",828,"7,912,873","154,701","51,149,518",South America,32,"1,207",6
12,Argentina,"1,583,297",,"42,650",,"1,407,926",,"132,721","3,313","34,874",939,"4,683,310","103,157","45,399,896",South America,29,"1,064",10
13,Mexico,"1,383,434","+6,217","122,426",+400,"1,038,766","+6,902","222,242","3,913","10,675",945,"3,511,534","27,095","129,598,792",North America,94,"1,059",37
14,Poland,"1,261,010","+3,211","27,147",+29,"1,005,376","+5,766","228,487","1,599","33,337",718,"7,078,555","187,134","37,826,055",Europe,30,"1,393",5
15,Iran,"1,206,373","+5,908","54,814",+121,"960,751","+8,891","190,808","5,174","14,273",649,"7,460,422","88,268","84,520,589",Asia,70,"1,542",11
