#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"96,916,397","+63,455","1,447,384",+588,"79,436,431","+131,305","16,032,582","7,258",,,,,,North America,,,,,,
,Asia,"142,532,675","+358,681","1,408,496",+999,"122,145,790","+116,400","18,978,389","24,175",,,,,,Asia,,,,,,
,South America,"56,330,127","+34,844","1,290,084",+366,"52,083,121","+49,551","2,956,922","11,243",,,,,,South America,,,,,,
,Europe,"182,655,160","+557,531","1,786,181","+1,433","161,853,324","+742,217","19,015,655","10,265",,,,,,Europe,,,,,,
,Oceania,"5,932,778","+76,543","9,536",+56,"5,308,419","+77,814","614,823",150,,,,,,Australia/Oceania,,,,,,
,Africa,"11,789,237","+2,089","253,107",+9,"11,021,282","+4,401","514,848","1,341",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"496,157,095","+1,093,143","6,194,803","+3,451","431,849,073","+1,121,688","58,113,219","54,432","63,652",794.7,,,,All,,,,,,
1,USA,"81,987,495","+31,876","1,011,087",+400,"66,215,305","+111,085","14,761,103","1,701","245,162","3,023","989,072,322","2,957,560","334,421,770",North America,4,331,0,95,1,"44,139"
2,India,"43,032,752",+794,"521,604",+44,"42,498,789",,"12,359","8,944","30,652",372,"792,509,451","564,505","1,403,902,542",Asia,33,"2,692",2,0.6,0.03,9
3,Brazil,"30,094,388","+27,139","661,035",+253,"28,976,397","+33,510","456,956","8,318","139,830","3,071","63,776,166","296,329","215,220,989",South America,7,326,3,126,1,"2,123"
4,France,"26,549,263","+158,792","143,017",+105,"23,814,861","+97,451","2,591,385","1,541","405,159","2,183","260,504,402","3,975,470","65,527,943",Europe,2,458,0,"2,423",2,"39,546"
5,Germany,"22,364,607","+200,547","131,805",+289,"17,930,900","+255,200","4,301,902","2,494","265,437","1,564","104,701,826","1,242,665","84,255,868",Europe,4,639,1,"2,380",3,"51,058"
6,UK,"21,508,546","+29,229","169,412",+317,"19,470,498","+64,009","1,868,636",361,"313,928","2,473","509,056,276","7,429,939","68,514,189",Europe,3,404,0,427,5,"27,274"
7,Russia,"17,955,120","+14,355","370,889",+287,"17,105,946","+35,304","478,285","2,300","122,943","2,540","273,400,000","1,872,030","146,044,692",Europe,8,394,1,98,2,"3,275"
8,Italy,"15,106,066","+69,596","160,973",,"13,692,608","+91,204","1,252,485",471,"250,494","2,669","205,167,186","3,402,146","60,305,218",Europe,4,375,0,"1,154",,"20,769"
9,Turkey,"14,939,259","+9,354","98,311",+36,"14,623,264","+10,885","217,684",975,"173,839","1,144","155,400,010","1,808,290","85,937,557",Asia,6,874,1,109,0.4,"2,533"
10,S. Korea,"14,778,405","+224,761","18,381",+348,N/A,N/A,N/A,"1,116","287,815",358,"15,804,065","307,790","51,346,910",Asia,3,"2,793",3,"4,377",7,"268,575"
11,Spain,"11,578,653",,"102,747",,"10,997,681",,"478,225",420,"247,478","2,196","471,036,328","10,067,744","46,786,679",Europe,4,455,0,,,"10,221"
