#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"119,293,073","+26,990","1,564,917",+139,"114,666,562","+32,455","3,061,594","8,530",,,,,,North America,,,,,,
,Asia,"199,450,290","+218,718","1,498,627",+404,"190,570,346","+104,520","7,381,317","9,440",,,,,,Asia,,,,,,
,Europe,"238,720,446","+87,242","1,961,911",+179,"232,903,899","+93,563","3,854,636","7,633",,,,,,Europe,,,,,,
,South America,"65,192,806","+41,276","1,336,095",+224,"63,217,475","+30,649","639,236","10,162",,,,,,South America,,,,,,
,Oceania,"13,003,118","+4,501","22,252",+13,"12,761,461",+3,"219,405",142,,,,,,Australia/Oceania,,,,,,
,Africa,"12,711,250","+1,895","258,117",+37,"12,018,603",+216,"434,530",843,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"648,371,704","+380,622","6,641,934",+996,"626,139,052","+261,406","15,590,718","36,750","83,180",852.1,,,,All,,,,,,
1,USA,"100,700,318","+25,347","1,106,001",+131,"98,153,088","+29,052","1,441,229","3,347","300,773","3,303","1,140,573,204","3,406,676","334,805,269",North America,3,303,0,76,0.4,"4,305"
2,India,"44,673,984",+605,"530,620",,"44,136,872",,"6,492",698,"31,760",377,"906,216,019","644,245","1,406,631,776",Asia,31,"2,651",2,0.4,,5
3,France,"37,916,052","+69,253","159,026",+76,"36,935,491","+26,262","821,535",869,"578,125","2,425","271,490,188","4,139,547","65,584,518",Europe,2,412,0,"1,056",1,"12,526"
4,Germany,"36,499,600",,"157,943",,"35,821,900","+37,600","519,757","1,406","435,122","1,883","122,332,384","1,458,359","83,883,596",Europe,2,531,1,,,"6,196"
5,Brazil,"35,336,482","+31,767","689,998",+145,"34,257,388","+21,521","389,096","8,318","164,086","3,204","63,776,166","296,146","215,353,593",South America,6,312,3,148,0.7,"1,807"
