#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"13,928,574","+174,088","382,480","+2,216","8,711,591","+75,736","4,834,503","25,833",,,,,,North America,,,
,Asia,"15,360,659","+105,432","271,089","+1,780","13,790,056","+89,285","1,299,514","25,144",,,,,,Asia,,,
,South America,"10,502,058","+55,953","313,415","+1,236","9,496,213","+44,377","692,430","17,372",,,,,,South America,,,
,Europe,"14,673,033","+244,158","337,304","+5,115","5,573,247","+131,406","8,762,482","30,144",,,,,,Europe,,,
,Africa,"2,026,569","+15,328","48,509",+397,"1,709,256","+18,105","268,804","2,573",,,,,,Africa,,,
,Oceania,"43,064",+247,"1,003",+1,"32,921",+2,"9,140",24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"56,534,678","+595,206","1,353,815","+10,745","39,313,943","+358,911","15,866,920","101,094","7,253",173.7,,,,All,,,
1,USA,"11,864,093","+163,998","256,162","+1,864","7,153,705","+65,400","4,454,226","21,944","35,763",772,"172,986,617","521,447","331,743,344",North America,28,"1,295",2
2,India,"8,958,143","+45,439","131,618",+587,"8,381,770","+48,757","444,755","8,944","6,467",95,"127,480,186","92,033","1,385,160,148",Asia,155,"10,524",11
3,Brazil,"5,947,403","+35,645","167,497",+754,"5,389,863","+28,271","390,043","8,318","27,904",786,"21,900,000","102,752","213,135,258",South America,36,"1,272",10
4,France,"2,065,138","+28,383","46,698",+425,"145,391","+2,239","1,873,049","4,775","31,611",715,"19,339,461","296,033","65,328,835",Europe,32,"1,399",3
5,Russia,"1,991,998","+20,985","34,387",+456,"1,501,083","+25,179","456,528","2,300","13,648",236,"70,000,000","479,588","145,958,474",Europe,73,"4,245",2
6,Spain,"1,542,467","+11,064","42,039",+351,N/A,N/A,N/A,"3,120","32,986",899,"20,742,051","443,569","46,761,727",Europe,30,"1,112",2
7,UK,"1,430,341","+19,609","53,274",+529,N/A,N/A,N/A,"1,420","21,028",783,"39,480,052","580,400","68,022,181",Europe,48,"1,277",2
8,Argentina,"1,339,337","+10,332","36,347",+241,"1,156,474","+7,641","146,516","4,267","29,531",801,"3,508,664","77,363","45,353,483",South America,34,"1,248",13
9,Italy,"1,272,352","+34,283","47,217",+753,"481,967","+24,169","743,168","3,670","21,056",781,"19,474,341","322,275","60,427,646",Europe,47,"1,280",3
10,Colombia,"1,218,003","+6,875","34,563",+182,"1,125,184","+6,282","58,256","2,376","23,841",677,"5,856,330","114,630","51,088,799",South America,42,"1,478",9
11,Mexico,"1,011,153","+1,757","99,026",+165,"757,951","+3,751","154,176","2,852","7,811",765,"2,618,363","20,227","129,447,140",North America,128,"1,307",49
12,Peru,"939,931",,"35,317",,"867,306",,"37,308",975,"28,358","1,066","4,831,147","145,755","33,145,610",South America,35,939,7
13,Germany,"854,533","+20,801","13,492",+244,"546,500","+16,400","294,541","3,561","10,187",161,"25,010,416","298,146","83,886,456",Europe,98,"6,217",3
14,Iran,"801,894","+13,421","42,941",+480,"576,983","+6,209","181,970","5,712","9,501",509,"5,626,631","66,666","84,400,161",Asia,105,"1,965",15
15,Poland,"772,823","+19,883","11,451",+603,"342,883","+18,601","418,489","2,117","20,428",303,"5,744,228","151,840","37,830,681",Europe,49,"3,304",7
16,South Africa,"757,144","+2,888","20,556",+124,"701,534","+4,714","35,054",546,"12,705",345,"5,189,580","87,085","59,591,987",Africa,79,"2,899",11
17,Ukraine,"570,153","+12,496","10,112",+256,"259,079","+8,096","300,962",177,"13,067",232,"3,876,966","88,855","43,632,306",Europe,77,"4,315",11
18,Belgium,"540,605","+2,734","14,839",+223,"33,687",+655,"492,079","1,359","46,568","1,278","5,522,990","475,755","11,608,901",Europe,21,782,2
19,Chile,"534,558",+948,"14,897",+14,"510,766","+1,365","8,895",726,"27,873",777,"4,902,934","255,646","19,178,640",South America,36,"1,287",4
20,Iraq,"526,852","+2,349","11,795",+43,"455,176","+2,151","59,881",363,"12,989",291,"3,182,819","78,471","40,560,648",Asia,77,"3,439",13
21,Indonesia,"478,720","+4,265","15,503",+110,"402,347","+3,711","60,870",,"1,743",56,"5,171,841","18,833","274,621,834",Asia,574,"17,714",53
22,Czechia,"472,250","+2,481","6,707",+149,"354,413",+619,"111,130","1,110","44,067",626,"2,830,004","264,077","10,716,594",Europe,23,"1,598",4
23,Netherlands,"461,612","+4,609","8,698",+82,N/A,N/A,N/A,571,"26,917",507,"3,711,716","216,434","17,149,394",Europe,37,"1,972",5
24,Bangladesh,"438,795","+2,111","6,275",+21,"354,788","+1,893","77,732",,"2,654",38,"2,589,421","15,664","165,312,790",Asia,377,"26,345",64
25,Turkey,"425,628","+4,215","11,820",+116,"361,655","+2,592","52,153","3,742","5,026",140,"16,623,489","196,301","84,683,586",Asia,199,"7,164",5
26,Philippines,"412,097","+1,383","7,957",+95,"374,666",+143,"29,474","1,449","3,742",72,"5,351,082","48,587","110,133,212",Asia,267,"13,841",21
27,Romania,"383,743","+10,269","9,429",+168,"261,387","+8,143","112,927","1,174","19,999",491,"3,771,316","196,544","19,188,105",Europe,50,"2,035",5
28,Pakistan,"363,380","+2,298","7,230",+37,"325,788",+954,"30,362","1,551","1,633",32,"5,018,483","22,554","222,504,896",Asia,612,"30,775",44
29,Saudi Arabia,"354,208",+290,"5,710",+18,"341,515",+411,"6,983",808,"10,115",163,"9,054,508","258,563","35,018,602",Asia,99,"6,133",4
30,Israel,"326,331",+794,"2,739",+3,"315,318",+667,"8,274",309,"35,480",298,"5,134,980","558,296","9,197,590",Asia,28,"3,358",2
31,Canada,"310,350","+3,882","11,176",+90,"247,146","+2,994","52,028",334,"8,196",295,"10,462,996","276,301","37,868,047",North America,122,"3,388",4
