#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"16,006,510","+149,480","407,306","+1,472","9,799,688","+76,908","5,799,516","29,431",,,,,,North America,,,
,Asia,"16,637,052","+125,663","290,168","+1,687","14,794,009","+106,405","1,552,875","27,154",,,,,,Asia,,,
,South America,"11,102,857","+44,638","324,589",+680,"9,920,182","+39,857","858,086","17,092",,,,,,South America,,,
,Europe,"17,082,892","+161,816","389,849","+3,145","7,141,931","+111,410","9,551,112","29,240",,,,,,Europe,,,
,Africa,"2,176,561","+12,751","51,813",+224,"1,840,930","+15,563","283,818","2,601",,,,,,Africa,,,
,Oceania,"44,781",+8,"1,014",,"33,046",+3,"10,721",21,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"63,051,374","+494,356","1,464,754","+7,208","43,530,445","+350,146","18,056,175","105,543","8,089",187.9,,,,All,,,
1,USA,"13,746,232","+134,016","273,064",+811,"8,104,462","+63,223","5,368,706","24,822","41,429",823,"192,267,997","579,467","331,801,570",North America,24,"1,215",2
2,India,"9,432,039","+39,000","137,177",+444,"8,846,187","+45,026","448,675","8,944","6,807",99,"139,503,803","100,684","1,385,567,591",Asia,147,"10,101",10
3,Brazil,"6,314,740","+24,468","172,833",+196,"5,578,118","+15,579","563,789","8,318","29,622",811,"21,900,000","102,730","213,180,600",South America,34,"1,233",10
4,Russia,"2,269,316","+26,683","39,527",+459,"1,761,457","+21,987","468,332","2,300","15,547",271,"75,900,000","520,004","145,960,348",Europe,64,"3,693",2
5,France,"2,218,483","+9,784","52,325",+198,"161,427",+290,"2,004,731","3,756","33,956",801,"20,512,082","313,961","65,333,164",Europe,29,"1,249",3
6,Spain,"1,646,192",,"44,668",,N/A,N/A,N/A,"2,777","35,203",955,"21,917,246","468,695","46,762,270",Europe,28,"1,047",2
7,UK,"1,617,327","+12,155","58,245",+215,N/A,N/A,N/A,"1,417","23,773",856,"42,605,903","626,255","68,032,876",Europe,42,"1,168",2
8,Italy,"1,585,178","+20,648","54,904",+541,"734,503","+13,642","795,771","3,753","26,234",909,"21,814,575","361,019","60,424,985",Europe,38,"1,101",3
9,Argentina,"1,418,807","+5,432","38,473",+151,"1,249,843","+6,966","130,491","4,013","31,275",848,"3,873,231","85,378","45,365,935",South America,32,"1,179",12
10,Colombia,"1,308,376","+8,763","36,584",+183,"1,204,452","+7,248","67,340","2,376","25,602",716,"6,392,655","125,088","51,105,089",South America,39,"1,397",8
11,Mexico,"1,100,683","+10,008","105,459",+586,"813,254","+9,673","181,970","3,335","8,500",814,"2,849,307","22,004","129,487,827",North America,118,"1,228",45
12,Germany,"1,055,607","+13,637","16,533",+156,"722,300","+11,300","316,774","3,854","12,583",197,"27,859,242","332,075","83,894,487",Europe,79,"5,074",3
13,Poland,"985,075","+11,483","17,029",+283,"559,429","+21,156","408,617","2,100","26,040",450,"6,211,836","164,206","37,829,440",Europe,38,"2,221",6
