#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"11,546,793","+98,904","356,078","+1,467","7,623,822","+53,688","3,566,893","21,330",,,,,,North America,,,
,Asia,"13,940,779","+91,532","247,390","+1,508","12,432,527","+83,999","1,260,862","22,427",,,,,,Asia,,,
,South America,"9,777,441","+35,664","297,445",+966,"8,769,430","+71,078","710,566","17,974",,,,,,South America,,,
,Europe,"10,694,930","+233,645","273,891","+3,802","3,977,216","+64,386","6,443,823","23,800",,,,,,Europe,,,
,Africa,"1,824,189","+10,382","43,766",+305,"1,488,637","+7,232","291,786","2,389",,,,,,Africa,,,
,Oceania,"38,892",+13,979,,"32,733",+39,"5,180",25,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"47,823,745","+470,140","1,219,564","+8,048","34,325,024","+280,422","12,279,157","87,949","6,135",156.5,,,,All,,,
1,USA,"9,687,195","+90,084","238,579","+1,139","6,231,854","+43,116","3,216,762","17,645","29,208",719,"150,668,930","454,282","331,663,944",North America,34,"1,390",2
2,India,"8,312,947","+46,033","123,650",+511,"7,654,757","+53,328","534,540","8,944","6,004",89,"111,789,350","80,737","1,384,604,543",Asia,167,"11,198",12
3,Brazil,"5,567,126","+12,920","160,548",+276,"5,028,216","+47,274","378,362","8,318","26,128",753,"21,900,000","102,781","213,073,428",South America,38,"1,327",10
4,Russia,"1,673,686","+18,648","28,828",+355,"1,251,364","+15,331","393,494","2,300","11,467",198,"61,954,566","424,475","145,955,918",Europe,87,"5,063",2
5,France,"1,502,763","+36,330","38,289",+854,"120,714","+1,610","1,343,760","3,878","23,005",586,"16,718,098","255,930","65,322,933",Europe,43,"1,706",4
6,Spain,"1,331,756","+18,669","36,495",+238,N/A,N/A,N/A,"2,754","28,480",780,"18,072,174","386,480","46,760,988",Europe,35,"1,281",3
7,Argentina,"1,195,276","+12,145","32,052",+429,"1,009,278","+11,262","153,946","4,854","26,365",707,"3,078,312","67,899","45,336,503",South America,38,"1,414",15
8,Colombia,"1,099,392","+6,136","31,847",+177,"993,877","+8,081","73,668","2,376","21,529",624,"5,164,329","101,129","51,066,585",South America,46,"1,603",10
9,UK,"1,073,882","+20,018","47,250",+397,N/A,N/A,N/A,"1,075","15,791",695,"34,634,393","509,272","68,007,595",Europe,63,"1,439",2
10,Mexico,"933,155","+3,763","92,100",+205,"687,420","+5,376","153,635","2,838","7,212",712,"2,414,882","18,663","129,391,657",North America,139,"1,405",54
11,Peru,"908,902","+2,357","34,623",+38,"832,929","+2,317","41,350","1,023","27,437","1,045","4,568,349","137,905","33,126,781",South America,36,957,7
12,Italy,"759,829","+28,244","39,412",+353,"302,275","+6,258","418,142","2,225","12,573",652,"16,285,936","269,495","60,431,276",Europe,80,"1,533",4
13,South Africa,"728,836","+1,241","19,539",+74,"659,259","+1,759","50,038",546,"12,237",328,"4,868,610","81,741","59,561,343",Africa,82,"3,048",12
14,Iran,"637,712","+8,932","36,160",+422,"495,473","+4,226","106,079","5,378","7,560",429,"5,036,633","59,707","84,356,102",Asia,132,"2,333",17
15,Germany,"577,131","+16,545","10,883",+149,"371,500","+8,300","194,748","2,388","6,881",130,"21,882,967","260,898","83,875,505",Europe,145,"7,707",4
16,Chile,"514,202","+1,014","14,319",+17,"490,820","+1,295","9,063",727,"26,821",747,"4,409,827","230,015","19,171,923",South America,37,"1,339",4
17,Iraq,"482,296","+3,595","11,068",+51,"408,756","+2,979","62,472",445,"11,902",273,"2,912,818","71,880","40,523,567",Asia,84,"3,661",14
18,Belgium,"447,355","+6,337","11,858",+121,"25,999",+180,"409,498","1,302","38,542","1,022","5,041,257","434,335","11,606,838",Europe,26,979,2
19,Indonesia,"418,375","+2,973","14,146",+102,"349,497","+3,931","54,732",,"1,524",52,"4,567,608","16,640","274,503,367",Asia,656,"19,405",60
20,Poland,"414,844","+19,364","6,102",+227,"159,986","+5,573","248,756","1,550","10,965",161,"4,894,181","129,365","37,832,373",Europe,91,"6,200",8
21,Bangladesh,"412,647","+1,659","5,983",+17,"329,787","+1,886","76,877",,"2,497",36,"2,375,763","14,377","165,245,598",Asia,400,"27,619",70
22,Ukraine,"411,093","+8,899","7,532",+157,"168,868","+5,100","234,693",177,"9,419",173,"3,312,549","75,901","43,643,018",Europe,106,"5,794",13
23,Philippines,"387,161","+1,772","7,318",+49,"348,967",+153,"30,876","1,483","3,517",66,"4,867,879","44,224","110,073,432",Asia,284,"15,041",23
24,Turkey,"382,118","+2,343","10,481",+79,"328,824","+1,817","42,813","2,386","4,514",124,"14,410,507","170,244","84,646,413",Asia,222,"8,076",6
25,Netherlands,"375,890","+7,743","7,576",+113,N/A,N/A,N/A,629,"21,921",442,"3,327,701","194,059","17,147,845",Europe,46,"2,263",5
26,Czechia,"357,699","+6,803","3,859",+205,"171,438",+830,"182,402","1,156","33,381",360,"2,379,128","222,021","10,715,782",Europe,30,"2,777",5
27,Saudi Arabia,"348,510",+473,"5,456",+19,"335,153",+481,"7,901",749,"9,958",156,"8,151,353","232,920","34,996,366",Asia,100,"6,414",4
28,Pakistan,"336,260","+1,167","6,849",+14,"315,446",+430,"13,965",728,"1,512",31,"4,514,827","20,307","222,328,821",Asia,661,"32,462",49
29,Israel,"316,528",+892,"2,592",+12,"304,069",+664,"9,867",383,"34,414",282,"4,680,374","508,870","9,197,590",Asia,29,"3,548",2
