#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"126,129,747","+5,148","1,627,308",+55,"121,881,152","+20,902","2,621,287","6,555",,,,,,North America,,,,,,
,Asia,"216,373,049","+35,215","1,543,847",+75,"200,402,880","+12,479","14,426,322","15,644",,,,,,Asia,,,,,,
,Europe,"248,722,302","+16,626","2,050,132",+57,"244,507,637","+56,439","2,164,533","6,417",,,,,,Europe,,,,,,
,South America,"68,512,183",+415,"1,353,903",,"66,443,378",+372,"714,902","10,148",,,,,,South America,,,,,,
,Oceania,"14,141,191",,"27,119",,"13,956,061",,"158,011",89,,,,,,Australia/Oceania,,,,,,
,Africa,"12,817,967",+7,"258,714",,"12,083,822",+14,"475,431",548,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"686,697,160","+57,411","6,861,038",+187,"659,275,636","+90,206","20,560,486","39,401","88,097",880.2,,,,All,,,,,,
1,USA,"106,597,047","+2,876","1,159,513",+21,"104,511,720","+17,905","925,814","1,389","318,385","3,463","1,176,702,105","3,514,587","334,805,269",North America,3,289,0,9,0.06,"2,765"
2,India,"44,905,827",,"531,369",,"44,311,078",,"63,380",N/A,"31,924",378,"925,077,322","657,654","1,406,631,776",Asia,31,"2,647",2,,,45
3,France,"39,967,817","+7,490","166,425",,"39,660,606","+9,238","140,786",869,"609,409","2,538","271,490,188","4,139,547","65,584,518",Europe,2,394,0,114,,"2,147"
4,Germany,"38,398,881",,"172,761",,"38,186,700","+3,400","39,420",N/A,"457,764","2,060","122,332,384","1,458,359","83,883,596",Europe,2,486,1,,,470
5,Brazil,"37,407,232",,"701,215",,"36,249,161",,"456,856",N/A,"173,701","3,256","63,776,166","296,146","215,353,593",South America,6,307,3,,,"2,121"
6,Japan,"33,677,778","+13,233","74,443",+36,"21,725,273",,"11,878,062",58,"268,168",593,"99,806,707","794,735","125,584,838",Asia,4,"1,687",1,105,0.3,"94,582"
7,S. Korea,"31,114,786","+16,383","34,449",+15,"30,870,068","+9,936","210,269",153,"606,173",671,"15,804,065","307,892","51,329,899",Asia,2,"1,490",3,319,0.3,"4,096"
8,Italy,"25,765,219",,"189,582",,"25,439,463",,"136,174",104,"427,548","3,146","271,116,017","4,498,897","60,262,770",Europe,2,318,0,,,"2,260"
9,UK,"24,555,629",,"221,943",,"24,302,013","+3,849","31,673",N/A,"358,487","3,240","522,526,476","7,628,357","68,497,907",Europe,3,309,0,,,462
10,Russia,"22,826,827","+6,012","398,175",+33,"22,221,995","+7,582","206,657",N/A,"156,556","2,731","273,400,000","1,875,095","145,805,947",Europe,6,366,1,41,0.2,"1,417"
11,Turkey,"17,232,066",,"102,174",,N/A,N/A,N/A,,"201,399","1,194","162,743,369","1,902,052","85,561,976",Asia,5,837,1,,,"4,024"
12,Spain,"13,825,052",,"120,715",,"13,665,628",,"38,709",231,"295,918","2,584","471,036,328","10,082,298","46,719,142",Europe,3,387,0,,,829
