#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"124,017,877","+7,801","1,605,202",+109,"119,162,640","+54,157","3,250,035","8,025",,,,,,North America,,,,,,
,Asia,"213,705,937","+68,149","1,533,545",+208,"198,233,778","+63,313","13,938,614","15,646",,,,,,Asia,,,,,,
,Europe,"245,522,062","+27,028","2,012,125",+148,"241,090,623","+40,996","2,419,314","6,456",,,,,,Europe,,,,,,
,South America,"67,869,003","+1,506","1,348,795",+5,"66,075,756","+2,038","444,452","10,215",,,,,,South America,,,,,,
,Oceania,"13,941,936",,"25,748",,"13,797,790",,"118,398",72,,,,,,Australia/Oceania,,,,,,
,Africa,"12,785,824",+552,"258,559",+3,"12,067,093",+59,"460,172",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"677,843,360","+105,036","6,783,989",+473,"650,428,386","+160,563","20,630,985","40,961","86,961",870.3,,,,All,,,,,,
1,USA,"104,800,327","+7,370","1,140,368",+108,"102,105,465","+51,323","1,554,494","2,859","313,019","3,406","1,162,041,950","3,470,799","334,805,269",North America,3,294,0,22,0.3,"4,643"
2,India,"44,684,274",,"530,753",,"44,151,703",,"1,818",N/A,"31,767",377,"916,943,349","651,872","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,570,475","+4,986","164,622",+35,"39,333,599","+5,297","72,254",869,"603,351","2,510","271,490,188","4,139,547","65,584,518",Europe,2,398,0,76,0.5,"1,102"
4,Germany,"37,928,944",,"166,875",,"37,545,700","+15,800","216,369",N/A,"452,162","1,989","122,332,384","1,458,359","83,883,596",Europe,2,503,1,,,"2,579"
5,Brazil,"36,953,492",,"697,762",,"36,083,958",,"171,772",N/A,"171,594","3,240","63,776,166","296,146","215,353,593",South America,6,309,3,,,798
6,Japan,"32,990,844","+31,703","70,923",+135,"21,644,968","+2,498","11,274,953",270,"262,698",565,"93,726,707","746,322","125,584,838",Asia,4,"1,771",1,252,1,"89,780"
7,S. Korea,"30,369,744","+14,371","33,758",+11,"30,073,616","+31,700","262,370",245,"591,658",658,"15,804,065","307,892","51,329,899",Asia,2,"1,521",3,280,0.2,"5,111"
8,Italy,"25,519,067",,"187,551",,"25,135,458",,"196,058",163,"423,463","3,112","266,620,812","4,424,304","60,262,770",Europe,2,321,0,,,"3,253"
9,UK,"24,315,983",,"205,540",,"24,054,694","+2,193","55,749",N/A,"354,989","3,001","522,526,476","7,628,357","68,497,907",Europe,3,333,0,,,814
10,Russia,"22,093,549","+9,826","395,616",+35,"21,449,598","+10,420","248,335",N/A,"151,527","2,713","273,400,000","1,875,095","145,805,947",Europe,7,369,1,67,0.2,"1,703"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,748,918",,"118,976",,"13,578,453",,"51,489",231,"294,289","2,547","471,036,328","10,082,298","46,719,142",Europe,3,393,0,,,"1,102"
13,Vietnam,"11,526,754",+50,"43,186",,"10,614,710",+31,"868,858",4,"116,487",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.5,,"8,780"
14,Australia,"11,330,342",,"19,070",,"11,294,919",,"16,353",44,"434,632",732,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,367",0,,,627
15,Argentina,"10,042,136",,"130,448",,"9,902,261",,"9,427",363,"218,259","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,205
16,Taiwan,"9,842,257","+20,511","17,193",+36,"9,367,837","+16,462","457,227",,"412,007",720,"30,582,274","1,280,204","23,888,595",Asia,2,"1,389",1,859,2,"19,140"
17,Netherlands,"8,586,372",,"22,992",,"8,554,864",+375,"8,516",53,"498,876","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,495
18,Iran,"7,565,865",+187,"144,788",+5,"7,338,377",+71,"82,700",248,"87,952","1,683","55,034,937","639,771","86,022,837",Asia,11,594,2,2,0.06,961
19,Mexico,"7,400,848",,"332,580",,"6,640,822",,"427,446",N/A,"56,253","2,528","19,414,006","147,565","131,562,772",North America,18,396,7,,,"3,249"
20,Indonesia,"6,733,215",+247,"160,873",+3,"6,568,318",+209,"4,024",N/A,"24,122",576,"114,158,919","408,975","279,134,505",Asia,41,"1,735",2,0.9,0.01,14
21,Poland,"6,392,257","+2,317","118,785",+6,"5,335,940",,"937,532",696,"169,377","3,147","38,184,657","1,011,788","37,739,785",Europe,6,318,1,61,0.2,"24,842"
22,Colombia,"6,358,068",,"142,576",,"6,181,914",,"33,578",342,"123,427","2,768","36,951,507","717,327","51,512,762",South America,8,361,1,,,652
23,Austria,"5,837,337","+4,892","21,795",,"5,774,124","+3,273","41,418",40,"643,821","2,404","211,273,524","23,302,116","9,066,710",Europe,2,416,0,540,,"4,568"
24,Greece,"5,831,467",,"35,957",,"5,672,344",,"123,166",115,"565,249","3,485","102,228,365","9,909,078","10,316,637",Europe,2,287,0,,,"11,939"
25,Portugal,"5,566,314",+835,"26,103",+44,"5,536,155",+311,"4,056",61,"548,915","2,574","45,948,100","4,531,116","10,140,570",Europe,2,388,0,82,4,400
26,Ukraine,"5,376,812",,"111,131",,"5,258,557",+442,"7,124",,"124,486","2,573","32,603,805","754,855","43,192,122",Europe,8,389,1,,,165
27,Chile,"5,140,809","+1,005","64,015",+2,"5,073,541","+1,483","3,253",97,"267,052","3,325","48,278,075","2,507,927","19,250,195",South America,4,301,0,52,0.1,169
28,Malaysia,"5,039,850",+200,"36,953",+1,"4,993,543",+155,"9,354",11,"151,889","1,114","67,888,337","2,045,996","33,181,072",Asia,7,898,0,6,0.03,282
29,Israel,"4,792,175",+435,"12,242",+2,"4,775,423",+442,"4,510",57,"513,851","1,313","41,373,364","4,436,346","9,326,000",Asia,2,762,0,47,0.2,484
30,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
31,Thailand,"4,727,628",,"33,894",,"4,692,636",,"1,098",N/A,"67,462",484,"17,270,775","246,450","70,078,203",Asia,15,"2,068",4,,,16
32,Belgium,"4,700,949",,"33,616",,"4,653,325",+397,"14,008",43,"402,883","2,881","36,623,129","3,138,692","11,668,278",Europe,2,347,0,,,"1,201"
33,Czechia,"4,596,830","+1,452","42,358",+1,"4,548,434",+437,"6,038",29,"428,138","3,945","56,937,312","5,303,014","10,736,784",Europe,2,253,0,135,0.09,562
34,Canada,"4,571,053",,"50,863",,"4,474,153","+2,358","46,037",99,"119,074","1,325","66,343,123","1,728,207","38,388,419",North America,8,755,1,,,"1,199"
35,Peru,"4,483,729",,"219,269",,"4,262,021",,"2,439",49,"133,111","6,510","37,886,317","1,124,750","33,684,208",South America,8,154,1,,,72
36,Switzerland,"4,408,833",,"14,452",,"4,370,125",+177,"24,256",45,"502,509","1,647","23,833,472","2,716,487","8,773,637",Europe,2,607,0,,,"2,765"
37,Philippines,"4,074,821",+81,"65,968",+10,"3,999,766",+23,"9,087",162,"36,218",586,"34,469,634","306,372","112,508,994",Asia,28,"1,706",3,0.7,0.09,81
38,South Africa,"4,059,348",+382,"102,595",,"3,912,506",,"44,247",192,"66,814","1,689","26,473,049","435,726","60,756,135",Africa,15,592,2,6,,728
39,Romania,"3,331,005",,"67,650",,"3,254,998",,"8,357",106,"175,027","3,555","26,530,228","1,394,029","19,031,335",Europe,6,281,1,,,439
40,Denmark,"3,174,267",+91,"8,209",+3,"3,165,041",+105,"1,017",19,"544,009","1,407","129,174,451","22,138,056","5,834,950",Europe,2,711,0,16,0.5,174
41,Hong Kong,"2,881,389",+197,"13,425",+3,"2,768,159","+11,637","99,805",28,"378,916","1,765","76,127,725","10,011,143","7,604,299",Asia,3,566,0,26,0.4,"13,125"
42,Sweden,"2,696,168",,"23,534",,"2,667,251",+256,"5,383",13,"263,839","2,303","19,442,594","1,902,598","10,218,971",Europe,4,434,1,,,527
43,Serbia,"2,481,396",+908,"17,744",+3,"2,450,229",,"13,423",18,"286,767","2,051","12,280,454","1,419,211","8,653,016",Europe,3,488,1,105,0.3,"1,551"
44,Iraq,"2,465,545",,"25,375",,"2,439,497",,673,21,"58,474",602,"19,544,451","463,523","42,164,965",Asia,17,"1,662",2,,,16
45,Singapore,"2,222,006",,"1,722",,"2,149,583",,"70,701",1,"373,852",290,"24,756,666","4,165,302","5,943,546",Asia,3,"3,452",0,,,"11,895"
46,New Zealand,"2,199,579",,"3,839",,"2,189,031",,"6,709",,"449,058",784,"7,768,604","1,586,011","4,898,203",Australia/Oceania,2,"1,276",1,,,"1,370"
47,Hungary,"2,193,272",,"48,707",,"2,140,795",,"3,770",8,"228,317","5,070","11,394,556","1,186,160","9,606,259",Europe,4,197,1,,,392
