#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"4,636,208","+72,388","197,204",+887,"2,267,053","+54,102","2,171,951","20,138",,,,,,North America,,,
,South America,"3,306,213","+40,914","119,295","+1,404","2,173,116","+50,252","1,013,802","13,652",,,,,,South America,,,
,Asia,"3,459,546","+62,297","81,121","+1,226","2,458,910","+47,457","919,515","19,613",,,,,,Asia,,,
,Europe,"2,687,890","+12,994","199,340",+226,"1,594,284","+5,496","894,266","5,324",,,,,,Europe,,,
,Africa,"739,995","+15,125","15,465",+255,"392,369","+9,018","332,161","1,047",,,,,,Africa,,,
,Oceania,"13,751",+270,145,+1,"10,057",+171,"3,549",33,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"14,844,324","+203,988","612,585","+3,999","8,896,440","+166,496","5,335,299","59,811","1,904",78.6,,,,All,,,
1,USA,"3,960,566","+62,016","143,792",+503,"1,847,690","+45,606","1,969,084","16,628","11,962",434,"49,126,904","148,374","331,102,850",North America,84,"2,303",7
2,Brazil,"2,121,645","+21,749","80,251",+718,"1,409,202","+37,973","632,192","8,318","9,978",377,"4,911,063","23,096","212,636,496",South America,100,"2,650",43
3,India,"1,154,917","+36,810","28,099",+596,"724,702","+24,303","402,116","8,944",836,20,"14,047,908","10,175","1,380,678,271",Asia,"1,195","49,136",98
4,Russia,"777,486","+5,940","12,427",+85,"553,602","+3,258","211,457","2,300","5,328",85,"25,251,614","173,030","145,937,857",Europe,188,"11,744",6
5,South Africa,"373,628","+9,300","5,173",+140,"194,865","+3,806","173,590",539,"6,296",87,"2,505,646","42,222","59,344,794",Africa,159,"11,472",24
6,Peru,"357,681","+4,091","13,384",+197,"245,081","+3,126","99,216","1,303","10,841",406,"2,084,311","63,173","32,993,724",South America,92,"2,465",16
7,Mexico,"344,224","+5,311","39,184",+296,"217,423","+4,417","87,617",378,"2,668",304,"821,922","6,372","128,999,581",North America,375,"3,292",157
8,Chile,"333,029","+2,099","8,633",+130,"303,992","+2,198","20,404","1,764","17,414",451,"1,420,390","74,271","19,124,453",South America,57,"2,215",13
9,Spain,"311,916","+1,527","28,422",+2,N/A,N/A,N/A,617,"6,671",608,"6,026,446","128,892","46,755,761",Europe,150,"1,645",8
10,UK,"295,372",+580,"45,312",+12,N/A,N/A,N/A,142,"4,350",667,"13,459,190","198,208","67,904,526",Europe,230,"1,499",5
11,Iran,"276,202","+2,414","14,405",+217,"240,087","+2,299","21,710","3,583","3,286",171,"2,175,217","25,882","84,044,752",Asia,304,"5,834",39
12,Pakistan,"265,083","+1,587","5,599",+31,"205,929","+1,653","53,555","1,552","1,199",25,"1,740,768","7,874","221,084,562",Asia,834,"39,486",127
