#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"8,130,273","+47,323","293,674","+1,776","5,016,999","+43,994","2,819,600","17,896",,,,,,North America,,,
,Asia,"8,971,009","+132,292","169,887","+1,824","7,275,611","+108,287","1,525,511","19,597",,,,,,Asia,,,
,South America,"7,284,213","+60,857","232,513","+1,526","6,036,358","+63,731","1,015,342","15,426",,,,,,South America,,,
,Europe,"4,218,962","+49,506","214,235",+687,"2,282,031","+12,016","1,722,696","6,865",,,,,,Europe,,,
,Africa,"1,380,098","+7,364","33,305",+179,"1,131,010","+9,745","215,783","1,434",,,,,,Africa,,,
,Oceania,"30,254",+46,859,+9,"26,378",+78,"3,017",23,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"30,015,530","+297,388","944,488","+6,001","21,769,038","+237,851","7,302,004","61,245","3,851",121.2,,,,All,,,
1,USA,"6,825,945","+37,798","201,267","+1,070","4,103,089","+35,003","2,521,589","14,170","20,597",607,"94,338,922","284,659","331,409,864",North America,49,"1,647",4
2,India,"5,115,893","+97,859","83,230","+1,139","4,022,049","+82,938","1,010,614","8,944","3,700",60,"59,429,115","42,977","1,382,826,609",Asia,270,"16,615",23
3,Brazil,"4,421,686","+37,387","134,174",+967,"3,720,312","+49,184","567,200","8,318","20,771",630,"14,617,980","68,669","212,875,572",South America,48,"1,587",15
4,Russia,"1,079,519","+5,670","18,917",+132,"890,114","+5,809","170,488","2,300","7,397",130,"41,400,000","283,663","145,947,739",Europe,135,"7,715",4
5,Peru,"738,020",,"30,927",,"580,753",,"126,340","1,460","22,319",935,"3,567,927","107,901","33,066,529",South America,45,"1,069",9
6,Colombia,"736,377","+7,787","23,478",+190,"610,078","+2,100","102,821",863,"14,440",460,"3,247,366","63,679","50,995,500",South America,69,"2,172",16
7,Mexico,"676,487","+4,771","71,678",+629,"481,068","+5,273","123,741","2,747","5,235",555,"1,520,463","11,767","129,214,113",North America,191,"1,803",85
8,South Africa,"653,444","+1,923","15,705",+64,"584,195","+1,069","53,544",539,"10,989",264,"3,961,179","66,616","59,463,283",Africa,91,"3,786",15
9,Spain,"614,360","+11,193","30,243",+239,N/A,N/A,N/A,"1,281","13,139",647,"10,756,835","230,050","46,758,621",Europe,76,"1,546",4
10,Argentina,"589,012","+11,674","12,116",+264,"448,263","+9,380","128,633","3,118","13,008",268,"1,628,194","35,957","45,282,165",South America,77,"3,737",28
11,Chile,"439,287","+1,304","12,058",+18,"411,853","+1,909","15,376",898,"22,939",630,"2,991,005","156,185","19,150,427",South America,44,"1,588",6
12,Iran,"410,334","+2,981","23,632",+179,"352,019","+2,035","34,683","3,827","4,872",281,"3,641,581","43,241","84,215,113",Asia,205,"3,564",23
13,France,"404,888","+9,784","31,045",+46,"90,335",+444,"283,508",803,"6,200",475,"10,000,000","153,130","65,304,045",Europe,161,"2,104",7
14,UK,"378,219","+3,991","41,684",+20,N/A,N/A,N/A,115,"5,565",613,"20,521,243","301,957","67,960,923",Europe,180,"1,630",3
15,Bangladesh,"342,671","+1,615","4,823",+21,"247,969","+2,375","89,879",,"2,076",29,"1,770,106","10,726","165,030,582",Asia,482,"34,217",93
16,Saudi Arabia,"327,551",+621,"4,369",+31,"306,004",+982,"17,178","1,238","9,379",125,"5,868,149","168,020","34,925,213",Asia,107,"7,994",6
17,Pakistan,"303,089",+665,"6,393",+4,"290,760",+499,"5,936",571,"1,367",29,"3,024,987","13,640","221,765,383",Asia,732,"34,689",73
18,Iraq,"303,059","+4,357","8,248",+82,"237,241","+3,895","57,570",604,"7,501",204,"1,973,089","48,833","40,404,908",Asia,133,"4,899",20
19,Turkey,"296,391","+1,771","7,249",+63,"262,602","+1,342","26,540","1,351","3,506",86,"8,855,180","104,761","84,527,459",Asia,285,"11,661",10
20,Italy,"291,442","+1,452","35,645",+12,"215,265",+620,"40,532",207,"4,822",590,"10,044,551","166,183","60,442,889",Europe,207,"1,696",6
21,Philippines,"272,934","+3,550","4,732",+69,"207,858",+524,"60,344","1,048","2,484",43,"3,200,528","29,127","109,882,134",Asia,403,"23,221",34
22,Germany,"266,865","+2,021","9,449",+4,"239,100",,"18,316",237,"3,183",113,"13,436,301","160,260","83,840,462",Europe,314,"8,873",6
23,Indonesia,"228,993","+3,963","9,100",+135,"164,101","+3,036","55,792",,835,33,"2,755,120","10,051","274,124,275",Asia,"1,197","30,124",99
