#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,838,404","+61,092","256,409","+1,853","3,820,776","+32,741","2,761,219","21,491",,,,,,North America,,,
,South America,"5,625,726","+52,702","185,732","+1,811","4,183,502","+37,563","1,256,492","14,869",,,,,,South America,,,
,Asia,"6,119,170","+95,848","127,483","+1,454","4,805,164","+88,458","1,186,523","19,027",,,,,,Asia,,,
,Europe,"3,313,502","+26,684","204,813",+308,"1,965,667","+12,826","1,143,022","5,198",,,,,,Europe,,,
,Africa,"1,172,388","+9,935","27,367",+345,"892,298","+7,818","252,723","1,202",,,,,,Africa,,,
,Oceania,"26,695",+182,499,+9,"20,306",+613,"5,890",58,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"23,096,606","+246,443","802,318","+5,780","15,688,364","+180,019","6,605,924","61,849","2,963",102.9,,,,All,,,
1,USA,"5,795,297","+49,025","179,153","+1,123","3,119,899","+24,415","2,496,245","16,833","17,494",541,"74,676,048","225,422","331,272,237",North America,57,"1,849",4
2,Brazil,"3,536,488","+31,391","113,454","+1,031","2,670,755","+17,348","752,279","8,318","16,621",533,"13,748,152","64,616","212,768,400",South America,60,"1,875",15
3,India,"2,973,368","+69,039","55,928",+953,"2,220,799","+62,858","696,641","8,944","2,152",40,"33,467,237","24,219","1,381,863,561",Asia,465,"24,708",41
4,Russia,"946,976","+4,870","16,189",+90,"761,330","+5,817","169,457","2,300","6,489",111,"33,800,000","231,597","145,943,309",Europe,154,"9,015",4
5,South Africa,"603,338","+3,398","12,843",+225,"500,102","+2,933","90,393",539,"10,155",216,"3,504,507","58,988","59,410,167",Africa,98,"4,626",17
6,Peru,"567,059",,"27,034",,"380,730",,"159,295","1,519","17,166",818,"2,852,011","86,336","33,033,892",South America,58,"1,222",12
7,Mexico,"543,806","+6,775","59,106",+625,"371,638","+4,101","113,062","3,503","4,212",458,"1,226,117","9,496","129,117,943",North America,237,"2,185",105
8,Colombia,"522,138","+8,419","16,568",+385,"348,940","+9,816","156,630","1,493","10,247",325,"2,409,706","47,289","50,956,995",South America,98,"3,076",21
9,Spain,"407,879","+3,650","28,838",+25,N/A,N/A,N/A,541,"8,723",617,"7,955,615","170,147","46,757,339",Europe,115,"1,621",6
10,Chile,"393,769","+1,920","10,723",+52,"367,897","+1,834","15,149","1,072","20,574",560,"2,142,301","111,935","19,138,783",South America,49,"1,785",9
