#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,289,002","+68,890","783,250","+2,384","24,316,647","+98,474","9,189,105","19,206",,,,,,North America,,,
,Asia,"25,800,728","+89,513","406,645",+801,"24,178,872","+70,633","1,215,211","22,393",,,,,,Asia,,,
,South America,"18,880,538","+101,799","488,312","+2,666","16,988,521","+86,499","1,403,705","19,042",,,,,,South America,,,
,Europe,"35,562,241","+176,564","844,698","+3,429","25,113,268","+104,014","9,604,275","26,588",,,,,,Europe,,,
,Africa,"4,021,843","+10,171","106,879",+296,"3,588,816","+10,420","326,148","2,592",,,,,,Africa,,,
,Oceania,"51,969",+150,"1,099",+5,"34,347",+7,"16,523",3,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"118,607,042","+447,087","2,630,898","+9,581","94,221,177","+370,047","21,754,967","89,824","15,216",337.5,,,,All,,,
1,USA,"29,857,810","+55,996","542,007","+1,426","20,638,228","+88,457","8,677,575","12,660","89,842","1,631","372,891,956","1,122,032","332,336,197",North America,11,613,1
2,India,"11,284,311","+22,841","158,213",+134,"10,935,803","+18,179","190,295","8,944","8,122",114,"223,479,877","160,857","1,389,308,662",Asia,123,"8,781",6
3,Brazil,"11,205,972","+80,955","270,917","+2,349","9,913,739","+70,521","1,021,316","8,318","52,463","1,268","28,600,000","133,897","213,596,922",South America,19,788,7
4,Russia,"4,351,553","+9,079","90,275",+466,"3,945,527","+13,350","315,751","2,300","29,810",618,"113,800,000","779,572","145,977,558",Europe,34,"1,617",1
5,UK,"4,234,924","+5,926","124,987",+190,"3,348,489","+32,555","761,448","1,293","62,158","1,835","99,640,760","1,462,486","68,131,084",Europe,16,545,1
6,France,"3,963,165","+30,303","89,565",+264,"269,019","+1,480","3,604,581","3,918","60,624","1,370","55,656,279","851,366","65,372,907",Europe,16,730,1
7,Spain,"3,178,442","+6,672","71,961",+234,"2,823,433",,"283,048","2,320","67,963","1,539","40,292,390","861,551","46,767,250",Europe,15,650,1
8,Italy,"3,123,368","+22,409","100,811",+332,"2,535,483","+13,752","487,074","2,827","51,711","1,669","43,234,541","715,797","60,400,547",Europe,19,599,1
9,Turkey,"2,821,943","+14,556","29,227",+67,"2,649,862","+9,193","142,854","1,309","33,215",344,"34,548,238","406,636","84,961,145",Asia,30,"2,907",2
10,Germany,"2,532,855","+12,246","73,276",+295,"2,328,700","+9,100","130,879","2,848","30,164",873,"45,114,160","537,277","83,968,223",Europe,33,"1,146",2
11,Colombia,"2,285,960","+3,588","60,773",+97,"2,187,473","+3,838","37,714","1,982","44,600","1,186","11,819,803","230,609","51,254,665",South America,22,843,4
12,Argentina,"2,169,694","+7,693","53,359",+107,"1,961,640","+5,049","154,695","3,491","47,706","1,173","7,837,030","172,317","45,480,270",South America,21,852,6
13,Mexico,"2,137,884","+7,407","191,789",+866,"1,681,336","+5,340","264,759","4,798","16,463","1,477","5,656,885","43,561","129,861,409",North America,61,677,23
14,Poland,"1,828,313","+17,260","45,997",+398,"1,507,905","+4,552","274,411","1,902","48,345","1,216","10,396,659","274,913","37,818,045",Europe,21,822,4
