#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,775,645","+53,984","253,864","+1,813","3,778,427","+31,931","2,743,354","21,517",,,,,,North America,,,
,South America,"5,571,641","+78,151","183,908","+2,037","4,144,824","+62,950","1,242,909","14,828",,,,,,South America,,,
,Asia,"6,023,765","+95,864","126,475","+1,555","4,716,917","+83,225","1,180,373","19,114",,,,,,Asia,,,
,Europe,"3,270,316","+22,479","204,505",+333,"1,952,841","+11,597","1,112,970","5,166",,,,,,Europe,,,
,Africa,"1,162,148","+10,411","27,018",+333,"884,451","+10,363","250,679","1,190",,,,,,Africa,,,
,Oceania,"26,513",+262,490,+14,"19,693","+2,696","6,330",59,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"22,830,749","+261,151","796,275","+6,085","15,497,804","+202,762","6,536,670","61,878","2,929",102.2,,,,All,,,
1,USA,"5,744,684","+43,753","177,339","+1,005","3,085,879","+23,548","2,481,466","16,882","17,342",535,"73,847,961","222,926","331,266,944",North America,58,"1,868",4
2,Brazil,"3,505,097","+44,684","112,423","+1,234","2,653,407","+38,153","739,267","8,318","16,474",528,"13,748,152","64,617","212,764,278",South America,61,"1,893",15
3,India,"2,904,329","+68,507","54,975",+981,"2,157,941","+61,873","691,413","8,944","2,102",40,"32,661,252","23,636","1,381,826,521",Asia,476,"25,136",42
4,Russia,"942,106","+4,785","16,099",+110,"755,513","+6,090","170,494","2,300","6,455",110,"33,500,000","229,541","145,943,139",Europe,155,"9,065",4
5,South Africa,"599,940","+3,880","12,618",+195,"497,169","+5,728","90,153",539,"10,099",212,"3,480,283","58,583","59,408,124",Africa,99,"4,708",17
6,Peru,"567,059","+8,639","27,034",+200,"380,730","+3,277","159,295","1,519","17,167",818,"2,852,011","86,339","33,032,637",South America,58,"1,222",12
7,Mexico,"537,031","+5,792","58,481",+707,"367,537","+4,230","111,013","3,480","4,159",453,"1,211,552","9,384","129,114,244",North America,240,"2,208",107
8,Colombia,"513,719","+11,541","16,183",+204,"339,124","+12,826","158,412","1,493","10,082",318,"2,374,898","46,607","50,955,514",South America,99,"3,149",21
9,Chile,"391,849","+1,812","10,671",+93,"366,063","+1,778","15,115","1,077","20,475",558,"2,113,632","110,440","19,138,335",South America,49,"1,793",9
10,Spain,"387,985",,"28,813",+16,N/A,N/A,N/A,522,"8,298",616,"7,955,615","170,147","46,757,289",Europe,121,"1,623",6
11,Iran,"352,558","+2,279","20,264",+139,"304,236","+1,708","28,058","3,869","4,190",241,"2,939,840","34,942","84,135,807",Asia,239,"4,152",29
12,UK,"322,280","+1,182","41,403",+6,N/A,N/A,N/A,70,"4,744",609,"15,177,265","223,410","67,934,669",Europe,211,"1,641",4
13,Argentina,"320,884","+8,225","6,517",+187,"233,651","+4,926","80,716","1,832","7,091",144,"1,030,992","22,784","45,251,601",South America,141,"6,944",44
14,Saudi Arabia,"303,973","+1,287","3,548",+42,"275,476","+1,385","24,949","1,682","8,714",102,"4,501,104","129,026","34,885,189",Asia,115,"9,832",8
15,Pakistan,"290,958",+513,"6,209",+8,"272,804",+676,"11,945",725,"1,314",28,"2,363,752","10,674","221,448,449",Asia,761,"35,666",94
16,Bangladesh,"287,959","+2,868","3,822",+41,"168,991","+3,253","115,146",,"1,746",23,"1,407,556","8,535","164,909,635",Asia,573,"43,147",117
17,Italy,"256,118",+840,"35,418",+6,"204,686",+180,"16,014",68,"4,237",586,"7,790,596","128,878","60,449,422",Europe,236,"1,707",8
18,Turkey,"254,520","+1,412","6,058",+19,"234,797",+882,"13,665",735,"3,013",72,"6,061,930","71,772","84,460,548",Asia,332,"13,942",14
19,Germany,"231,284","+1,584","9,324",+10,"204,800",+900,"17,160",231,"2,759",111,"10,197,366","121,657","83,820,751",Europe,362,"8,990",8
20,France,"229,814","+4,771","30,480",+12,"84,065",,"115,269",384,"3,520",467,"6,000,000","91,893","65,293,421",Europe,284,"2,142",11
21,Iraq,"192,797","+3,995","6,208",+87,"137,200","+2,831","49,389",614,"4,780",154,"1,368,727","33,931","40,338,162",Asia,209,"6,498",29
