#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,887,954","+73,098","798,419","+2,530","26,289,149","+81,965","7,800,386","15,671",,,,,,North America,,,
,South America,"19,694,103","+109,912","509,938","+3,178","17,622,156","+68,343","1,562,009","19,450",,,,,,South America,,,
,Asia,"26,598,885","+120,531","413,673",+999,"24,815,546","+84,022","1,369,666","23,311",,,,,,Asia,,,
,Europe,"36,999,447","+213,653","869,735","+3,207","26,195,497","+187,638","9,934,215","28,082",,,,,,Europe,,,
,Africa,"4,106,079","+10,963","109,140",+255,"3,674,259","+9,525","322,680","2,599",,,,,,Africa,,,
,Oceania,"53,116",+160,"1,109",+5,"34,386",+5,"17,621",4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"122,340,305","+528,317","2,702,029","+10,174","98,631,699","+431,498","21,006,577","89,117","15,695",346.6,,,,All,,,
1,USA,"30,356,848","+60,597","552,292","+1,661","22,521,090","+73,777","7,283,466","9,218","91,332","1,662","385,627,608","1,160,206","332,378,543",North America,11,602,1
2,Brazil,"11,787,600","+87,169","287,795","+2,659","10,339,432","+52,375","1,160,373","8,318","55,178","1,347","28,600,000","133,876","213,629,898",South America,18,742,7
3,India,"11,513,945","+39,643","159,405",+155,"11,081,335","+20,165","273,205","8,944","8,286",115,"230,313,163","165,740","1,389,604,984",Asia,121,"8,717",6
4,Russia,"4,428,239","+9,803","93,824",+460,"4,037,036","+12,061","297,379","2,300","30,335",643,"116,300,000","796,690","145,978,921",Europe,33,"1,556",1
5,UK,"4,280,882","+6,303","125,926",+95,"3,593,136","+24,865","561,820",968,"62,826","1,848","110,914,005","1,627,764","68,138,862",Europe,16,541,1
6,France,"4,181,607","+34,998","91,679",+268,"278,263","+1,270","3,811,665","4,246","63,962","1,402","58,498,845","894,805","65,376,055",Europe,16,713,1
7,Italy,"3,306,711","+24,935","103,855",+423,"2,655,346","+15,976","547,510","3,333","54,748","1,719","45,894,515","759,860","60,398,612",Europe,18,582,1
8,Spain,"3,212,332","+6,216","72,910",+117,"2,945,446","+87,732","193,976","1,997","68,687","1,559","41,114,319","879,119","46,767,645",Europe,15,641,1
9,Turkey,"2,950,603","+20,049","29,777",+81,"2,770,638","+18,615","150,188","1,503","34,721",350,"35,787,480","421,123","84,980,970",Asia,29,"2,854",2
10,Germany,"2,628,624","+17,855","74,878",+201,"2,383,600",,"170,146","2,848","31,303",892,"47,578,793","566,589","83,974,064",Europe,32,"1,121",2
11,Colombia,"2,319,293","+5,139","61,636",+138,"2,216,945","+4,433","40,712","1,982","45,240","1,202","12,142,887","236,858","51,266,512",South America,22,832,4
12,Argentina,"2,226,753","+8,328","54,386",+155,"2,009,877","+6,756","162,490","3,522","48,951","1,196","8,189,797","180,038","45,489,326",South America,20,836,6
13,Mexico,"2,175,462","+6,455","195,908",+789,"1,720,430","+4,295","259,124","4,798","16,748","1,508","5,811,642","44,742","129,891,000",North America,60,663,22
14,Poland,"1,984,248","+27,278","48,388",+356,"1,603,832","+10,667","332,028","2,190","52,470","1,280","10,946,376","289,455","37,817,143",Europe,19,782,3
15,Iran,"1,778,645","+7,530","61,581",+89,"1,521,377","+7,316","195,687","3,866","20,986",727,"11,976,428","141,310","84,752,633",Asia,48,"1,376",7
16,South Africa,"1,533,961","+1,464","51,724",+90,"1,459,894",+838,"22,343",546,"25,636",864,"9,556,404","159,707","59,837,137",Africa,39,"1,157",6
17,Ukraine,"1,504,076","+15,053","29,253",+267,"1,244,190","+6,514","230,633",177,"34,539",672,"7,467,108","171,474","43,546,615",Europe,29,"1,489",6
18,Indonesia,"1,443,853","+6,570","39,142",+227,"1,272,958","+6,285","131,753",,"5,240",142,"11,816,463","42,880","275,569,565",Asia,191,"7,040",23
19,Czechia,"1,439,019","+11,928","24,117",+107,"1,215,544",+316,"199,358","1,989","134,198","2,249","10,127,742","944,480","10,723,088",Europe,7,445,1
20,Peru,"1,435,598",,"49,523",,"1,347,160",,"38,915","2,251","43,116","1,487","8,466,183","254,268","33,296,240",South America,23,672,4
21,Netherlands,"1,179,612","+6,125","16,198",+33,N/A,N/A,N/A,564,"68,735",944,"6,970,400","406,158","17,161,789",Europe,15,"1,060",2
