#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,719,076","+53,393","251,979","+2,049","3,742,104","+55,401","2,724,993","21,726",,,,,,North America,,,
,South America,"5,482,693","+72,982","181,685","+1,937","4,077,405","+83,449","1,223,603","14,866",,,,,,South America,,,
,Asia,"5,927,992","+96,656","124,920","+1,638","4,633,786","+82,804","1,169,286","18,918",,,,,,Asia,,,
,Europe,"3,247,438","+24,236","204,174",+451,"1,941,244","+12,442","1,102,020","5,249",,,,,,Europe,,,
,Africa,"1,151,300","+10,525","26,680",+323,"874,073","+11,509","250,547","1,207",,,,,,Africa,,,
,Oceania,"26,251",+226,476,+12,"16,997",+317,"8,778",59,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"22,555,471","+258,018","789,929","+6,410","15,286,260","+245,922","6,479,282","62,029","2,894",101.3,,,,All,,,
1,USA,"5,698,523","+42,549","176,264","+1,190","3,057,991","+46,893","2,464,268","16,969","17,202",532,"73,081,228","220,615","331,261,650",North America,58,"1,879",5
2,Brazil,"3,460,413","+48,541","111,189","+1,170","2,615,254","+61,075","733,970","8,318","16,264",523,"13,729,872","64,532","212,760,156",South America,61,"1,914",15
3,India,"2,835,822","+69,196","53,994",+980,"2,096,068","+59,365","685,760","8,944","2,052",39,"31,742,782","22,972","1,381,789,480",Asia,487,"25,592",44
4,Russia,"937,321","+4,828","15,989",+117,"749,423","+6,795","171,909","2,300","6,423",110,"33,217,468","227,606","145,942,968",Europe,156,"9,128",4
5,South Africa,"596,060","+3,916","12,423",+159,"491,441","+5,973","92,196",539,"10,034",209,"3,455,671","58,170","59,406,081",Africa,100,"4,782",17
6,Peru,"549,321",,"26,658",,"374,019",,"148,644","1,527","16,630",807,"2,818,943","85,341","33,031,382",South America,60,"1,239",12
7,Mexico,"531,239","+5,506","57,774",+751,"363,307","+3,960","110,158","3,646","4,115",447,"1,196,707","9,269","129,110,546",North America,243,"2,235",108
8,Colombia,"502,178","+13,056","15,979",+360,"326,298","+13,975","159,901","1,493","9,856",314,"2,337,241","45,870","50,954,033",South America,101,"3,189",22
9,Chile,"390,037","+1,182","10,578",+32,"364,285","+1,845","15,174","1,120","20,380",553,"2,087,354","109,069","19,137,888",South America,49,"1,809",9
10,Spain,"387,985","+3,715","28,797",+127,N/A,N/A,N/A,617,"8,298",616,"7,955,615","170,147","46,757,240",Europe,121,"1,624",6
11,Iran,"350,279","+2,444","20,125",+153,"302,528","+1,647","27,626","3,868","4,163",239,"2,939,840","34,943","84,132,870",Asia,240,"4,181",29
