#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,986,866","+47,335","259,997",+784,"3,938,305","+54,781","2,788,564","20,985",,,,,,North America,,,
,South America,"5,815,103","+50,136","190,712","+1,652","4,390,030","+95,566","1,234,361","14,958",,,,,,South America,,,
,Asia,"6,383,910","+85,647","131,613","+1,372","5,073,386","+93,132","1,178,911","19,017",,,,,,Asia,,,
,Europe,"3,385,749","+19,389","205,573",+250,"1,994,949","+8,809","1,185,227","5,541",,,,,,Europe,,,
,Africa,"1,199,951","+7,785","28,051",+223,"925,163","+15,474","246,737","1,212",,,,,,Africa,,,
,Oceania,"27,349",+113,544,+15,"21,567",+371,"5,238",50,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"23,799,649","+210,405","816,505","+4,296","16,344,051","+268,133","6,639,093","61,767","3,053",104.7,,,,All,,,
1,USA,"5,914,269","+40,123","181,089",+485,"3,213,148","+46,085","2,520,032","16,618","17,852",547,"76,866,880","232,024","331,288,117",North America,56,"1,829",4
2,Brazil,"3,627,217","+21,434","115,451",+679,"2,778,709","+69,071","733,057","8,318","17,047",543,"14,144,344","66,474","212,780,766",South America,59,"1,843",15
3,India,"3,164,881","+59,696","58,546",+854,"2,403,101","+66,305","703,234","8,944","2,290",42,"35,902,137","25,979","1,381,974,682",Asia,437,"23,605",38
4,Russia,"961,493","+4,744","16,448",+65,"773,095","+2,456","171,950","2,300","6,588",113,"34,600,000","237,078","145,943,820",Europe,152,"8,873",4
5,South Africa,"611,450","+1,677","13,159",+100,"516,494","+10,024","81,797",539,"10,291",221,"3,564,065","59,985","59,416,296",Africa,97,"4,515",17
6,Peru,"600,438","+6,112","27,813",+150,"407,301","+7,944","165,324","1,525","18,174",842,"3,006,993","91,017","33,037,658",South America,55,"1,188",11
7,Mexico,"560,164","+3,948","60,480",+226,"383,872","+3,380","115,812","3,264","4,338",468,"1,259,141","9,751","129,129,040",North America,231,"2,135",103
8,Colombia,"551,696","+10,549","17,612",+296,"384,171","+10,141","149,913","1,493","10,826",346,"2,508,972","49,233","50,961,438",South America,92,"2,894",20
9,Spain,"420,809","+2,080","28,872",+12,N/A,N/A,N/A,658,"9,000",617,"8,517,446","182,162","46,757,487",Europe,111,"1,619",5
