#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"123,656,316","+3,214","1,600,412",+17,"118,582,710","+17,879","3,473,194","8,549",,,,,,North America,,,,,,
,Asia,"213,147,593","+70,969","1,531,077",+306,"197,641,518","+88,123","13,974,998","15,790",,,,,,Asia,,,,,,
,Europe,"244,998,164","+12,967","2,008,520",+57,"240,690,132","+18,802","2,299,512","6,495",,,,,,Europe,,,,,,
,South America,"67,761,598","+2,416","1,348,004",+22,"65,905,095","+5,630","508,499","10,226",,,,,,South America,,,,,,
,Oceania,"13,905,992",,"25,446",,"13,743,749",,"136,797",78,,,,,,Australia/Oceania,,,,,,
,Africa,"12,778,820",+18,"258,523",,"12,063,718",+28,"456,579",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"676,249,204","+89,584","6,771,997",+402,"648,627,628","+130,462","20,849,579","41,685","86,756",868.8,,,,All,,,,,,
1,USA,"104,488,837","+3,167","1,136,313",+14,"101,575,749","+15,424","1,776,775","3,383","312,088","3,394","1,160,827,663","3,467,173","334,805,269",North America,3,295,0,9,0.04,"5,307"
2,India,"44,683,363",,"530,745",,"44,150,801",,"1,817",698,"31,766",377,"916,215,668","651,354","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,533,323",,"164,286",,"39,287,485","+4,166","81,552",869,"602,784","2,505","271,490,188","4,139,547","65,584,518",Europe,2,399,0,,,"1,243"
4,Germany,"37,822,577",,"166,128",,"37,430,500","+2,900","225,949","1,281","450,894","1,980","122,332,384","1,458,359","83,883,596",Europe,2,505,1,,,"2,694"
5,Brazil,"36,868,946",+727,"697,361",+1,"35,953,131",,"218,454","8,318","171,202","3,238","63,776,166","296,146","215,353,593",South America,6,309,3,3,,"1,014"
6,Japan,"32,744,705","+32,459","69,477",+188,"21,603,796","+4,792","11,071,432",405,"260,738",553,"92,637,363","737,648","125,584,838",Asia,4,"1,808",1,258,1,"88,159"
7,S. Korea,"30,257,411","+14,018","33,596",+22,"29,864,568","+36,886","359,247",313,"589,470",655,"15,804,065","307,892","51,329,899",Asia,2,"1,528",3,273,0.4,"6,999"
8,Italy,"25,488,166",,"187,272",,"25,072,909",,"227,985",179,"422,950","3,108","266,073,786","4,415,227","60,262,770",Europe,2,322,0,,,"3,783"
9,UK,"24,293,752",,"204,898",,"24,033,396",,"55,458",146,"354,664","2,991","522,526,476","7,628,357","68,497,907",Europe,3,334,0,,,810
10,Russia,"21,996,744","+9,410","395,279",+45,"21,379,874","+5,200","221,591","2,300","150,863","2,711","273,400,000","1,875,095","145,805,947",Europe,7,369,1,65,0.3,"1,520"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,740,531",,"118,712",,"13,569,497",,"52,322",231,"294,109","2,541","471,036,328","10,082,298","46,719,142",Europe,3,394,0,,,"1,120"
13,Vietnam,"11,526,566",+7,"43,186",,"10,614,586",+5,"868,794",3,"116,485",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.07,,"8,780"
14,Australia,"11,312,904",,"18,828",,"11,260,631",,"33,445",50,"433,963",722,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,385",0,,,"1,283"
15,Argentina,"10,037,135",,"130,421",,"9,888,127","+2,774","18,587",363,"218,150","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,404
16,Taiwan,"9,668,845","+22,991","16,687",+73,"9,208,482","+15,543","443,676",,"404,747",699,"30,334,597","1,269,836","23,888,595",Asia,2,"1,432",1,962,3,"18,573"
