#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"25,597,363","+289,052","545,733","+4,626","15,689,049","+98,553","9,362,581","34,877",,,,,,North America,,,
,Asia,"21,315,253","+85,851","346,346","+1,139","19,803,019","+77,412","1,165,888","24,229",,,,,,Asia,,,
,South America,"13,803,927","+94,611","373,774","+1,675","12,332,145","+49,732","1,098,008","18,499",,,,,,South America,,,
,Europe,"25,522,049","+272,742","581,723","+5,746","13,654,515","+113,320","11,285,811","28,585",,,,,,Europe,,,
,Africa,"3,001,721","+36,500","71,559",+910,"2,444,863","+18,887","485,299","2,517",,,,,,Africa,,,
,Oceania,"48,920",+71,"1,067",+1,"33,617",+8,"14,236",21,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"89,289,954","+778,827","1,920,217","+14,097","63,957,914","+357,912","23,411,823","108,728","11,455",246.3,,,,All,,,
1,USA,"22,418,333","+263,360","377,638","+3,409","13,226,221","+82,904","8,814,474","29,004","67,521","1,137","267,190,195","804,745","332,018,597",North America,15,879,1
2,India,"10,432,525","+18,481","150,835",+229,"10,055,922","+19,200","225,768","8,944","7,521",109,"179,336,364","129,290","1,387,086,244",Asia,133,"9,196",8
3,Brazil,"8,015,920","+54,247","201,542","+1,044","7,114,474","+17,543","699,904","8,318","37,572",945,"28,600,000","134,052","213,349,602",South America,27,"1,059",7
4,Russia,"3,355,794","+23,652","60,911",+454,"2,731,129","+21,677","563,754","2,300","22,990",417,"92,900,000","636,444","145,967,334",Europe,43,"2,396",2
5,UK,"2,957,472","+68,053","79,833","+1,325","1,364,821",,"1,512,818","2,929","43,446","1,173","58,860,706","864,674","68,072,743",Europe,23,853,1
6,France,"2,747,135","+19,814","67,431",+381,"201,286","+2,530","2,478,418","2,615","42,038","1,032","37,239,217","569,849","65,349,297",Europe,24,969,2
7,Turkey,"2,307,581","+11,479","22,450",+186,"2,182,145","+9,894","102,986","3,094","27,208",265,"25,865,406","304,972","84,812,453",Asia,37,"3,778",3
8,Italy,"2,237,890","+17,533","77,911",+620,"1,589,590","+17,575","570,389","2,587","37,042","1,290","27,579,516","456,501","60,415,065",Europe,27,775,2
9,Spain,"2,050,360","+25,456","51,874",+199,N/A,N/A,N/A,"2,318","43,845","1,109","27,839,319","595,311","46,764,292",Europe,23,901,2
10,Germany,"1,895,081","+25,753","40,401","+1,143","1,494,100","+20,100","360,580","5,569","22,581",481,"35,118,592","418,455","83,924,420",Europe,44,"2,077",2
11,Colombia,"1,755,568","+18,221","45,431",+364,"1,597,160","+16,875","112,977","3,482","34,311",888,"8,556,831","167,237","51,165,808",South America,29,"1,126",6
12,Argentina,"1,703,352","+13,346","44,273",+151,"1,494,896","+10,102","164,183","3,602","37,509",975,"5,157,845","113,578","45,412,349",South America,27,"1,026",9
13,Mexico,"1,493,569","+13,734","131,031","+1,044","1,127,471","+7,503","235,067","3,913","11,521","1,011","3,781,625","29,170","129,639,479",North America,87,989,34
