#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"124,283,502","+6,451","1,608,312",+85,"119,514,306","+43,423","3,160,884","7,827",,,,,,North America,,,,,,
,Asia,"214,044,288","+51,468","1,535,334",+153,"198,637,605","+53,276","13,871,349","15,607",,,,,,Asia,,,,,,
,Europe,"245,895,298","+29,768","2,014,962",+100,"241,491,433","+60,150","2,388,903","6,456",,,,,,Europe,,,,,,
,South America,"67,923,957","+1,338","1,349,364",+11,"66,128,755","+3,616","445,838","10,201",,,,,,South America,,,,,,
,Oceania,"13,968,514",+18,"25,968",,"13,823,069",+49,"119,477",71,,,,,,Australia/Oceania,,,,,,
,Africa,"12,789,856",+62,"258,570",,"12,073,516",+52,"457,770",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"678,906,136","+89,105","6,792,525",+349,"651,669,390","+160,566","20,444,221","40,709","87,097",871.4,,,,All,,,,,,
1,USA,"105,019,041","+6,451","1,142,977",+85,"102,414,269","+39,775","1,461,795","2,661","313,672","3,414","1,163,387,226","3,474,818","334,805,269",North America,3,293,0,19,0.3,"4,366"
2,India,"44,685,132",,"530,761",,"44,152,450",,"1,921",N/A,"31,767",377,"917,870,730","652,531","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,595,964","+5,774","164,791",+32,"39,364,058","+4,459","67,115",869,"603,739","2,513","271,490,188","4,139,547","65,584,518",Europe,2,398,0,88,0.5,"1,023"
4,Germany,"38,018,111",,"167,387",,"37,617,200","+16,500","233,524",N/A,"453,225","1,995","122,332,384","1,458,359","83,883,596",Europe,2,501,1,,,"2,784"
5,Brazil,"36,987,682",,"698,047",,"36,116,408",,"173,227",N/A,"171,753","3,241","63,776,166","296,146","215,353,593",South America,6,309,3,,,804
6,Japan,"33,117,362","+19,202","71,809",+72,"21,668,628",+973,"11,376,925",226,"263,705",572,"94,344,335","751,240","125,584,838",Asia,4,"1,749",1,153,0.6,"90,592"
7,S. Korea,"30,445,775","+11,880","33,873",+8,"30,195,024","+14,952","216,878",195,"593,139",660,"15,804,065","307,892","51,329,899",Asia,2,"1,515",3,231,0.2,"4,225"
8,Italy,"25,547,414",,"187,850",,"25,174,036",,"185,528",154,"423,934","3,117","267,156,892","4,433,200","60,262,770",Europe,2,321,0,,,"3,079"
9,UK,"24,341,615",,"206,246",,"24,068,815","+2,753","66,554",N/A,"355,363","3,011","522,526,476","7,628,357","68,497,907",Europe,3,332,0,,,972
10,Russia,"22,189,988","+11,277","395,867",+38,"21,527,201","+13,994","266,920",N/A,"152,188","2,715","273,400,000","1,875,095","145,805,947",Europe,7,368,1,77,0.3,"1,831"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,755,956",,"119,186",,"13,596,016",,"40,754",231,"294,439","2,551","471,036,328","10,082,298","46,719,142",Europe,3,392,0,,,872
13,Vietnam,"11,526,834",+9,"43,186",,"10,614,728",+6,"868,920",6,"116,487",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.09,,"8,781"
14,Australia,"11,347,698",,"19,265",,"11,311,584",,"16,849",43,"435,298",739,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,353",0,,,646
15,Argentina,"10,043,308",,"130,458",,"9,906,677",,"6,173",363,"218,284","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,134
16,Taiwan,"9,954,456","+17,253","17,608",+44,"9,552,011","+31,721","384,837",,"416,703",737,"30,742,304","1,286,903","23,888,595",Asia,2,"1,357",1,722,2,"16,110"
17,Netherlands,"8,589,725",,"22,992",,"8,556,893",+154,"9,840",53,"499,070","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,572
