#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"100,407,342","+92,942","1,470,052",+271,"95,162,347","+42,669","3,774,943","7,733",,,,,,North America,,,,,,
,Asia,"153,059,680","+435,297","1,429,182",+206,"145,322,347","+348,654","6,308,151","11,546",,,,,,Asia,,,,,,
,South America,"57,286,343","+17,631","1,297,399",+125,"53,291,924","+57,737","2,697,020","10,529",,,,,,South America,,,,,,
,Europe,"195,250,376","+127,657","1,835,611",+557,"183,349,472","+272,448","10,065,293","7,343",,,,,,Europe,,,,,,
,Oceania,"8,259,270","+57,896","11,714",+69,"7,707,534","+7,591","540,022",151,,,,,,Australia/Oceania,,,,,,
,Africa,"12,088,508","+7,153","254,568",+20,"11,252,643","+6,364","581,297",957,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"526,352,240","+738,576","6,298,541","+1,248","496,086,973","+735,463","23,966,726","38,259","67,526",808.0,,,,All,,,,,,
1,USA,"84,919,175","+89,749","1,028,676",+229,"81,533,003","+39,912","2,357,496","2,277","253,756","3,074","1,021,239,759","3,051,671","334,649,383",North America,4,325,0,268,0.7,"7,045"
2,India,"43,134,332","+2,510","524,323",,"42,592,455",,"17,554",698,"30,690",373,"845,404,172","601,499","1,405,495,275",Asia,33,"2,681",2,2,,12
3,Brazil,"30,762,413","+10,187","665,595",+104,"29,801,225","+54,585","295,593","8,318","142,816","3,090","63,776,166","296,085","215,398,235",South America,7,324,3,47,0.5,"1,372"
4,France,"29,315,478","+24,332","147,780",+65,"28,497,570","+49,415","670,128","1,173","447,258","2,255","271,490,188","4,142,051","65,544,863",Europe,2,444,0,371,1.0,"10,224"
5,Germany,"26,053,934","+40,651","138,633",+145,"24,526,300","+100,800","1,389,001",944,"309,109","1,645","122,332,384","1,451,375","84,287,260",Europe,3,608,1,482,2,"16,479"
6,UK,"22,232,377",,"177,890",,"21,804,585","+30,521","249,902",188,"324,295","2,595","522,526,476","7,621,893","68,556,000",Europe,3,385,0,,,"3,645"
7,Russia,"18,283,706","+5,089","378,168",+96,"17,676,801","+6,173","228,737","2,300","125,186","2,589","273,400,000","1,871,936","146,052,019",Europe,8,386,1,35,0.7,"1,566"
8,S. Korea,"17,914,957","+25,108","23,885",+43,"17,271,891","+20,044","619,181",251,"348,865",465,"15,804,065","307,759","51,352,076",Asia,3,"2,150",3,489,0.8,"12,058"
9,Italy,"17,205,017","+26,561","165,827",+89,"16,164,780","+45,494","874,410",307,"285,348","2,750","219,039,166","3,632,803","60,294,814",Europe,4,364,0,441,1,"14,502"
10,Turkey,"15,060,112",,"98,918",,"14,957,668",,"3,526",975,"175,028","1,150","161,284,037","1,874,434","86,044,120",Asia,6,870,1,,,41
11,Spain,"12,238,073","+19,613","105,947",+101,"11,620,275","+10,567","511,851",339,"261,560","2,264","471,036,328","10,067,288","46,788,799",Europe,4,442,0,419,2,"10,940"
12,Vietnam,"10,706,111","+1,587","43,075",+2,"9,390,032","+7,151","1,273,004",221,"108,160",435,"85,813,406","866,942","98,984,064",Asia,9,"2,298",1,16,0.02,"12,861"
13,Argentina,"9,135,308",,"128,776",,"8,895,999",,"110,533",300,"198,702","2,801","35,716,069","776,859","45,974,966",South America,5,357,1,,,"2,404"
14,Japan,"8,513,463","+38,812","30,211",+36,"8,131,023","+34,198","352,229",106,"67,702",240,"51,147,901","406,745","125,749,168",Asia,15,"4,162",2,309,0.3,"2,801"
15,Netherlands,"8,075,194","+1,048","22,306",+5,"8,007,677","+3,494","45,211",36,"469,322","1,296","21,107,399","1,226,739","17,206,100",Europe,2,771,1,61,0.3,"2,628"
16,Iran,"7,229,582",+228,"141,262",+9,"7,030,355","+1,864","57,965",706,"84,052","1,642","51,877,878","603,142","86,012,718",Asia,12,609,2,3,0.1,674
17,Australia,"6,863,827","+49,921","8,028",+52,"6,427,331",,"428,468",118,"263,429",308,"71,065,415","2,727,437","26,055,748",Australia/Oceania,4,"3,246",0,"1,916",2,"16,444"
18,Colombia,"6,099,111",,"139,833",,"5,930,545",,"28,733",342,"117,512","2,694","34,792,844","670,359","51,901,836",South America,9,371,1,,,554
19,Indonesia,"6,052,100",+250,"156,513",+3,"5,891,872",+298,"3,715","2,771","21,695",561,"97,850,450","350,772","278,957,703",Asia,46,"1,782",3,0.9,0.01,13
20,Poland,"6,005,101",+315,"116,255",+13,"5,335,209",+19,"553,637",981,"158,997","3,078","36,267,690","960,257","37,768,743",Europe,6,325,1,8,0.3,"14,659"
21,Mexico,"5,752,441",,"324,617",,"5,050,420",,"377,404","4,798","43,752","2,469","15,897,804","120,916","131,477,800",North America,23,405,8,,,"2,870"
22,Ukraine,"5,009,301",,"108,497",,N/A,N/A,N/A,177,"115,848","2,509","19,521,252","451,460","43,240,268",Europe,9,399,2,,,"19,491"
23,Malaysia,"4,487,482","+2,063","35,638",+5,"4,422,615","+2,618","29,229",36,"135,389","1,075","59,539,583","1,796,332","33,145,082",Asia,7,930,1,62,0.2,882
24,Thailand,"4,401,378","+6,463","29,681",+41,"4,312,790","+7,091","58,907","1,496","62,761",423,"17,270,775","246,271","70,129,030",Asia,16,"2,363",4,92,0.6,840
25,Austria,"4,228,908","+3,234","18,333",+5,"4,156,309",,"54,266",58,"464,565","2,014","185,987,121","20,431,528","9,102,947",Europe,2,497,0,355,0.5,"5,961"
26,Belgium,"4,134,293",,"31,675",,"3,979,453","+12,443","123,165",105,"353,831","2,711","33,947,485","2,905,372","11,684,386",Europe,3,369,0,,,"10,541"
27,Israel,"4,118,983","+1,904","10,827",+1,"4,091,996","+8,385","16,160",150,"441,667","1,161","41,373,364","4,436,346","9,326,000",Asia,2,861,0,204,0.1,"1,733"
28,Portugal,"4,066,674",,"22,583",,N/A,N/A,N/A,61,"401,019","2,227","42,182,746","4,159,681","10,140,861",Europe,2,449,0,,,"115,169"
29,South Africa,"3,921,633","+6,375","100,916",+18,"3,739,543","+5,974","81,174",192,"64,592","1,662","25,025,578","412,191","60,713,549",Africa,15,602,2,105,0.3,"1,337"
30,Czechia,"3,917,653",+359,"40,262",,"3,874,553","+1,087","2,838",6,"364,558","3,747","55,353,939","5,150,974","10,746,306",Europe,3,267,0,33,,264
31,Canada,"3,844,725","+2,292","40,664",+37,"3,513,673","+1,892","290,388",370,"100,217","1,060","61,679,093","1,607,739","38,363,883",North America,10,943,1,60,1.0,"7,569"
32,Philippines,"3,688,508",+214,"60,455",+3,"3,625,934",+230,"2,119",480,"32,839",538,"29,968,025","266,807","112,321,181",Asia,30,"1,858",4,2,0.03,19
33,Switzerland,"3,642,604",,"13,934",,"3,566,520","+2,313","62,150",71,"415,181","1,588","20,991,820","2,392,629","8,773,536",Europe,2,630,0,,,"7,084"
34,Chile,"3,630,741","+6,852","57,782",+15,"3,477,767","+2,872","95,192",141,"186,916","2,975","37,957,279","1,954,093","19,424,499",South America,5,336,1,353,0.8,"4,901"
35,Peru,"3,574,182",,"213,077",,N/A,N/A,N/A,196,"105,636","6,298","30,358,848","897,268","33,834,742",South America,9,159,1,,,"48,484"
36,Greece,"3,414,189","+3,708","29,658",+16,"3,332,137","+3,172","52,394",159,"330,594","2,872","81,725,529","7,913,447","10,327,425",Europe,3,348,0,359,2,"5,073"
37,Denmark,"2,979,238",,"6,312",,"2,963,690",,"9,236",11,"510,973","1,083","127,377,418","21,846,650","5,830,524",Europe,2,924,0,,,"1,584"
38,Romania,"2,905,539",+484,"65,644",+4,N/A,N/A,N/A,123,"152,950","3,456","23,041,010","1,212,898","18,996,659",Europe,7,289,1,25,0.2,"12,278"
39,Sweden,"2,506,607",,"18,908",,"2,478,858",,"8,841",7,"245,323","1,851","18,573,144","1,817,764","10,217,580",Europe,4,540,1,,,865
40,Iraq,"2,327,114",+149,"25,216",,"2,300,633",+122,"1,265",11,"55,516",602,"18,550,600","442,547","41,917,812",Asia,18,"1,662",2,4,,30
41,DPRK,"2,241,610","+263,380",65,+2,"1,486,730","+248,730","754,815",,"86,245",3,,,"25,991,070",Asia,12,"399,863",,"10,133",0.08,"29,041"
