#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"117,497,461","+6,204","1,549,651",+5,"112,891,307","+44,635","3,056,503","7,842",,,,,,North America,,,,,,
,Asia,"192,686,353","+111,774","1,485,693",+192,"186,524,812","+96,136","4,675,848","9,523",,,,,,Asia,,,,,,
,Europe,"233,159,940","+73,530","1,936,195",+168,"225,336,182","+112,631","5,887,563","9,895",,,,,,Europe,,,,,,
,South America,"64,340,011","+8,090","1,332,056",+29,"62,670,984","+8,569","336,971","10,149",,,,,,South America,,,,,,
,Oceania,"12,545,889",+949,"21,434",,"12,313,893",,"210,562",93,,,,,,Australia/Oceania,,,,,,
,Africa,"12,663,817",+246,"257,766",,"11,999,500",+387,"406,551","1,000",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"632,894,192","+200,793","6,582,810",+394,"611,737,384","+262,358","14,573,998","38,502","81,194",844.5,,,,All,,,,,,
1,USA,"99,087,548","+6,014","1,092,948",+2,"96,541,029","+42,222","1,453,571","2,658","295,619","3,261","1,126,646,770","3,361,256","335,186,235",North America,3,307,0,18,0.01,"4,337"
2,India,"44,643,253",+511,"528,961",,"44,090,349",,"23,943",698,"31,633",375,"899,627,428","637,458","1,411,273,562",Asia,32,"2,668",2,0.4,,17
3,France,"36,599,821","+31,470","156,337",,"35,327,613","+8,690","1,115,871",869,"557,871","2,383","271,490,188","4,138,176","65,606,248",Europe,2,420,0,480,,"17,009"
4,Germany,"35,172,693",,"152,482",,"33,297,700","+18,400","1,722,511","1,406","416,732","1,807","122,332,384","1,449,416","84,401,150",Europe,2,554,1,,,"20,409"
5,Brazil,"34,830,752","+1,836","687,680",+15,"33,998,942",,"144,130","8,318","161,223","3,183","63,776,166","295,204","216,041,267",South America,6,314,3,8,0.07,667
6,S. Korea,"25,297,334","+26,256","28,990",+16,"24,853,920","+34,688","414,424",212,"492,446",564,"15,804,065","307,647","51,370,821",Asia,2,"1,772",3,511,0.3,"8,067"
7,UK,"23,855,522",,"192,682",,"23,460,571","+7,021","202,269",146,"347,203","2,804","522,526,476","7,605,066","68,707,686",Europe,3,357,0,,,"2,944"
8,Italy,"23,348,075","+25,553","178,594",+52,"22,649,684","+29,400","519,797",229,"387,474","2,964","251,518,926","4,174,098","60,257,069",Europe,3,337,0,424,0.9,"8,626"
9,Japan,"21,991,277","+30,873","46,274",+44,"20,471,217","+2,546","1,473,786",115,"175,111",368,"76,840,003","611,857","125,584,868",Asia,6,"2,714",2,246,0.4,"11,735"
10,Russia,"21,372,935","+8,672","389,537",+88,"20,719,106","+10,578","264,292","2,300","146,311","2,667","273,400,000","1,871,595","146,078,600",Europe,7,375,1,59,0.6,"1,809"
11,Turkey,"16,919,638",,"101,203",,"16,818,435",,0,,"195,760","1,171","162,743,369","1,882,934","86,430,719",Asia,5,854,1,,,
12,Spain,"13,488,015",,"114,858",,"13,276,258",,"96,899",339,"288,227","2,454","471,036,328","10,065,633","46,796,492",Europe,3,407,0,,,"2,071"
13,Vietnam,"11,496,987",+158,"43,159",,"10,600,965",+108,"852,863",31,"115,714",434,"85,826,548","863,820","99,356,979",Asia,9,"2,302",1,2,,"8,584"
14,Australia,"10,342,827",+949,"15,569",,"10,216,900",,"110,358",38,"395,039",595,"78,835,048","3,011,062","26,181,812",Australia/Oceania,3,"1,682",0,36,,"4,215"
15,Argentina,"9,715,464",,"129,970",,"9,580,545",+419,"4,949",259,"210,512","2,816","35,716,069","773,886","46,151,563",South America,5,355,1,,,107
16,Netherlands,"8,494,705",,"22,770",,"8,390,762","+1,756","81,173",50,"493,241","1,322","21,107,399","1,225,592","17,222,213",Europe,2,756,1,,,"4,713"
17,Iran,"7,556,097",+194,"144,544",+1,"7,330,457",+179,"81,096",137,"87,383","1,672","54,095,556","625,592","86,470,931",Asia,11,598,2,2,0.01,938
18,Taiwan,"7,450,158","+35,365","12,323",+65,"6,568,810","+33,330","869,025",,"311,513",515,"27,371,792","1,144,493","23,916,079",Asia,3,"1,941",1,"1,479",3,"36,336"
19,Mexico,"7,106,018",,"330,320",,"6,378,789",,"396,909","4,798","53,811","2,501","18,523,417","140,271","132,054,819",North America,19,400,7,,,"3,006"
20,Indonesia,"6,470,961","+1,685","158,429",+13,"6,293,147","+1,206","19,385","2,771","23,095",565,"110,024,314","392,678","280,189,753",Asia,43,"1,769",3,6,0.05,69
21,Poland,"6,334,887",+181,"118,029",,"5,335,940",,"880,918","3,650","167,806","3,127","37,581,604","995,509","37,751,143",Europe,6,320,1,5,,"23,335"
22,Colombia,"6,309,168",,"141,827",,"6,137,351",,"29,990",342,"121,021","2,720","36,687,973","703,740","52,132,863",South America,8,368,1,,,575
23,Portugal,"5,509,424",,"25,125",,"5,452,402","+2,840","31,897",61,"543,966","2,481","45,059,939","4,448,939","10,128,244",Europe,2,403,0,,,"3,149"
24,Austria,"5,398,512","+5,407","20,894",+1,"5,279,877","+11,611","97,741",47,"591,630","2,290","199,625,374","21,877,214","9,124,808",Europe,2,437,0,593,0.1,"10,712"
25,Ukraine,"5,279,346",,"109,819",,"5,097,970",,"71,557",,"122,409","2,546","32,495,903","753,461","43,128,870",Europe,8,393,1,,,"1,659"
26,Greece,"5,081,981",,"33,426",,"5,000,994","+7,926","47,561",115,"493,117","3,243","96,230,669","9,337,496","10,305,832",Europe,2,308,0,,,"4,615"
27,Malaysia,"4,882,059","+2,054","36,444",,"4,818,237","+1,975","27,378",43,"146,512","1,094","65,164,447","1,955,608","33,321,828",Asia,7,914,1,62,,822
28,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,294",3,,,"26,039,113",Asia,5,"351,880",,,,
29,Chile,"4,715,098","+6,228","61,549",+14,"4,638,198","+7,620","15,351",104,"241,870","3,157","45,890,908","2,354,061","19,494,360",South America,4,317,0,319,0.7,787
30,Thailand,"4,687,281",,"32,882",,"4,649,509",,"4,890","1,496","66,767",468,"17,270,775","246,010","70,203,473",Asia,15,"2,135",4,,,70
31,Israel,"4,677,930",+868,"11,751",+7,"4,659,855","+1,048","6,324",90,"501,601","1,260","41,373,364","4,436,346","9,326,000",Asia,2,794,0,93,0.8,678
32,Belgium,"4,602,438",,"32,846",,"4,493,085","+2,907","76,507",85,"393,175","2,806","35,863,342","3,063,715","11,705,836",Europe,3,356,0,,,"6,536"
33,Canada,"4,314,718",,"46,025",,"4,190,035","+2,256","78,658",99,"112,057","1,195","65,558,668","1,702,611","38,504,777",North America,9,837,1,,,"2,043"
34,Switzerland,"4,181,255",,"14,211",,"4,059,550","+2,557","107,494",64,"475,117","1,615","22,569,375","2,564,564","8,800,473",Europe,2,619,0,,,"12,215"
