#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"39,700,478","+22,887","892,802",+891,"32,545,519","+61,388","6,262,157","14,136",,,,,,North America,,,,,,
,Asia,"50,843,982","+250,918","677,929","+4,901","46,642,543","+366,101","3,523,510","30,342",,,,,,Asia,,,,,,
,South America,"28,597,431","+148,339","775,422","+3,333","25,754,868","+125,606","2,067,141","29,844",,,,,,South America,,,,,,
,Europe,"46,532,680","+49,590","1,069,977","+1,196","43,351,204","+71,354","2,111,499","15,539",,,,,,Europe,,,,,,
,Africa,"4,866,102","+11,698","130,465",+253,"4,380,549","+9,455","355,088","2,427",,,,,,Africa,,,,,,
,Oceania,"68,350",+236,"1,252",,"65,941",+304,"1,157",4,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"170,609,744","+483,668","3,547,862","+10,574","152,741,330","+634,208","14,320,552","92,292","21,888",455.2,,,,All,,,,,,
1,USA,"34,034,596","+11,939","609,420",+349,"27,818,025","+50,985","5,607,151","6,360","102,278","1,831","478,917,136","1,439,205","332,764,957",North America,10,546,1,36,1,"16,850"
2,India,"27,893,472","+174,041","325,998","+3,614","25,446,820","+275,868","2,120,654","8,944","20,034",234,"341,119,909","245,003","1,392,308,927",Asia,50,"4,271",4,125,3,"1,523"
3,Brazil,"16,471,600","+78,943","461,142","+1,971","14,869,696","+58,430","1,140,762","8,318","76,995","2,156","49,076,549","229,404","213,930,804",South America,13,464,4,369,9,"5,332"
4,France,"5,657,572","+10,675","109,358",+68,"5,312,173","+8,459","236,041","3,028","86,501","1,672","84,383,310","1,290,170","65,404,780",Europe,12,598,1,163,1,"3,609"
5,Turkey,"5,235,978","+7,656","47,271",+137,"5,094,279","+11,180","94,428","1,391","61,483",555,"53,700,891","630,574","85,161,879",Asia,16,"1,802",2,90,2,"1,109"
6,Russia,"5,053,748","+9,289","120,807",+401,"4,670,484","+9,250","262,457","2,300","34,617",827,"137,500,000","941,837","145,991,359",Europe,29,"1,208",1,64,3,"1,798"
7,UK,"4,480,945","+3,398","127,775",+7,"4,286,249","+1,636","66,921",120,"65,694","1,873","181,453,219","2,660,220","68,209,844",Europe,15,534,0,50,0.1,981
8,Italy,"4,213,055","+3,351","126,002",+83,"3,845,087","+7,569","241,966","1,095","69,775","2,087","65,920,783","1,091,748","60,380,949",Europe,14,479,1,55,1,"4,007"
9,Argentina,"3,732,263","+29,841","77,108",+415,"3,288,467","+35,624","366,688","6,909","81,898","1,692","13,788,201","302,559","45,571,964",South America,12,591,3,655,9,"8,046"
10,Germany,"3,684,672","+4,513","89,008",+124,"3,471,800","+10,100","123,864","2,702","43,851","1,059","60,408,571","718,916","84,027,358",Europe,23,944,1,54,1,"1,474"
