#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"9,847,118","+75,473","331,186","+1,445","6,516,201","+43,756","2,999,731","18,836",,,,,,North America,,,
,Asia,"12,223,309","+99,140","219,274","+1,609","10,579,432","+102,060","1,424,603","20,817",,,,,,Asia,,,
,South America,"8,851,725","+59,648","276,205","+1,478","7,776,837","+62,232","798,683","17,372",,,,,,South America,,,
,Europe,"6,572,452","+153,503","235,616","+1,293","3,122,503","+27,214","3,214,333","11,984",,,,,,Europe,,,
,Africa,"1,621,699","+8,962","39,150",+254,"1,336,452","+6,200","246,097","1,833",,,,,,Africa,,,
,Oceania,"33,451",+24,951,,"29,951",+14,"2,549",10,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"39,150,475","+396,750","1,102,397","+6,079","29,362,035","+241,476","8,686,043","70,856","5,023",141.4,,,,All,,,
1,USA,"8,214,695","+64,509","222,692",+849,"5,311,849","+33,096","2,680,154","15,237","24,776",672,"122,587,914","369,727","331,563,370",North America,40,"1,489",3
2,India,"7,365,435","+60,365","112,144",+833,"6,448,545","+68,089","804,746","8,944","5,322",81,"91,226,305","65,920","1,383,900,778",Asia,188,"12,340",15
3,Brazil,"5,170,996","+29,498","152,513",+734,"4,599,446","+30,633","419,037","8,318","24,278",716,"17,900,000","84,039","212,995,110",South America,41,"1,397",12
4,Russia,"1,354,163","+13,754","23,491",+286,"1,048,097","+8,392","282,575","2,300","9,278",161,"52,279,734","358,196","145,952,681",Europe,108,"6,213",3
5,Spain,"972,958","+13,318","33,553",+140,N/A,N/A,N/A,"1,702","20,807",718,"14,590,713","312,034","46,760,051",Europe,48,"1,394",3
6,Argentina,"949,063","+17,096","25,342",+421,"764,859","+13,713","158,862","4,278","20,944",559,"2,311,239","51,004","45,314,994",South America,48,"1,788",20
7,Colombia,"936,982","+6,823","28,457",+151,"826,831","+10,164","81,694","2,068","18,358",558,"4,314,510","84,535","51,038,447",South America,54,"1,794",12
8,Peru,"859,740","+2,789","33,577",+65,"764,750","+5,153","61,413","1,139","25,972","1,014","4,158,359","125,619","33,102,931",South America,39,986,8
9,Mexico,"829,396","+4,056","84,898",+478,"603,827","+2,256","140,671","2,625","6,413",656,"2,127,667","16,453","129,321,379",North America,156,"1,523",61
10,France,"809,684","+30,621","33,125",+88,"104,082",+669,"672,477","1,750","12,397",507,"12,710,074","194,595","65,315,457",Europe,81,"1,972",5
11,South Africa,"698,184","+1,770","18,309",+158,"628,301","+1,403","51,574",546,"11,730",308,"4,481,354","75,288","59,522,528",Africa,85,"3,251",13
12,UK,"673,622","+18,980","43,293",+138,N/A,N/A,N/A,563,"9,908",637,"28,677,578","421,797","67,989,121",Europe,101,"1,570",2
