#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"110,548,225","+38,238","1,505,084",+130,"103,358,845","+84,515","5,684,296","9,854",,,,,,North America,,,,,,
,Asia,"170,218,511","+323,240","1,448,481",+310,"161,814,212","+309,148","6,955,818","12,468",,,,,,Asia,,,,,,
,Europe,"215,685,129","+68,249","1,877,696",+420,"205,992,630","+467,257","7,814,803","7,988",,,,,,Europe,,,,,,
,South America,"62,299,556","+31,341","1,316,249",+264,"59,431,408","+89,985","1,551,899","10,542",,,,,,South America,,,,,,
,Oceania,"11,405,816","+38,709","16,846",+79,"10,878,708","+7,368","510,262",219,,,,,,Australia/Oceania,,,,,,
,Africa,"12,526,907",+702,"256,890",+2,"11,707,063","+1,733","562,954",976,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"582,684,865","+500,479","6,421,261","+1,205","553,183,572","+960,006","23,080,032","42,047","74,753",823.8,,,,All,,,,,,
1,USA,"93,162,541","+33,162","1,055,277",+109,"88,274,025","+57,679","3,833,239","4,543",,,"1,069,235,940",,,North America,,,,,,
2,India,"44,046,915","+10,640","526,396",,"43,365,890",,"154,629",698,"31,279",374,"875,207,621","621,508","1,408,199,217",Asia,32,"2,675",2,8,,110
3,France,"33,866,824","+7,249","152,179",+121,"32,396,889","+181,931","1,317,756",869,"516,471","2,321","271,490,188","4,140,237","65,573,588",Europe,2,431,0,111,2,"20,096"
4,Brazil,"33,856,805","+22,905","678,792",+214,"32,421,379","+67,116","756,634","8,318","156,963","3,147","63,776,166","295,672","215,699,141",South America,6,318,3,106,1.0,"3,508"
5,Germany,"30,853,312",,"143,972",,"29,005,100","+121,900","1,704,240","1,445","365,818","1,707","122,332,384","1,450,457","84,340,555",Europe,3,586,1,,,"20,207"
6,UK,"23,304,479",,"183,953",,"22,696,786","+33,675","423,740",146,"339,582","2,680","522,526,476","7,614,009","68,626,981",Europe,3,373,0,,,"6,175"
7,Italy,"21,059,545","+18,813","172,207",+121,"19,632,585","+41,129","1,254,753",398,"349,379","2,857","237,284,333","3,936,555","60,277,151",Europe,3,350,0,312,2,"20,816"
8,S. Korea,"19,820,739","+44,689","25,068",+21,"18,616,231","+39,149","1,179,440",284,"385,911",488,"15,804,065","307,706","51,360,848",Asia,3,"2,049",3,870,0.4,"22,964"
9,Russia,"18,612,543","+10,824","382,469",+36,"17,981,475","+6,077","248,599","2,300","127,427","2,618","273,400,000","1,871,776","146,064,457",Europe,8,382,1,74,0.2,"1,702"
10,Turkey,"15,889,495",,"99,341",,"15,487,468",,"302,686",975,"184,279","1,152","162,743,369","1,887,426","86,225,029",Asia,5,868,1,,,"3,510"
11,Spain,"13,226,579",,"110,719",,"12,610,266",,"505,594",339,"282,665","2,366","471,036,328","10,066,514","46,792,399",Europe,4,423,0,,,"10,805"
12,Japan,"12,749,822","+196,812","32,585",+78,"10,888,518","+183,855","1,828,719",428,"101,453",259,"62,765,216","499,436","125,672,284",Asia,10,"3,857",2,"1,566",0.6,"14,551"
13,Vietnam,"10,781,009","+1,377","43,093",,"9,923,044","+9,648","814,872",44,"108,725",435,"85,826,548","865,548","99,158,570",Asia,9,"2,301",1,14,,"8,218"
14,Argentina,"9,560,307",,"129,369",,"9,292,342","+4,549","138,596",456,"207,573","2,809","35,716,069","775,465","46,057,604",South America,5,356,1,,,"3,009"
15,Australia,"9,440,677","+33,042","11,895",+49,"9,038,327",,"390,455",179,"361,508",455,"76,421,082","2,926,358","26,114,740",Australia/Oceania,3,"2,195",0,"1,265",2,"14,952"
16,Netherlands,"8,338,642","+2,066","22,497",+4,"8,173,417","+11,737","142,728",57,"484,421","1,307","21,107,399","1,226,202","17,213,640",Europe,2,765,1,120,0.2,"8,292"
17,Iran,"7,400,725","+9,699","142,060",+62,"7,082,240","+1,659","176,425","1,271","85,828","1,648","53,103,026","615,850","86,227,139",Asia,12,607,2,112,0.7,"2,046"
18,Mexico,"6,758,656","+4,209","327,730",+17,"5,885,318","+23,401","545,608","4,798","51,300","2,488","17,674,155","134,151","131,747,815",North America,19,402,7,32,0.1,"4,141"
19,Colombia,"6,265,798",,"140,845",,"6,079,628",,"45,325",342,"120,473","2,708","35,992,047","692,022","52,009,944",South America,8,369,1,,,871
