#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"7,037,059","+48,199","261,715","+1,671","3,985,733","+41,697","2,789,611","20,910",,,,,,North America,,,
,South America,"5,886,514","+70,268","192,588","+1,854","4,483,632","+92,256","1,210,294","14,995",,,,,,South America,,,
,Asia,"6,475,689","+91,823","133,307","+1,592","5,161,245","+87,873","1,181,137","18,929",,,,,,Asia,,,
,Europe,"3,407,333","+21,406","205,970",+401,"2,003,631","+8,681","1,197,732","5,561",,,,,,Europe,,,
,Africa,"1,207,623","+7,662","28,334",+283,"934,189","+8,969","245,100","1,258",,,,,,Africa,,,
,Oceania,"27,585",+162,552,+8,"21,568",+1,"5,465",53,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"24,042,524","+239,520","822,481","+5,809","16,590,649","+239,477","6,629,394","61,710","3,084",105.5,,,,All,,,
1,USA,"5,954,652","+39,022","182,357","+1,243","3,251,731","+33,750","2,520,564","16,466","17,974",550,"77,553,492","234,093","331,293,410",North America,56,"1,817",4
2,Brazil,"3,674,176","+46,959","116,666","+1,215","2,848,395","+69,686","709,115","8,318","17,267",548,"14,144,344","66,473","212,784,888",South America,58,"1,824",15
3,India,"3,231,754","+66,873","59,612","+1,066","2,467,252","+64,151","704,890","8,944","2,338",43,"36,827,520","26,648","1,382,011,722",Asia,428,"23,183",38
4,Russia,"966,189","+4,696","16,568",+120,"779,747","+6,652","169,874","2,300","6,620",114,"34,800,000","238,448","145,943,991",Europe,151,"8,809",4
5,South Africa,"613,017","+1,567","13,308",+149,"520,381","+3,887","79,328",539,"10,317",224,"3,578,836","60,231","59,418,339",Africa,97,"4,465",17
6,Peru,"600,438",,"27,813",,"407,301",,"165,324","1,525","18,174",842,"3,006,993","91,014","33,038,913",South America,55,"1,188",11
7,Mexico,"563,705","+3,541","60,800",+320,"389,124","+5,252","113,781","3,346","4,365",471,"1,263,835","9,787","129,132,739",North America,229,"2,124",102
8,Colombia,"562,128","+10,432","17,889",+277,"395,470","+11,299","148,769","1,493","11,030",351,"2,546,147","49,961","50,962,919",South America,91,"2,849",20
9,Spain,"423,224","+2,415","28,924",+52,N/A,N/A,N/A,677,"9,051",619,"8,517,446","182,162","46,757,536",Europe,110,"1,617",5
10,Chile,"400,985","+1,417","10,958",+42,"374,463","+1,999","15,564","1,011","20,949",573,"2,255,966","117,863","19,140,575",South America,48,"1,747",8
11,Iran,"363,363","+2,213","20,901",+125,"313,058","+1,693","29,404","3,839","4,318",248,"3,883,313","46,147","84,150,494",Asia,232,"4,026",22
12,Argentina,"359,638","+8,771","7,563",+197,"263,202","+6,413","88,873","1,990","7,947",167,"1,127,098","24,904","45,257,261",South America,126,"5,984",40
13,UK,"327,798","+1,184","41,449",+16,N/A,N/A,N/A,72,"4,825",610,"15,177,265","223,394","67,939,531",Europe,207,"1,639",4
14,Saudi Arabia,"309,768","+1,114","3,722",+31,"283,932","+1,044","22,114","1,639","8,878",107,"4,792,192","137,341","34,892,601",Asia,113,"9,375",7
15,Bangladesh,"299,628","+2,545","4,028",+45,"186,756","+3,881","108,844",,"1,817",24,"1,470,191","8,914","164,932,033",Asia,550,"40,946",112
16,Pakistan,"293,711",+450,"6,255",+11,"278,425","+1,596","9,031",672,"1,326",28,"2,487,744","11,231","221,507,141",Asia,754,"35,413",89
17,Turkey,"261,194","+1,502","6,163",+24,"238,795",+887,"16,236",811,"3,092",73,"6,521,640","77,204","84,472,939",Asia,323,"13,706",13
18,Italy,"261,174",+876,"35,445",+4,"206,015",+353,"19,714",66,"4,321",586,"8,125,892","134,427","60,448,212",Europe,231,"1,705",7
19,France,"248,158","+3,304","30,544",+16,"85,524",+325,"132,090",410,"3,801",468,"6,000,000","91,890","65,295,389",Europe,263,"2,138",11
20,Germany,"237,572","+1,455","9,345",+9,"209,600",,"18,627",245,"2,834",111,"10,197,366","121,652","83,824,401",Europe,353,"8,970",8
21,Iraq,"211,947","+3,962","6,596",+77,"153,761","+3,372","51,590",574,"5,253",163,"1,482,187","36,733","40,350,522",Asia,190,"6,117",27
22,Philippines,"197,164","+2,965","3,038",+34,"132,396",+368,"61,730",717,"1,796",28,"2,378,069","21,659","109,794,456",Asia,557,"36,140",46
23,Indonesia,"157,859","+2,447","6,858",+99,"112,867","+1,807","38,134",,576,25,"2,056,166","7,506","273,950,524",Asia,"1,735","39,946",133
24,Canada,"125,969",+322,"9,090",+7,"112,050",+356,"4,829",62,"3,333",241,"5,169,166","136,782","37,791,278",North America,300,"4,157",7
25,Qatar,"117,498",+232,194,,"114,318",+219,"2,986",68,"41,847",69,"599,447","213,493","2,807,805",Asia,24,"14,473",5
26,Bolivia,"110,148",+999,"4,578",+69,"47,050","+1,654","58,520",71,"9,417",391,"234,304","20,032","11,696,291",South America,106,"2,555",50
27,Ecuador,"109,030",+741,"6,368",+46,"95,025",+147,"7,637",386,"6,166",360,"311,310","17,606","17,682,007",South America,162,"2,777",57
28,Ukraine,"108,415","+1,658","2,318",+25,"52,870",,"53,227",177,"2,481",53,"1,436,206","32,870","43,693,004",Europe,403,"18,849",30
29,Israel,"106,460","+1,988",859,+12,"83,822","+2,180","21,779",427,"11,575",93,"2,180,096","237,029","9,197,590",Asia,86,"10,707",4
30,Kazakhstan,"104,902",+184,"1,523",,"93,405",+807,"9,974",221,"5,577",81,"2,291,327","121,816","18,809,710",Asia,179,"12,350",8
31,Egypt,"97,619",+141,"5,298",+18,"67,717",+900,"24,604",41,951,52,"135,000","1,316","102,611,592",Africa,"1,051","19,368",760
32,Dominican Republic,"92,217",+609,"1,585",+12,"62,460",+902,"28,172",242,"8,488",146,"350,033","32,220","10,863,994",North America,118,"6,854",31
33,Panama,"88,381",+896,"1,919",+13,"62,759",+574,"23,703",153,"20,437",444,"313,342","72,455","4,324,625",North America,49,"2,254",14
34,Sweden,"86,891",,"5,814",+5,N/A,N/A,N/A,22,"8,596",575,"1,030,010","101,894","10,108,688",Europe,116,"1,739",10
35,Oman,"84,652",+143,642,+5,"79,147",+235,"4,863",151,"16,518",125,"309,212","60,336","5,124,854",Asia,61,"7,983",17
36,Belgium,"82,092",+156,"9,996",+4,"18,242",+17,"53,854",89,"7,079",862,"2,144,563","184,921","11,597,214",Europe,141,"1,160",5
37,Kuwait,"81,573",+613,519,+1,"73,402",+477,"7,652",95,"19,060",121,"595,049","139,038","4,279,766",Asia,52,"8,246",7
38,Romania,"80,390","+1,060","3,367",+58,"35,816",+299,"41,207",490,"4,183",175,"1,679,614","87,399","19,217,747",Europe,239,"5,708",11
39,Belarus,"70,727",+82,652,+6,"69,097",+172,978,,"7,485",69,"1,480,047","156,638","9,448,849",Europe,134,"14,492",6
40,Guatemala,"69,651","+1,118","2,630",+19,"57,891",+156,"9,130",5,"3,877",146,"225,758","12,568","17,963,221",North America,258,"6,830",80
41,UAE,"67,621",+339,377,+1,"58,754",+172,"8,490",,"6,825",38,"6,629,995","669,159","9,907,954",Asia,147,"26,281",1
42,Netherlands,"67,543",+415,"6,207",+5,N/A,N/A,N/A,55,"3,941",362,"1,455,274","84,902","17,140,615",Europe,254,"2,761",12
43,Japan,"63,121",+614,"1,196",+15,"50,431","+1,091","11,494",252,499,9,"1,357,628","10,739","126,416,901",Asia,"2,003","105,700",93
44,Poland,"63,073",+763,"1,977",+17,"42,784",+336,"18,312",76,"1,667",52,"2,577,726","68,121","37,840,271",Europe,600,"19,140",15
45,Singapore,"56,435",+31,27,,"54,816",+229,"1,592",,"9,635",5,"1,745,928","298,083","5,857,192",Asia,104,"216,933",3
46,Portugal,"55,912",+192,"1,805",+4,"41,021",+141,"13,086",41,"5,486",177,"1,945,123","190,845","10,192,137",Europe,182,"5,647",5
47,Honduras,"55,479",+968,"1,683",+29,"8,556",+24,"45,240",47,"5,588",170,"135,216","13,620","9,927,457",North America,179,"5,899",73
48,Morocco,"54,528","+1,276",955,+35,"38,293",+815,"15,280",31,"1,475",26,"1,802,170","48,740","36,974,869",Africa,678,"38,717",21
49,Nigeria,"52,800",+252,"1,007",+3,"39,964",+707,"11,829",7,255,5,"379,542","1,835","206,858,331",Africa,"3,918","205,420",545
50,Bahrain,"50,076",+357,186,+1,"46,673",+362,"3,217",32,"29,291",109,"1,058,509","619,158","1,709,594",Asia,34,"9,191",2
51,Ghana,"43,717",+95,270,+7,"41,843",+148,"1,604",5,"1,403",9,"436,253","13,998","31,165,447",Africa,713,"115,428",71
52,Ethiopia,"43,688","+1,545",709,+17,"15,796",+534,"27,183",290,379,6,"794,686","6,888","115,364,208",Africa,"2,641","162,714",145
53,Kyrgyzstan,"43,245",+119,"1,057",,"36,925",+310,"5,263",24,"6,613",162,"267,718","40,937","6,539,777",Asia,151,"6,187",24
54,Armenia,"42,936",+111,858,+4,"36,475",+426,"5,603",,"14,485",289,"196,873","66,420","2,964,083",Asia,69,"3,455",15
55,Algeria,"42,228",+370,"1,456",+10,"29,587",+218,"11,185",41,960,33,,,"43,965,072",Africa,"1,041","30,196",
56,Venezuela,"41,158",+820,343,+6,"32,015",+935,"8,800",86,"1,448",12,"1,706,093","60,024","28,423,554",South America,691,"82,868",17
57,Switzerland,"40,262",+202,"2,002",+1,"34,400",,"3,860",15,"4,647",231,"948,439","109,468","8,664,061",Europe,215,"4,328",9
58,Uzbekistan,"39,641",+293,284,+4,"35,869",+318,"3,488",249,"1,182",8,"1,377,915","41,083","33,539,892",Asia,846,"118,098",24
59,Afghanistan,"38,070",+16,"1,397",+8,"28,440",+80,"8,233",31,975,36,"101,377","2,596","39,052,669",Asia,"1,026","27,955",385
60,Azerbaijan,"35,559",+133,521,+2,"33,190",+86,"1,848",,"3,502",51,"885,279","87,196","10,152,733",Asia,286,"19,487",11
61,Costa Rica,"35,305",+842,376,+14,"13,072",+314,"21,857",144,"6,921",74,"133,005","26,074","5,101,016",North America,144,"13,567",38
62,Moldova,"34,358",+530,960,+15,"23,869",+299,"9,529",575,"8,520",238,"183,923","45,610","4,032,524",Europe,117,"4,201",22
63,Nepal,"33,533",+855,164,+7,"19,119",+313,"14,250",,"1,148",6,"904,802","30,973","29,212,293",Asia,871,"178,124",32
64,Kenya,"32,803",+246,559,+5,"19,055",+160,"13,189",44,608,10,"429,513","7,963","53,939,546",Africa,"1,644","96,493",126
65,Serbia,"30,820",+106,705,+4,"29,132",+104,983,36,"3,530",81,"885,575","101,418","8,731,942",Europe,283,"12,386",10
66,Ireland,"28,201",+85,"1,777",,"23,364",,"3,060",5,"5,702",359,"782,633","158,238","4,945,912",Europe,175,"2,783",6
67,Austria,"25,706",+211,733,,"21,888",+231,"3,085",23,"2,852",81,"1,110,089","123,150","9,014,100",Europe,351,"12,298",8
68,Australia,"25,053",+137,525,+8,"19,603",,"4,925",42,981,21,"5,789,846","226,667","25,543,410",Australia/Oceania,"1,020","48,654",4
69,El Salvador,"24,986",+175,678,+9,"12,717",+225,"11,591",304,"3,849",104,"300,534","46,299","6,491,120",North America,260,"9,574",22
70,Czechia,"22,548",+367,416,+1,"16,662",+286,"5,470",22,"2,105",39,"852,414","79,576","10,711,994",Europe,475,"25,750",13
71,Palestine,"19,678",+465,133,,"13,162","+1,292","6,383",,"3,845",26,"214,862","41,980","5,118,188",Asia,260,"38,483",24
72,Cameroon,"18,973",+211,410,+2,"16,540",,"2,023",30,712,15,"149,000","5,593","26,638,785",Africa,"1,404","64,973",179
73,Bosnia and Herzegovina,"18,326",+297,560,+13,"12,081",+220,"5,685",,"5,591",171,"174,907","53,364","3,277,651",Europe,179,"5,853",19
74,S. Korea,"17,945",+280,310,+1,"14,286",+67,"3,349",38,350,6,"1,825,837","35,608","51,275,895",Asia,"2,857","165,406",28
75,Ivory Coast,"17,562",+56,114,,"15,908",+275,"1,540",,663,4,"122,079","4,612","26,470,171",Africa,"1,507","232,194",217
76,Denmark,"16,480",+83,623,,"14,465",+155,"1,392",3,"2,844",108,"2,244,803","387,350","5,795,279",Europe,352,"9,302",3
