#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"95,158,135","+71,785","1,411,014","+1,631","66,585,101","+102,102","27,162,020","13,029",,,,,,North America,,,,,,
,Asia,"118,526,356","+529,311","1,354,157","+1,723","108,685,222","+316,891","8,486,977","31,126",,,,,,Asia,,,,,,
,South America,"54,496,249","+103,038","1,260,384","+1,092","48,581,040","+184,519","4,654,825","13,230",,,,,,South America,,,,,,
,Europe,"158,341,092","+716,460","1,717,132","+2,746","136,940,027","+1,116,453","19,683,933","13,878",,,,,,Europe,,,,,,
,Africa,"11,553,949","+5,683","249,884",+125,"10,673,832","+11,695","630,233","1,816",,,,,,Africa,,,,,,
,Oceania,"3,707,891","+60,163","7,925",+52,"3,263,397","+1,155","436,569",190,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"441,784,393","+1,486,440","6,000,511","+7,369","374,729,325","+1,732,815","61,054,557","73,269","56,677",769.8,,,,All,,,,,,
1,USA,"80,817,375","+45,215","981,585","+1,158","54,016,930","+71,141","25,818,860","7,024","241,797","2,937","954,049,746","2,854,415","334,236,503",North America,4,341,0,135,3,"77,247"
2,India,"42,951,262","+6,102","514,620",+201,"42,356,682","+3,062","79,960","8,944","30,622",367,"770,050,005","549,014","1,402,606,131",Asia,33,"2,726",2,4,0.1,57
3,Brazil,"28,906,214","+64,054","650,646",+594,"26,810,286","+142,276","1,445,282","8,318","134,400","3,025","63,776,166","296,528","215,076,719",South America,7,331,3,298,3,"6,720"
4,France,"22,900,531","+60,225","138,942",+180,"21,364,892","+131,190","1,396,697","2,484","349,551","2,121","246,629,975","3,764,529","65,514,171",Europe,3,472,0,919,3,"21,319"
5,UK,"19,074,696","+45,656","161,898",+194,"17,537,214",,"1,375,584",279,"278,543","2,364","484,240,712","7,071,256","68,480,157",Europe,4,423,0,667,3,"20,087"
6,Russia,"16,685,850","+93,026","354,011",+781,"14,102,684","+170,689","2,229,155","2,300","114,256","2,424","273,400,000","1,872,106","146,038,728",Europe,9,413,1,637,5,"15,264"
7,Germany,"15,375,508","+202,338","124,265",+289,"11,696,600","+226,300","3,554,643","2,494","182,541","1,475","104,701,826","1,243,042","84,230,316",Europe,5,678,1,"2,402",3,"42,201"
8,Turkey,"14,255,545","+49,424","95,025",+188,"13,572,870","+66,873","587,650","1,011","166,050","1,107","145,020,155","1,689,211","85,850,820",Asia,6,903,1,576,2,"6,845"
9,Italy,"12,910,506","+41,500","155,399",+185,"11,713,645","+62,551","1,041,462",654,"214,056","2,577","188,713,837","3,128,873","60,313,686",Europe,5,388,0,688,3,"17,267"
10,Spain,"11,078,028","+23,140","100,239",+202,"9,800,509","+60,554","1,177,280",890,"236,786","2,143","471,036,328","10,068,116","46,784,953",Europe,4,467,0,495,4,"25,164"
11,Argentina,"8,921,536","+9,219","126,531",+141,"8,705,178","+10,670","89,827","1,076","194,425","2,757","34,379,641","749,229","45,886,668",South America,5,363,1,201,3,"1,958"
12,Iran,"7,073,747","+6,772","137,439",+172,"6,696,494","+18,416","239,814","4,098","82,460","1,602","47,494,176","553,651","85,783,612",Asia,12,624,2,79,2,"2,796"
13,Netherlands,"6,504,886","+58,283","21,589",+7,"4,653,122","+114,923","1,830,175",164,"378,234","1,255","21,107,399","1,227,314","17,198,043",Europe,3,797,1,"3,389",0.4,"106,418"
14,Colombia,"6,068,074","+1,051","138,939",+40,"5,895,880","+1,891","33,255",342,"117,175","2,683","33,281,725","642,674","51,786,322",South America,9,373,2,20,0.8,642
15,Poland,"5,708,827","+14,068","112,130",+266,"5,099,515","+12,389","497,182",696,"151,117","2,968","33,881,265","896,863","37,777,543",Europe,7,337,1,372,7,"13,161"
16,Indonesia,"5,667,355","+37,259","149,268",+232,"4,986,391","+42,154","531,696","2,911","20,361",536,"86,075,507","309,244","278,341,678",Asia,49,"1,865",3,134,0.8,"1,910"
17,Mexico,"5,534,086","+12,342","318,835",+304,"4,809,799","+13,721","405,452","4,798","42,184","2,430","15,147,396","115,462","131,189,291",North America,24,411,9,94,2,"3,091"
18,Japan,"5,139,305","+71,570","24,092",+232,"4,419,826","+74,909","695,387","1,418","40,843",191,"39,385,361","313,001","125,831,319",Asia,24,"5,223",3,569,2,"5,526"
19,Ukraine,"4,809,624",,"105,505",,"4,058,020",,"646,099",177,"111,087","2,437","19,521,252","450,879","43,295,968",Europe,9,410,2,,,"14,923"
20,Vietnam,"3,709,481",,"40,452",,"2,516,785",,"1,152,244","3,949","37,546",409,"79,510,748","804,784","98,797,607",Asia,27,"2,442",1,,,"11,663"
21,S. Korea,"3,691,488","+198,802","8,394",+128,"969,524",,"2,713,570",766,"71,899",163,"15,804,065","307,815","51,342,704",Asia,14,"6,117",3,"3,872",2,"52,852"
22,South Africa,"3,679,539","+1,853","99,499",+41,"3,554,282","+1,494","25,758",546,"60,764","1,643","23,166,727","382,578","60,554,202",Africa,16,609,3,31,0.7,425
23,Philippines,"3,664,905",+989,"56,538",+34,"3,557,909","+1,349","50,458",297,"32,719",505,"28,203,435","251,793","112,010,322",Asia,31,"1,981",4,9,0.3,450
24,Israel,"3,653,608","+2,377","10,239",+2,"3,585,292","+7,460","58,077",510,"391,766","1,098","41,373,364","4,436,346","9,326,000",Asia,3,911,0,255,0.2,"6,227"
25,Czechia,"3,608,535","+8,963","38,787",+16,"3,474,694","+5,824","95,054",197,"335,925","3,611","52,741,015","4,909,756","10,742,084",Europe,3,277,0,834,1,"8,849"
26,Belgium,"3,571,579","+7,738","30,217",+18,"3,125,040","+60,907","416,322",240,"305,952","2,588","31,794,693","2,723,626","11,673,662",Europe,3,386,0,663,2,"35,663"
27,Malaysia,"3,528,557","+32,467","33,028",+86,"3,197,298","+27,629","298,231",355,"106,743",999,"50,211,993","1,518,965","33,056,709",Asia,9,"1,001",1,982,3,"9,022"
28,Peru,"3,520,604",,"210,851",,N/A,N/A,N/A,908,"104,355","6,250","27,460,384","813,959","33,736,832",South America,10,160,1,,,"47,102"
29,Canada,"3,310,385","+6,600","36,843",+114,"3,161,973","+6,566","111,569",600,"86,448",962,"58,319,533","1,522,964","38,293,437",North America,12,"1,039",1,172,3,"2,914"
30,Australia,"3,297,247","+35,897","5,319",+47,"3,052,327",,"239,601",118,"126,853",205,"63,779,116","2,453,730","25,992,716",Australia/Oceania,8,"4,887",0,"1,381",2,"9,218"
31,Portugal,"3,294,691","+12,234","21,141",+30,"2,799,531","+11,726","474,019",90,"324,691","2,083","37,805,639","3,725,733","10,147,169",Europe,3,480,0,"1,206",3,"46,714"
32,Chile,"3,122,802","+23,395","42,683",+272,"2,149,021","+23,033","931,098","1,105","161,056","2,201","33,241,006","1,714,376","19,389,568",South America,6,454,1,"1,207",14,"48,021"
33,Thailand,"2,958,162","+23,618","23,073",+49,"2,711,678","+18,939","223,411",687,"42,204",329,"17,270,775","246,402","70,091,808",Asia,24,"3,038",4,337,0.7,"3,187"
34,Switzerland,"2,852,838","+14,283","13,252",+3,"2,256,659","+43,667","582,927",139,"325,664","1,513","18,811,814","2,147,451","8,760,067",Europe,3,661,0,"1,630",0.3,"66,544"
35,Austria,"2,775,589","+31,566","14,924",+36,"2,478,168","+24,379","282,497",189,"305,278","1,641","161,305,125","17,741,404","9,092,016",Europe,3,609,0,"3,472",4,"31,071"
36,Romania,"2,754,730","+5,953","63,782",+105,"2,536,050","+11,938","154,898",848,"144,804","3,353","21,202,396","1,114,516","19,023,859",Europe,7,298,1,313,6,"8,142"
37,Denmark,"2,683,219","+12,595","4,731",+44,"2,362,924","+38,404","315,564",42,"460,545",812,"125,634,988","21,563,840","5,826,188",Europe,2,"1,231",0,"2,162",8,"54,163"
38,Greece,"2,470,212","+15,783","26,036",+64,"2,263,358","+15,247","180,818",393,"238,940","2,518","66,567,338","6,438,955","10,338,221",Europe,4,397,0,"1,527",6,"17,490"
