#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"103,388,183","+79,403","1,480,241",+330,"97,191,655","+91,450","4,716,287","8,270",,,,,,North America,,,,,,
,Asia,"159,075,141","+148,849","1,435,369",+183,"153,115,803","+186,498","4,523,969","10,554",,,,,,Asia,,,,,,
,South America,"58,557,021","+51,342","1,301,298",+186,"55,529,749","+45,592","1,725,974","10,533",,,,,,South America,,,,,,
,Europe,"199,201,184","+250,836","1,848,630",+471,"190,705,535","+230,660","6,647,019","5,756",,,,,,Europe,,,,,,
,Oceania,"9,228,127","+32,516","13,090",+50,"8,874,020","+6,343","341,017",135,,,,,,Australia/Oceania,,,,,,
,Africa,"12,216,697","+8,960","255,400",+62,"11,418,483","+4,303","542,814",992,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"541,667,074","+571,906","6,334,043","+1,282","516,835,951","+564,846","18,497,080","36,240","69,491",812.6,,,,All,,,,,,
1,USA,"87,547,639","+70,388","1,036,477",+273,"83,327,309","+81,517","3,183,853","2,916","261,507","3,096","1,040,463,556","3,107,886","334,781,717",North America,4,323,0,210,0.8,"9,510"
2,India,"43,242,060","+5,365","524,777",,"42,661,370",,"55,913",698,"30,746",373,"855,108,879","608,003","1,406,421,283",Asia,33,"2,680",2,4,,40
3,Brazil,"31,543,000","+45,962","668,404",+174,"30,259,452","+40,216","615,144","8,318","146,370","3,102","63,776,166","295,943","215,501,285",South America,7,322,3,213,0.8,"2,854"
4,France,"29,923,818","+65,425","148,898",+57,"29,264,530","+21,914","510,390",869,"456,471","2,271","271,490,188","4,141,430","65,554,700",Europe,2,440,0,998,0.9,"7,786"
5,Germany,"26,969,546","+83,099","140,292",+79,"25,999,100","+59,200","830,154",631,"319,903","1,664","122,332,384","1,451,060","84,305,512",Europe,3,601,1,986,0.9,"9,847"
6,UK,"22,422,611","+12,028","179,363",+89,"22,052,993","+7,585","190,255",188,"326,954","2,615","522,526,476","7,619,191","68,580,309",Europe,3,382,0,175,1,"2,774"
7,Russia,"18,382,380","+2,797","380,137",+61,"17,801,569","+3,324","200,674","2,300","125,858","2,603","273,400,000","1,871,881","146,056,278",Europe,8,384,1,19,0.4,"1,374"
8,S. Korea,"18,239,056","+9,768","24,390",+2,"18,028,899","+16,550","185,767",98,"355,156",475,"15,804,065","307,741","51,355,080",Asia,3,"2,106",3,190,0.04,"3,617"
9,Italy,"17,703,887","+39,474","167,505",+73,"16,932,500","+52,817","603,882",183,"293,652","2,778","223,328,731","3,704,318","60,288,765",Europe,3,360,0,655,1,"10,016"
10,Turkey,"15,072,747",,"98,965",,"14,971,256",,"2,526",975,"175,049","1,149","162,743,369","1,890,034","86,106,075",Asia,6,870,1,,,29
11,Spain,"12,515,127","+9,034","107,239",+32,"12,019,883","+22,712","388,005",339,"267,474","2,292","471,036,328","10,067,023","46,790,032",Europe,4,436,0,193,0.7,"8,292"
12,Vietnam,"10,733,285",+856,"43,083",,"9,568,888","+6,365","1,121,314",43,"108,369",435,"85,820,575","866,491","99,043,826",Asia,9,"2,299",1,9,,"11,321"
13,Argentina,"9,313,453",,"128,994",,"8,895,999",,"288,460",344,"202,452","2,804","35,716,069","776,381","46,003,267",South America,5,357,1,,,"6,270"
14,Japan,"9,061,936","+10,204","30,910",+19,"8,879,350","+18,570","151,676",61,"72,079",246,"54,915,428","436,798","125,722,838",Asia,14,"4,067",2,81,0.2,"1,206"
15,Netherlands,"8,110,818","+2,887","22,336",,"8,047,115","+1,008","41,367",39,"471,321","1,298","21,107,399","1,226,555","17,208,682",Europe,2,770,1,168,,"2,404"
16,Australia,"7,660,547","+25,589","9,089",+31,"7,412,923",,"238,535",102,"293,778",349,"72,829,968","2,792,994","26,075,951",Australia/Oceania,3,"2,869",0,981,1,"9,148"
17,Iran,"7,234,042",+162,"141,353",+1,"7,059,527",+274,"33,162",342,"84,033","1,642","52,298,398","607,512","86,086,150",Asia,12,609,2,2,0.01,385
18,Colombia,"6,117,847",,"139,894",,"5,943,925",,"34,028",342,"117,789","2,693","35,175,528","677,249","51,938,859",South America,8,371,1,,,655
19,Indonesia,"6,062,009",+930,"156,662",+10,"5,900,049",+548,"5,298","2,771","21,716",561,"99,706,209","357,171","279,155,147",Asia,46,"1,782",3,3,0.04,19
20,Poland,"6,010,411",+321,"116,380",+9,"5,335,567",+7,"558,464",408,"159,149","3,082","36,417,882","964,305","37,765,922",Europe,6,325,1,8,0.2,"14,788"
21,Mexico,"5,825,532","+1,688","325,205",+11,"5,092,901","+4,032","407,426","4,798","44,277","2,472","16,170,788","122,906","131,570,271",North America,23,405,8,13,0.08,"3,097"
22,Ukraine,"5,014,929",,"108,605",,N/A,N/A,N/A,177,"116,026","2,513","19,521,252","451,646","43,222,416",Europe,9,398,2,,,"19,626"
23,Portugal,"4,985,742","+23,364","23,707",+37,"4,328,896","+47,524","633,139",61,"491,747","2,338","42,825,431","4,223,899","10,138,839",Europe,2,428,0,"2,304",4,"62,447"
24,Malaysia,"4,528,390",,"35,716",,"4,470,067",,"22,607",26,"136,507","1,077","60,355,132","1,819,383","33,173,407",Asia,7,929,1,,,681
25,DPRK,"4,502,330","+32,810",72,,"4,444,480","+40,270","57,778",,"173,175",3,,,"25,998,769",Asia,6,"361,094",,"1,262",,"2,222"
26,Thailand,"4,488,497","+1,833","30,371",+19,"4,436,684","+2,155","21,442","1,496","63,993",433,"17,270,775","246,230","70,140,960",Asia,16,"2,309",4,26,0.3,306
27,Austria,"4,298,563","+4,242","18,706",+7,"4,233,943","+2,736","45,914",43,"472,035","2,054","188,904,254","20,744,006","9,106,450",Europe,2,487,0,466,0.8,"5,042"
