#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"17,364,106","+221,299","426,405","+3,030","10,578,084","+139,468","6,359,617","31,018",,,,,,North America,,,
,Asia,"17,384,454","+123,790","300,137","+1,559","15,360,105","+92,706","1,724,212","28,119",,,,,,Asia,,,
,South America,"11,491,940","+60,707","331,602","+1,066","10,214,601","+33,708","945,737","16,800",,,,,,South America,,,
,Europe,"18,273,651","+189,688","420,838","+4,096","8,107,470","+145,556","9,745,343","27,523",,,,,,Europe,,,
,Africa,"2,263,042","+14,558","53,645",+268,"1,928,610","+12,033","280,787","2,551",,,,,,Africa,,,
,Oceania,"45,918",+16,"1,021",,"33,145",+15,"11,752",25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"66,823,832","+610,058","1,533,663","+10,019","46,222,721","+423,486","19,067,448","106,036","8,573",196.8,,,,All,,,
1,USA,"14,975,082","+200,491","287,784","+2,211","8,783,830","+123,929","5,903,468","26,275","45,128",867,"205,773,436","620,111","331,833,330",North America,22,"1,153",2
2,India,"9,644,529","+36,111","140,216",+480,"9,099,946","+41,943","404,367","8,944","6,960",101,"145,885,512","105,272","1,385,789,833",Asia,144,"9,883",9
3,Brazil,"6,577,177","+42,226","176,641",+660,"5,761,363","+16,994","639,173","8,318","30,849",829,"25,700,000","120,541","213,205,332",South America,32,"1,207",8
4,Russia,"2,431,731","+28,782","42,684",+508,"1,916,396","+27,644","472,651","2,300","16,660",292,"78,777,839","539,717","145,961,371",Europe,60,"3,420",2
5,France,"2,281,475","+12,923","54,981",+214,"169,358","+1,006","2,057,136","3,230","34,919",842,"20,957,718","320,771","65,335,525",Europe,29,"1,188",3
6,Italy,"1,709,991","+21,052","59,514",+662,"896,308","+23,923","754,169","3,517","28,300",985,"22,962,114","380,019","60,423,533",Europe,35,"1,015",3
7,UK,"1,705,971","+15,539","61,014",+397,N/A,N/A,N/A,"1,274","25,074",897,"44,812,139","658,627","68,038,710",Europe,40,"1,115",2
8,Spain,"1,699,145",,"46,252",,N/A,N/A,N/A,"2,371","36,336",989,"22,992,742","491,691","46,762,566",Europe,28,"1,011",2
9,Argentina,"1,459,832","+5,201","39,632",+120,"1,288,785","+6,830","131,415","3,757","32,174",873,"4,084,362","90,018","45,372,728",South America,31,"1,145",11
10,Colombia,"1,362,249","+9,642","37,633",+166,"1,249,702","+8,712","74,914","2,376","26,651",736,"6,702,477","131,128","51,113,975",South America,38,"1,358",8
11,Germany,"1,170,095","+17,812","18,975",+284,"835,700","+15,100","315,420","4,051","13,946",226,"29,141,172","347,337","83,898,867",Europe,72,"4,422",3
12,Mexico,"1,156,770","+12,127","108,863",+690,"852,719","+9,488","195,188","3,377","8,932",841,"2,977,002","22,987","129,510,020",North America,112,"1,190",44
13,Poland,"1,054,273","+12,430","19,861",+502,"687,910","+21,497","346,502","1,906","27,870",525,"6,432,494","170,042","37,828,763",Europe,36,"1,905",6
14,Iran,"1,028,986","+12,151","50,016",+321,"719,708","+11,602","259,262","5,817","12,185",592,"6,342,628","75,105","84,450,095",Asia,82,"1,688",13
15,Peru,"970,860",,"36,195",,"903,958",,"30,707",965,"29,272","1,091","5,136,390","154,865","33,166,949",South America,34,916,6
16,South Africa,"810,449","+4,645","22,067",+104,"744,298","+3,848","44,084",546,"13,592",370,"5,565,928","93,346","59,626,717",Africa,74,"2,702",11
17,Ukraine,"801,716","+13,825","13,421",+226,"412,533","+14,724","375,762",177,"18,379",308,"4,702,234","107,800","43,620,167",Europe,54,"3,250",9
18,Turkey,"797,893","+31,896","14,705",+196,"427,242","+4,100","355,946","5,800","9,417",174,"19,517,084","230,356","84,725,715",Asia,106,"5,762",4
19,Belgium,"587,439","+2,582","17,142",+109,"38,858",+281,"531,439",789,"50,592","1,476","6,046,837","520,775","11,611,238",Europe,20,677,2
20,Indonesia,"569,707","+6,027","17,589",+110,"470,449","+4,271","81,669",,"2,074",64,"5,981,908","21,772","274,756,096",Asia,482,"15,621",46
21,Iraq,"562,520","+1,898","12,411",+24,"491,657","+1,885","58,452",239,"13,854",306,"3,639,831","89,645","40,602,673",Asia,72,"3,272",11
22,Chile,"558,668","+1,533","15,592",+34,"531,543",,"11,533",664,"29,118",813,"5,495,597","286,434","19,186,253",South America,34,"1,231",3
23,Netherlands,"550,445","+6,521","9,662",+39,N/A,N/A,N/A,486,"32,094",563,"4,043,482","235,756","17,151,150",Europe,31,"1,775",4
24,Czechia,"544,112","+1,706","8,782",+44,"474,167",+173,"61,163",586,"50,768",819,"3,174,461","296,194","10,717,514",Europe,20,"1,220",3
