#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"56,640,740","+84,885","1,155,267","+1,336","45,413,586","+86,529","10,071,887","18,633",,,,,,North America,,,,,,
,Asia,"79,774,105","+99,709","1,177,037","+1,382","76,858,997","+98,131","1,738,071","27,492",,,,,,Asia,,,,,,
,South America,"38,485,832","+19,388","1,171,833",+487,"36,620,230","+16,597","693,769","12,413",,,,,,South America,,,,,,
,Europe,"65,489,093","+288,230","1,316,888","+3,807","58,707,373","+169,017","5,464,832","15,242",,,,,,Europe,,,,,,
,Africa,"8,589,837","+2,608","219,427",+128,"7,930,942","+4,164","439,468","2,211",,,,,,Africa,,,,,,
,Oceania,"317,851","+1,730","3,786",+13,"265,190",+17,"48,875",225,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"249,298,179","+496,550","5,044,253","+7,153","225,797,024","+374,455","18,456,902","76,216","31,983",647.1,,,,All,,,,,,
1,USA,"47,182,001","+75,778","772,206","+1,037","37,189,919","+73,315","9,219,876","11,834","141,430","2,315","706,669,490","2,118,272","333,606,597",North America,7,432,0,227,3,"27,637"
2,India,"34,332,407","+12,265","459,875",+214,"33,715,722","+11,357","156,810","8,944","24,555",329,"611,278,853","437,190","1,398,198,335",Asia,41,"3,040",2,9,0.2,112
3,Brazil,"21,849,137","+13,352","608,715",+411,"21,047,296","+12,033","193,126","8,318","101,820","2,837","63,776,166","297,205","214,586,201",South America,10,353,3,62,2,900
4,UK,"9,208,219","+37,269","141,395",+214,"7,492,475","+30,318","1,574,349","1,019","134,693","2,068","336,227,289","4,918,160","68,364,447",Europe,7,483,0,545,3,"23,029"
5,Russia,"8,673,860","+40,217","243,255","+1,195","7,477,366","+31,928","953,239","2,300","59,402","1,666","216,000,000","1,479,265","146,018,452",Europe,17,600,1,275,8,"6,528"
6,Turkey,"8,150,708","+29,482","71,526",+228,"7,617,367","+34,743","461,815","1,405","95,268",836,"98,408,937","1,150,230","85,555,914",Asia,10,"1,196",1,345,3,"5,398"
7,France,"7,190,334","+9,502","117,849",+47,"6,962,573","+6,060","109,912","1,049","109,831","1,800","151,204,954","2,309,624","65,467,345",Europe,9,556,0,145,0.7,"1,679"
8,Iran,"5,964,824","+9,862","126,921",+158,"5,560,951","+13,602","276,952","3,756","69,818","1,486","35,834,817","419,444","85,434,078",Asia,14,673,2,115,2,"3,242"
9,Argentina,"5,293,989","+1,440","116,055",+26,"5,160,163","+1,658","17,771",606,"115,711","2,537","25,284,121","552,635","45,751,957",South America,9,394,2,31,0.6,388
10,Spain,"5,022,546","+3,291","87,477",+15,"4,876,514","+1,385","58,555",400,"107,367","1,870","66,213,858","1,415,459","46,779,085",Europe,9,535,1,70,0.3,"1,252"
11,Colombia,"5,009,007","+1,908","127,417",+37,"4,852,854","+1,847","28,736",342,"97,055","2,469","26,952,495","522,233","51,610,090",South America,10,405,2,37,0.7,557
12,Italy,"4,788,704","+5,905","132,283",+59,"4,569,045","+3,754","87,376",383,"79,359","2,192","105,868,977","1,754,468","60,342,479",Europe,13,456,1,98,1.0,"1,448"
13,Germany,"4,697,673","+35,662","96,763",+140,"4,328,400","+13,300","272,510","2,226","55,829","1,150","77,993,513","926,911","84,143,438",Europe,18,870,1,424,2,"3,239"
14,Indonesia,"4,246,802",+628,"143,500",+19,"4,091,938",+837,"11,364",,"15,309",517,"47,709,218","171,986","277,401,845",Asia,65,"1,933",6,2,0.07,41
15,Mexico,"3,814,453","+2,660","288,887",+154,"3,178,751","+3,282","346,815","4,798","29,174","2,209","11,391,028","87,121","130,749,130",North America,34,453,11,20,1,"2,653"
16,Poland,"3,060,613","+15,515","77,395",+250,"2,722,984","+4,532","260,234",713,"80,988","2,048","22,326,043","590,777","37,790,968",Europe,12,488,2,411,7,"6,886"
17,Ukraine,"3,006,463","+27,377","70,146",+699,"2,479,138","+12,464","457,179",177,"69,304","1,617","14,658,956","337,912","43,380,945",Europe,14,618,3,631,16,"10,539"
18,South Africa,"2,923,054",+319,"89,251",+31,"2,815,840",+674,"17,963",546,"48,466","1,480","18,639,800","309,061","60,311,094",Africa,21,676,3,5,0.5,298
19,Philippines,"2,795,642","+1,766","43,825",+239,"2,714,658","+2,591","37,159","2,047","25,065",393,"23,106,244","207,164","111,536,063",Asia,40,"2,545",5,16,2,333
20,Malaysia,"2,492,343","+5,713","29,155",+64,"2,396,244","+5,865","66,944",555,"75,705",886,"34,813,891","1,057,470","32,921,883",Asia,13,"1,129",1,174,2,"2,033"
21,Peru,"2,203,310",,"200,326",,N/A,N/A,N/A,874,"65,599","5,964","19,162,650","570,530","33,587,458",South America,15,168,2,,,"8,405"
22,Netherlands,"2,166,796","+10,214","18,497",+23,"1,993,056","+1,849","155,243",264,"126,081","1,076","18,498,260","1,076,372","17,185,752",Europe,8,929,1,594,1,"9,033"
23,Iraq,"2,060,066","+1,152","23,271",+23,"2,009,921","+1,839","26,874",181,"49,723",562,"15,889,705","383,524","41,430,815",Asia,20,"1,780",3,28,0.6,649
24,Thailand,"1,943,424","+7,982","19,462",+68,"1,826,492","+8,029","97,470","2,225","27,749",278,"14,913,135","212,938","70,035,021",Asia,36,"3,599",5,114,1.0,"1,392"
25,Czechia,"1,792,707","+9,460","30,878",+19,"1,680,718",+115,"81,111",304,"166,986","2,876","40,928,929","3,812,434","10,735,644",Europe,6,348,0,881,2,"7,555"
26,Canada,"1,725,151","+2,581","29,115",+20,"1,672,874","+2,549","23,162",765,"45,178",762,"46,580,546","1,219,834","38,185,960",North America,22,"1,312",1,68,0.5,607
27,Japan,"1,723,395",+265,"18,290",+8,"1,701,395",+299,"3,710",109,"13,682",145,"26,624,690","211,380","125,956,650",Asia,73,"6,887",5,2,0.06,29
28,Chile,"1,701,316","+1,889","37,794",+4,"1,619,959",+485,"43,563",492,"87,986","1,955","23,763,020","1,228,935","19,336,276",South America,11,512,1,98,0.2,"2,253"
29,Romania,"1,685,264","+8,971","49,604",+434,"1,453,774","+12,434","181,886","1,902","88,394","2,602","14,976,550","785,537","19,065,357",Europe,11,384,1,471,23,"9,540"
30,Bangladesh,"1,570,485",+247,"27,887",+7,"1,534,300",+227,"8,298","3,369","9,410",167,"10,427,848","62,484","166,889,576",Asia,106,"5,984",16,1,0.04,50
31,Belgium,"1,393,358","+7,981","26,083",+22,"1,224,242",,"143,033",337,"119,527","2,237","22,043,936","1,890,999","11,657,299",Europe,8,447,1,685,2,"12,270"
32,Israel,"1,332,801",+403,"8,112",+3,"1,317,184",+309,"7,505",185,"142,912",870,"29,781,296","3,193,362","9,326,000",Asia,7,"1,150",0,43,0.3,805
33,Pakistan,"1,275,158",+580,"28,496",+19,"1,224,085",+554,"22,577","1,247","5,626",126,"20,966,900","92,513","226,636,776",Asia,178,"7,953",11,3,0.08,100
34,Sweden,"1,176,269",,"15,015",,"1,141,214",+719,"20,040",32,"115,505","1,474","13,277,086","1,303,753","10,183,744",Europe,9,678,1,,,"1,968"
35,Serbia,"1,168,608","+6,126","10,203",+64,"1,038,696","+5,016","119,709",277,"134,476","1,174","6,403,925","736,920","8,690,118",Europe,7,852,1,705,7,"13,775"
36,Portugal,"1,094,048","+1,382","18,184",+4,"1,043,384",+836,"32,480",73,"107,716","1,790","19,994,436","1,968,577","10,156,794",Europe,9,559,1,136,0.4,"3,198"
37,Cuba,"954,342",+592,"8,252",+2,"942,984",+786,"3,106",88,"84,326",729,"10,601,104","936,714","11,317,336",North America,12,"1,371",1,52,0.2,274
38,Morocco,"946,957",+191,"14,698",+9,"927,956",+211,"4,303",347,"25,254",392,"10,148,751","270,654","37,497,090",Africa,40,"2,551",4,5,0.2,115
39,Vietnam,"946,043","+6,580","22,342",+59,"835,406","+1,731","88,295",,"9,603",227,"60,535,102","614,488","98,513,139",Asia,104,"4,409",2,67,0.6,896
40,Kazakhstan,"944,501","+1,396","12,181",+29,"894,468","+2,321","37,852",528,"49,508",638,"11,575,012","606,727","19,077,808",Asia,20,"1,566",2,73,2,"1,984"
41,Hungary,"885,360","+6,268","31,101",+107,"803,151","+1,461","51,108",349,"91,962","3,230","7,498,823","778,903","9,627,420",Europe,11,310,1,651,11,"5,309"
