#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"37,662,810","+80,154","850,290","+1,551","29,344,564","+79,908","7,467,956","17,400",,,,,,North America,,,
,Asia,"35,123,459","+472,908","478,404","+3,847","30,373,713","+320,899","4,271,342","29,935",,,,,,Asia,,,
,South America,"23,770,036","+134,300","635,533","+4,360","21,420,834","+137,048","1,713,669","26,243",,,,,,South America,,,
,Europe,"43,296,157","+172,429","986,206","+3,835","37,672,445","+175,055","4,637,506","32,268",,,,,,Europe,,,
,Africa,"4,500,683","+11,470","119,223",+304,"4,023,018","+11,623","358,442","3,856",,,,,,Africa,,,
,Oceania,"61,905",+405,"1,184",+8,"41,343",+5,"19,378",8,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"144,415,771","+871,666","3,070,855","+13,905","122,876,623","+724,538","18,468,293","109,710","18,527",394.0,,,,All,,,
1,USA,"32,600,180","+63,186","583,288",+834,"25,171,253","+67,637","6,845,639","10,011","98,027","1,754","433,308,501","1,302,933","332,563,810",North America,10,570,1
2,India,"15,924,732","+315,728","184,672","+2,102","13,449,371","+179,508","2,290,689","8,944","11,449",133,"271,053,392","194,876","1,390,901,395",Asia,87,"7,532",5
3,Brazil,"14,122,795","+71,910","381,687","+3,157","12,646,132","+84,443","1,094,976","8,318","66,064","1,785","28,600,000","133,786","213,774,168",South America,15,560,7
4,France,"5,374,288","+34,968","101,881",+313,"4,218,607","+37,226","1,053,800","5,959","82,188","1,558","72,936,321","1,115,408","65,389,827",Europe,12,642,1
5,Russia,"4,727,125","+8,271","106,706",+399,"4,352,873","+9,644","267,546","2,300","32,381",731,"126,500,000","866,528","145,984,885",Europe,31,"1,368",1
6,Turkey,"4,446,591","+61,967","36,975",+362,"3,844,342","+52,213","565,274","3,398","52,271",435,"44,728,595","525,800","85,067,708",Asia,19,"2,301",2
7,UK,"4,395,703","+2,396","127,327",+22,"4,166,734","+5,301","101,642",300,"64,479","1,868","146,043,397","2,142,250","68,172,895",Europe,16,535,0
