#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"124,234,168","+2,394","1,607,692",+9,"119,445,683","+18,827","3,180,793","7,973",,,,,,North America,,,,,,
,Asia,"213,992,014","+24,954","1,535,172",+135,"198,583,966","+58,602","13,872,876","15,599",,,,,,Asia,,,,,,
,Europe,"245,849,773","+21,743","2,014,752",+124,"241,429,495","+55,645","2,405,526","6,455",,,,,,Europe,,,,,,
,South America,"67,922,290","+1,723","1,349,350",+29,"66,123,935","+2,551","449,005","10,209",,,,,,South America,,,,,,
,Oceania,"13,968,046","+1,173","25,968",+4,"13,822,552","+1,156","119,526",71,,,,,,Australia/Oceania,,,,,,
,Africa,"12,787,931",+21,"258,562",,"12,068,397",+120,"460,972",547,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"678,754,943","+52,008","6,791,511",+301,"651,474,734","+136,901","20,488,698","40,854","87,078",871.3,,,,All,,,,,,
1,USA,"104,995,277","+2,346","1,142,699",+8,"102,358,693","+16,673","1,493,885","2,807","313,601","3,413","1,163,293,278","3,474,537","334,805,269",North America,3,293,0,7,0.02,"4,462"
2,India,"44,685,037",,"530,761",,"44,152,360",,"1,916",N/A,"31,767",377,"917,828,117","652,501","1,406,631,776",Asia,31,"2,650",2,,,1
3,France,"39,590,190",+898,"164,759",+47,"39,359,599","+6,860","65,832",869,"603,651","2,512","271,490,188","4,139,547","65,584,518",Europe,2,398,0,14,0.7,"1,004"
4,Germany,"38,002,611",,"167,289",,"37,600,700","+15,200","234,622",N/A,"453,040","1,994","122,332,384","1,458,359","83,883,596",Europe,2,501,1,,,"2,797"
5,Brazil,"36,987,682",,"698,047",,"36,116,408",,"173,227",N/A,"171,753","3,241","63,776,166","296,146","215,353,593",South America,6,309,3,,,804
6,Japan,"33,097,952","+7,020","71,737",+51,"21,667,655","+2,346","11,358,560",223,"263,551",571,"94,344,335","751,240","125,584,838",Asia,4,"1,751",1,56,0.4,"90,445"
7,S. Korea,"30,433,895","+4,324","33,865",+9,"30,180,072","+16,850","219,958",213,"592,908",660,"15,804,065","307,892","51,329,899",Asia,2,"1,516",3,84,0.2,"4,285"
8,Italy,"25,547,414",,"187,850",,"25,174,036",,"185,528",154,"423,934","3,117","267,156,892","4,433,200","60,262,770",Europe,2,321,0,,,"3,079"
9,UK,"24,341,615",,"206,246",,"24,066,062","+2,643","69,307",N/A,"355,363","3,011","522,526,476","7,628,357","68,497,907",Europe,3,332,0,,,"1,012"
10,Russia,"22,178,711","+12,076","395,829",+30,"21,513,207","+8,398","269,675",N/A,"152,111","2,715","273,400,000","1,875,095","145,805,947",Europe,7,368,1,83,0.2,"1,850"
11,Turkey,"17,042,722",,"101,492",,N/A,N/A,N/A,,"199,186","1,186","162,743,369","1,902,052","85,561,976",Asia,5,843,1,,,"1,819"
12,Spain,"13,755,956",,"119,186",,"13,596,016",,"40,754",231,"294,439","2,551","471,036,328","10,082,298","46,719,142",Europe,3,392,0,,,872
13,Vietnam,"11,526,825",+15,"43,186",,"10,614,722",,"868,917",6,"116,487",436,"85,826,548","867,342","98,953,541",Asia,9,"2,291",1,0.2,,"8,781"
14,Australia,"11,347,698",,"19,265",,"11,311,584",,"16,849",43,"435,298",739,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,353",0,,,646
15,Argentina,"10,043,308",,"130,458",,"9,906,687","+1,265","6,163",363,"218,284","2,835","35,716,069","776,264","46,010,234",South America,5,353,1,,,134
16,Taiwan,"9,937,216","+12,060","17,564",+44,"9,520,290","+32,206","399,362",,"415,982",735,"30,712,877","1,285,671","23,888,595",Asia,2,"1,360",1,505,2,"16,718"
17,Netherlands,"8,589,725",,"22,992",,"8,556,739",+283,"9,994",53,"499,070","1,336","25,984,435","1,509,718","17,211,447",Europe,2,749,1,,,581
18,Iran,"7,566,470",,"144,804",,"7,338,734",,"82,932",261,"87,959","1,683","55,034,937","639,771","86,022,837",Asia,11,594,2,,,964
19,Mexico,"7,414,918",,"332,695",,"6,656,060",,"426,163",N/A,"56,360","2,529","19,465,548","147,956","131,562,772",North America,18,395,7,,,"3,239"
20,Indonesia,"6,734,334",+119,"160,888",+2,"6,569,910",+238,"3,536",N/A,"24,126",576,"114,158,919","408,975","279,134,505",Asia,41,"1,735",2,0.4,0.01,13
21,Poland,"6,400,611",+280,"118,826",,"5,335,940",,"945,845",696,"169,599","3,149","38,217,040","1,012,646","37,739,785",Europe,6,318,1,7,,"25,062"
22,Colombia,"6,358,775",,"142,596",,"6,182,304",,"33,875",342,"123,441","2,768","36,951,507","717,327","51,512,762",South America,8,361,1,,,658
23,Austria,"5,866,420","+2,842","21,820",,"5,796,796","+3,147","47,804",40,"647,029","2,407","211,273,524","23,302,116","9,066,710",Europe,2,416,0,313,,"5,272"
24,Greece,"5,842,655",,"36,066",,"5,749,222","+15,394","57,367",115,"566,333","3,496","102,228,365","9,909,078","10,316,637",Europe,2,286,0,,,"5,561"
25,Portugal,"5,566,708",,"26,117",,"5,536,581",+96,"4,010",61,"548,954","2,575","45,948,100","4,531,116","10,140,570",Europe,2,388,0,,,395
26,Ukraine,"5,382,095",,"111,175",,"5,261,080",+425,"9,840",,"124,608","2,574","32,603,805","754,855","43,192,122",Europe,8,389,1,,,228
27,Chile,"5,150,626","+1,325","64,102",+17,"5,080,702",,"5,822",91,"267,562","3,330","48,346,965","2,511,505","19,250,195",South America,4,300,0,69,0.9,302
28,Malaysia,"5,041,007",,"36,956",,"4,994,718",,"9,333",7,"151,924","1,114","67,977,459","2,048,682","33,181,072",Asia,7,898,0,,,281
29,Israel,"4,794,296",,"12,250",,"4,781,252",,794,57,"514,078","1,314","41,373,364","4,436,346","9,326,000",Asia,2,761,0,,,85
30,DPRK,"4,772,813",,74,,"4,772,739",,0,,"183,636",3,,,"25,990,679",Asia,5,"351,225",,,,
31,Thailand,"4,727,831",+203,"33,902",+8,"4,692,636",,"1,293",N/A,"67,465",484,"17,270,775","246,450","70,078,203",Asia,15,"2,067",4,3,0.1,18
32,Belgium,"4,708,273",,"33,663",,"4,655,631",+367,"18,979",43,"403,511","2,885","36,665,011","3,142,281","11,668,278",Europe,2,347,0,,,"1,627"
33,Czechia,"4,601,177",+105,"42,380",+1,"4,551,726",+544,"7,071",36,"428,543","3,947","56,959,631","5,305,092","10,736,784",Europe,2,253,0,10,0.09,659
