#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"115,972,873","+38,682","1,535,500",+230,"110,549,936","+112,137","3,887,437","8,431",,,,,,North America,,,,,,
,Asia,"188,580,692","+163,778","1,477,327",+360,"182,587,828","+249,528","4,515,537","11,097",,,,,,Asia,,,,,,
,Europe,"225,462,474","+145,513","1,916,261",+282,"219,418,802","+161,156","4,127,411","9,263",,,,,,Europe,,,,,,
,South America,"64,004,223","+13,065","1,328,772",+100,"62,254,914","+46,599","420,537","10,306",,,,,,South America,,,,,,
,Oceania,"12,309,210","+1,503","20,516",+33,"12,120,901",+16,"167,793",106,,,,,,Australia/Oceania,,,,,,
,Africa,"12,639,871","+2,098","257,589",+7,"11,985,364","+2,377","396,918","1,018",,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"618,970,064","+364,639","6,535,980","+1,012","598,918,451","+571,813","13,515,633","40,221","79,408",838.5,,,,All,,,,,,
1,USA,"97,788,108","+37,464","1,080,824",+220,"94,351,519","+107,652","2,355,765","3,228","292,075","3,228","1,113,013,029","3,324,359","334,805,269",North America,3,310,0,112,0.7,"7,036"
2,India,"44,555,634","+2,592","528,429",,"43,978,271",,"48,934",698,"31,675",376,"892,389,008","634,416","1,406,631,776",Asia,32,"2,662",2,2,,35
3,France,"35,050,133","+38,464","154,854",+30,"34,409,422","+16,366","485,857",869,"534,427","2,361","271,490,188","4,139,547","65,584,518",Europe,2,424,0,586,0.5,"7,408"
4,Brazil,"34,659,526","+7,784","685,725",+69,"33,788,724","+38,265","185,077","8,318","160,942","3,184","63,776,166","296,146","215,353,593",South America,6,314,3,36,0.3,859
5,Germany,"32,854,286",,"149,275",,"32,071,500","+33,500","633,511","1,406","391,665","1,780","122,332,384","1,458,359","83,883,596",Europe,3,562,1,,,"7,552"
6,S. Korea,"24,535,940","+32,972","28,009",+59,"23,541,242","+72,085","966,689",428,"478,005",546,"15,804,065","307,892","51,329,899",Asia,2,"1,833",3,642,1,"18,833"
7,UK,"23,585,305",,"189,484",,"23,316,071","+3,774","79,750",146,"344,322","2,766","522,526,476","7,628,357","68,497,907",Europe,3,361,0,,,"1,164"
8,Italy,"22,241,369","+22,523","176,775",+60,"21,651,859","+22,835","412,735",138,"369,073","2,933","245,504,802","4,073,905","60,262,770",Europe,3,341,0,374,1.0,"6,849"
9,Japan,"20,840,785","+61,478","44,071",+120,"20,059,177","+114,603","737,537",276,"165,950",351,"75,652,015","602,398","125,584,838",Asia,6,"2,850",2,490,1.0,"5,873"
10,Russia,"20,641,559","+53,457","386,447",+106,"19,594,562","+57,019","660,550","2,300","141,569","2,650","273,400,000","1,875,095","145,805,947",Europe,7,377,1,367,0.7,"4,530"
11,Turkey,"16,852,382",,"101,068",,"16,728,873","+4,603","22,441",975,"196,961","1,181","162,743,369","1,902,052","85,561,976",Asia,5,847,1,,,262
12,Spain,"13,393,196",,"113,845",,"13,200,919",,"78,432",339,"286,675","2,437","471,036,328","10,082,298","46,719,142",Europe,3,410,0,,,"1,679"
13,Vietnam,"11,467,619","+1,928","43,146",,"10,583,947","+1,259","840,526",123,"115,889",436,"85,826,548","867,342","98,953,541",Asia,9,"2,293",1,19,,"8,494"
14,Australia,"10,164,301","+1,492","14,820",+33,"10,064,797",,"84,684",51,"389,903",568,"78,835,048","3,024,116","26,068,792",Australia/Oceania,3,"1,759",0,57,1,"3,248"
15,Argentina,"9,703,938",,"129,855",,"9,551,694","+1,662","22,389",308,"210,908","2,822","35,716,069","776,264","46,010,234",South America,5,354,1,,,487
16,Netherlands,"8,410,076",,"22,630",,"8,353,390",+772,"34,056",31,"488,633","1,315","21,107,399","1,226,358","17,211,447",Europe,2,761,1,,,"1,979"
17,Iran,"7,545,855",+504,"144,364",+6,"7,322,812",+429,"78,679",226,"87,719","1,678","54,033,681","628,132","86,022,837",Asia,11,596,2,6,0.07,915
18,Mexico,"7,076,005",,"329,949",,"6,344,087",,"401,969","4,798","53,784","2,508","18,346,244","139,449","131,562,772",North America,19,399,7,,,"3,055"
19,Indonesia,"6,417,490","+2,162","157,966",+18,"6,236,021","+4,051","23,503","2,771","22,991",566,"108,220,629","387,701","279,134,505",Asia,43,"1,767",3,8,0.06,84
20,Colombia,"6,306,552",+990,"141,769",+23,"6,133,785","+1,140","30,998",342,"122,427","2,752","36,519,532","708,941","51,512,762",South America,8,363,1,19,0.4,602
21,Poland,"6,263,616","+4,945","117,412",+21,"5,335,950",,"810,254","3,086","165,969","3,111","37,244,166","986,867","37,739,785",Europe,6,321,1,131,0.6,"21,469"
