#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"117,820,149","+14,181","1,552,490",+61,"113,304,995","+26,423","2,962,664","7,776",,,,,,North America,,,,,,
,Asia,"193,705,258","+86,150","1,487,654",+253,"187,269,827","+89,592","4,947,777","9,519",,,,,,Asia,,,,,,
,Europe,"234,342,624","+16,750","1,941,989",+258,"227,199,071","+221,643","5,201,564","7,710",,,,,,Europe,,,,,,
,South America,"64,435,935","+9,444","1,332,895",+86,"62,783,370","+29,531","319,670","10,130",,,,,,South America,,,,,,
,Oceania,"12,618,368","+4,133","21,581",+2,"12,344,501","+2,335","252,286",101,,,,,,Australia/Oceania,,,,,,
,Africa,"12,672,655",+564,"257,852",+2,"12,004,371",+282,"410,432",901,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"635,595,710","+131,222","6,594,476",+662,"614,906,841","+369,806","14,094,393","36,137","81,541",846.0,,,,All,,,,,,
1,USA,"99,373,198","+13,323","1,095,310",+56,"96,920,702","+23,050","1,357,186","2,592","296,809","3,271","1,128,311,798","3,370,054","334,805,269",North America,3,306,0,40,0.2,"4,054"
2,India,"44,654,312",+720,"529,024",,"44,106,656",,"18,632",698,"31,746",376,"900,882,915","640,454","1,406,631,776",Asia,32,"2,659",2,0.5,,13
3,France,"36,813,385","+3,768","156,994",+112,"35,813,497","+94,703","842,894",869,"561,312","2,394","271,490,188","4,139,547","65,584,518",Europe,2,418,0,57,2,"12,852"
4,Germany,"35,571,130",,"153,544",,"33,876,300","+54,900","1,541,286","1,406","424,053","1,830","122,332,384","1,458,359","83,883,596",Europe,2,546,1,,,"18,374"
5,Brazil,"34,870,394","+3,731","688,205",+50,"34,051,811","+12,816","130,378","8,318","161,922","3,196","63,776,166","296,146","215,353,593",South America,6,313,3,17,0.2,605
6,S. Korea,"25,557,309","+18,510","29,176",+18,"25,023,519","+26,901","504,614",288,"497,903",568,"15,804,065","307,892","51,329,899",Asia,2,"1,759",3,361,0.4,"9,831"
7,UK,"23,898,489",,"193,673",,"23,529,026","+11,661","175,790",146,"348,894","2,827","522,526,476","7,628,357","68,497,907",Europe,3,354,0,,,"2,566"
8,Italy,"23,531,023",,"179,101",,"22,884,717",,"467,205",227,"390,474","2,972","252,677,943","4,192,936","60,262,770",Europe,3,336,0,,,"7,753"
9,Japan,"22,295,592","+22,341","46,659",+23,"20,497,367","+2,797","1,751,566",129,"177,534",372,"77,588,752","617,819","125,584,838",Asia,6,"2,692",2,178,0.2,"13,947"
10,Russia,"21,429,506","+5,781","390,175",+71,"20,803,197","+7,073","236,134","2,300","146,973","2,676","273,400,000","1,875,095","145,805,947",Europe,7,374,1,40,0.5,"1,620"
11,Turkey,"16,919,638",,"101,203",,"16,818,435",,0,,"197,747","1,183","162,743,369","1,902,052","85,561,976",Asia,5,845,1,,,
12,Spain,"13,511,768",,"115,078",,"13,294,994",,"101,696",339,"289,213","2,463","471,036,328","10,082,298","46,719,142",Europe,3,406,0,,,"2,177"
13,Vietnam,"11,502,885",+410,"43,163",,"10,603,212",+216,"856,510",59,"116,245",436,"85,826,548","867,342","98,953,541",Asia,9,"2,293",1,4,,"8,656"
