#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"6,893,114","+53,119","258,035","+1,575","3,853,745","+25,436","2,781,334","21,438",,,,,,North America,,,
,South America,"5,704,482","+69,029","187,457","+1,502","4,246,768","+58,864","1,270,257","14,923",,,,,,South America,,,
,Asia,"6,214,847","+95,676","128,908","+1,424","4,885,598","+80,434","1,200,341","19,010",,,,,,Asia,,,
,Europe,"3,334,730","+21,228","205,112",+299,"1,978,782","+13,115","1,150,836","5,193",,,,,,Europe,,,
,Africa,"1,182,866","+10,064","27,641",+267,"902,745","+10,441","252,480","1,207",,,,,,Africa,,,
,Oceania,"26,983",+201,512,+13,"20,685",+299,"5,786",54,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,"23,357,743","+249,317","807,680","+5,080","15,888,974","+188,589","6,661,089","61,829","2,997",103.6,,,,All,,,
1,USA,"5,838,938","+42,201","180,143",+943,"3,144,535","+17,117","2,514,260","16,770","17,626",544,"75,439,143","227,722","331,277,530",North America,57,"1,839",4
2,Brazil,"3,582,698","+46,210","114,277",+823,"2,709,638","+38,883","758,783","8,318","16,838",537,"14,144,344","66,476","212,772,522",South America,59,"1,862",15
3,India,"3,043,436","+70,068","56,846",+918,"2,279,900","+59,101","706,690","8,944","2,202",41,"34,491,073","24,959","1,381,900,601",Asia,454,"24,310",40
4,Russia,"951,897","+4,921","16,310",+121,"767,477","+6,147","168,110","2,300","6,522",112,"33,814,105","231,693","145,943,480",Europe,153,"8,948",4
5,South Africa,"607,045","+3,707","12,987",+144,"504,127","+4,025","89,931",539,"10,218",219,"3,535,067","59,501","59,412,210",Africa,98,"4,575",17
6,Peru,"576,067",,"27,245",,"384,908",,"163,914","1,530","17,438",825,"2,915,372","88,251","33,035,148",South America,57,"1,213",11
7,Mexico,"549,734","+5,928","59,610",+504,"376,409","+4,771","113,715","3,518","4,257",462,"1,239,133","9,597","129,121,642",North America,235,"2,166",104
8,Colombia,"533,103","+10,965","16,968",+400,"359,792","+10,852","156,343","1,493","10,462",333,"2,450,441","48,087","50,958,476",South America,96,"3,003",21
9,Spain,"407,879",,"28,838",,N/A,N/A,N/A,541,"8,723",617,"7,955,615","170,147","46,757,388",Europe,115,"1,621",6
10,Chile,"395,708","+1,939","10,792",+69,"369,730","+1,833","15,186","1,058","20,675",564,"2,172,028","113,486","19,139,231",South America,48,"1,773",9
11,Iran,"356,792","+2,028","20,502",+126,"307,702","+1,836","28,588","3,850","4,240",244,"3,011,310","35,789","84,141,682",Asia,236,"4,104",28
12,Argentina,"336,802","+7,759","6,848",+118,"245,781","+5,975","84,173","1,907","7,443",151,"1,073,719","23,727","45,253,865",South America,134,"6,608",42
13,UK,"324,601","+1,288","41,423",+18,N/A,N/A,N/A,76,"4,778",610,"15,177,265","223,403","67,936,614",Europe,209,"1,640",4
14,Saudi Arabia,"306,370","+1,184","3,619",+39,"278,441","+1,374","24,310","1,652","8,781",104,"4,501,104","129,015","34,888,154",Asia,114,"9,640",8
15,Bangladesh,"292,625","+2,265","3,907",+46,"175,567","+2,952","113,151",,"1,774",24,"1,431,855","8,682","164,918,594",Asia,564,"42,211",115
16,Pakistan,"292,174",+586,"6,231",+12,"275,317","+1,738","10,626",731,"1,319",28,"2,414,902","10,904","221,471,926",Asia,758,"35,544",92
17,Italy,"258,136","+1,071","35,430",+3,"205,203",+243,"17,503",64,"4,270",586,"7,940,266","131,355","60,448,938",Europe,234,"1,706",8
18,Turkey,"257,032","+1,309","6,102",+22,"236,370",+801,"14,560",762,"3,043",72,"6,247,164","73,961","84,465,504",Asia,329,"13,842",14
19,France,"238,002","+3,602","30,512",+9,"84,950",+121,"122,540",380,"3,645",467,"6,000,000","91,892","65,294,208",Europe,274,"2,140",11
20,Germany,"233,857",+836,"9,331",+3,"208,950","+3,150","15,576",236,"2,790",111,"10,197,366","121,655","83,822,211",Europe,358,"8,983",8
21,Iraq,"201,050","+3,965","6,353",+70,"143,393","+2,947","51,304",637,"4,984",157,"1,413,947","35,048","40,343,106",Asia,201,"6,350",29
