#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"25,252,172","+272,410","540,539","+5,158","15,565,897","+114,979","9,145,736","34,777",,,,,,North America,,,
,Asia,"21,229,409","+86,704","345,203","+1,133","19,725,614","+77,031","1,158,592","24,205",,,,,,Asia,,,
,South America,"13,708,818","+129,364","372,090","+2,184","12,281,956","+88,056","1,054,772","18,403",,,,,,South America,,,
,Europe,"25,241,040","+263,417","575,505","+5,031","13,538,517","+140,002","11,127,018","28,407",,,,,,Europe,,,
,Africa,"2,964,466","+34,528","70,641",+681,"2,425,291","+18,210","468,534","2,379",,,,,,Africa,,,
,Oceania,"48,785",+12,"1,066",,"33,609",+10,"14,110",19,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"88,445,411","+786,435","1,905,059","+14,187","63,571,590","+438,288","22,968,762","108,190","11,347",244.4,,,,All,,,
1,USA,"22,100,753","+243,137","373,700","+3,710","13,120,633","+96,491","8,606,420","28,925","66,566","1,126","265,243,617","798,895","332,013,304",North America,15,888,1
2,India,"10,414,044","+18,106","150,606",+234,"10,036,722","+20,559","226,716","8,944","7,508",109,"178,400,995","128,619","1,387,049,203",Asia,133,"9,210",8
3,Brazil,"7,961,673","+87,134","200,498","+1,455","7,096,931","+60,401","664,244","8,318","37,318",940,"28,600,000","134,055","213,345,480",South America,27,"1,064",7
4,Russia,"3,332,142","+23,541","60,457",+506,"2,709,452","+23,729","562,233","2,300","22,828",414,"92,600,000","634,389","145,967,164",Europe,44,"2,414",2
5,UK,"2,889,419","+52,618","78,508","+1,162","1,364,821","+18,997","1,446,090","2,821","42,447","1,153","58,231,730","855,446","68,071,770",Europe,24,867,1
6,France,"2,727,321","+21,703","66,841",+276,"198,756",,"2,461,724","2,616","41,735","1,023","36,890,043","564,509","65,348,904",Europe,24,978,2
7,Turkey,"2,296,102","+12,171","22,264",+194,"2,172,251","+8,211","101,587","3,201","27,073",263,"25,681,213","302,809","84,809,974",Asia,37,"3,809",3
8,Italy,"2,220,361","+18,020","77,291",+414,"1,572,015","+15,659","571,055","2,587","36,752","1,279","27,439,249","454,177","60,415,307",Europe,27,782,2
9,Spain,"2,024,904","+16,850","51,675",+123,N/A,N/A,N/A,"2,307","43,300","1,105","27,839,319","595,312","46,764,242",Europe,23,905,2
10,Germany,"1,869,217","+27,989","39,258","+1,059","1,474,000","+23,100","355,959","5,569","22,273",468,"35,118,592","418,459","83,923,689",Europe,45,"2,138",2
11,Colombia,"1,737,347","+17,576","45,067",+344,"1,580,285","+10,707","111,995","3,482","33,956",881,"8,489,080","165,918","51,164,327",South America,29,"1,135",6
12,Argentina,"1,690,006","+13,835","44,122",+146,"1,484,794","+10,746","161,090","3,559","37,216",972,"5,099,516","112,296","45,411,216",South America,27,"1,029",9
13,Mexico,"1,479,835","+13,345","129,987","+1,165","1,119,968","+6,831","229,880","3,913","11,415","1,003","3,747,317","28,907","129,635,780",North America,88,997,35
14,Poland,"1,356,882","+12,054","30,241",+186,"1,095,616","+7,872","231,025","1,590","35,873",799,"7,490,336","198,026","37,824,927",Europe,28,"1,251",5
15,Iran,"1,268,263","+6,360","55,933",+103,"1,050,553","+10,032","161,777","4,745","15,000",662,"7,993,502","94,542","84,549,961",Asia,67,"1,512",11
16,South Africa,"1,170,590","+20,999","31,809",+441,"938,216","+8,977","200,565",546,"19,609",533,"6,967,478","116,716","59,696,176",Africa,51,"1,877",9
