#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"35,574,314","+76,042","813,959","+1,494","27,212,501","+78,896","7,547,854","15,218",,,,,,North America,,,
,South America,"20,731,037","+113,314","538,271","+3,816","18,445,344","+78,849","1,747,422","20,067",,,,,,South America,,,
,Asia,"27,831,464","+152,658","423,124","+1,182","25,646,090","+94,055","1,762,250","24,770",,,,,,Asia,,,
,Europe,"38,857,939","+215,410","900,276","+2,811","27,428,566","+127,807","10,529,097","30,288",,,,,,Europe,,,
,Africa,"4,209,223","+9,619","111,987",+193,"3,779,680","+6,217","317,556","2,702",,,,,,Africa,,,
,Oceania,"55,581",+22,"1,121",,"34,527",+7,"19,933",6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"127,260,279","+567,065","2,788,753","+9,496","102,547,414","+385,831","21,924,112","93,051","16,326",357.8,,,,All,,,
1,USA,"30,916,381","+62,898","561,997",+772,"23,347,847","+69,954","7,006,537","8,608","93,002","1,691","398,274,665","1,198,085","332,426,183",North America,11,592,1
2,Brazil,"12,490,362","+83,039","310,694","+3,368","10,879,627","+55,532","1,300,041","8,318","58,457","1,454","28,600,000","133,853","213,666,996",South America,17,688,7
3,India,"11,971,004","+62,631","161,586",+311,"11,321,578","+28,729","487,840","8,944","8,613",116,"239,769,553","172,504","1,389,938,347",Asia,116,"8,602",6
4,Russia,"4,510,744","+8,885","97,404",+387,"4,130,498","+10,337","282,842","2,300","30,900",667,"119,100,000","815,863","145,980,454",Europe,32,"1,499",1
5,France,"4,508,575","+42,619","94,465",+190,"289,350","+1,288","4,124,760","4,791","68,960","1,445","62,480,718","955,661","65,379,596",Europe,15,692,1
6,UK,"4,329,180","+4,715","126,573",+58,"3,787,312","+18,878","415,295",615,"63,527","1,857","121,517,399","1,783,150","68,147,613",Europe,16,538,1
7,Italy,"3,512,453","+23,839","107,636",+380,"2,832,939","+18,287","571,878","3,635","58,157","1,782","48,820,663","808,337","60,396,434",Europe,17,561,1
8,Spain,"3,255,324",,"75,010",,"3,016,247",,"164,067","1,830","69,606","1,604","41,884,958","895,588","46,768,089",Europe,14,623,1
9,Turkey,"3,179,115","+30,021","30,923",+151,"2,939,929","+18,892","208,263","1,886","37,400",364,"37,657,127","443,008","85,003,274",Asia,27,"2,749",2
10,Germany,"2,772,694","+18,692","76,404",+101,"2,477,500","+9,900","218,790","3,209","33,016",910,"48,979,281","583,221","83,980,634",Europe,30,"1,099",2
11,Colombia,"2,375,591","+8,254","62,790",+145,"2,261,373","+5,425","51,428","1,982","46,326","1,224","12,542,392","244,587","51,279,841",South America,22,817,4
12,Argentina,"2,301,389","+10,338","55,368",+133,"2,072,228","+7,749","173,793","3,506","50,581","1,217","8,650,723","190,128","45,499,515",South America,20,822,5
13,Poland,"2,221,725","+31,757","51,753",+448,"1,775,068","+27,845","394,904","2,823","58,751","1,369","11,711,826","309,705","37,816,127",Europe,17,731,3
14,Mexico,"2,219,845","+5,303","200,862",+651,"1,755,798","+3,673","263,185","4,798","17,086","1,546","6,006,949","46,234","129,924,289",North America,59,647,22
15,Iran,"1,846,923","+8,120","62,308",+85,"1,585,114","+7,706","199,501","3,921","21,785",735,"12,550,000","148,032","84,779,068",Asia,46,"1,361",7
16,Ukraine,"1,632,131","+17,424","31,751",+290,"1,297,282","+7,124","303,098",177,"37,486",729,"7,945,044","182,476","43,540,188",Europe,27,"1,371",5
17,South Africa,"1,544,466","+1,387","52,648",+46,"1,471,164","+1,599","20,654",546,"25,803",880,"9,779,615","163,387","59,855,524",Africa,39,"1,137",6
18,Peru,"1,512,384",,"51,032",,"1,423,259",,"38,093","2,285","45,407","1,532","9,014,018","270,630","33,307,537",South America,22,653,4
19,Czechia,"1,511,021","+7,654","25,778",+67,"1,299,930",+236,"185,313","1,845","140,906","2,404","11,871,542","1,107,051","10,723,575",Europe,7,416,1
20,Indonesia,"1,492,002","+4,461","40,364",+198,"1,327,121","+4,243","124,517",,"5,413",146,"12,490,348","45,314","275,640,645",Asia,185,"6,829",22
21,Netherlands,"1,245,007","+8,798","16,450",+29,N/A,N/A,N/A,643,"72,541",958,"9,747,836","567,966","17,162,719",Europe,14,"1,043",2
22,Chile,"969,913","+7,592","22,653",+66,"905,435","+7,460","41,825","2,514","50,421","1,178","10,966,769","570,105","19,236,410",South America,20,849,2
23,Canada,"961,083","+4,428","22,852",+26,"896,206","+2,737","42,025",661,"25,302",602,"27,233,666","716,967","37,984,555",North America,40,"1,662",1
24,Romania,"932,179","+5,869","22,997",+162,"834,162","+3,892","75,020","1,373","48,695","1,201","7,200,595","376,145","19,143,121",Europe,21,832,3
25,Belgium,"860,731","+6,123","22,852",+36,"56,170",,"781,709",664,"74,031","1,965","10,854,112","933,556","11,626,638",Europe,14,509,1
26,Israel,"831,383",,"6,165",,"814,505",,"10,713",479,"90,391",670,"13,379,821","1,454,709","9,197,590",Asia,11,"1,492",1
27,Iraq,"827,157","+5,062","14,177",+20,"741,115","+4,368","71,865",493,"20,234",347,"7,871,105","192,544","40,879,544",Asia,49,"2,884",5
28,Portugal,"820,042",+344,"16,827",+8,"775,007","+3,668","28,208",148,"80,595","1,654","8,978,009","882,374","10,174,830",Europe,12,605,1
29,Sweden,"780,018",,"13,402",,N/A,N/A,N/A,284,"76,884","1,321","6,627,544","653,253","10,145,443",Europe,13,757,2
30,Philippines,"712,442","+9,595","13,159",+10,"581,161",+481,"118,122",785,"6,439",119,"9,990,211","90,289","110,647,325",Asia,155,"8,408",11
31,Pakistan,"649,824","+4,468","14,158",+67,"593,282","+2,137","42,384","2,842","2,901",63,"10,021,070","44,733","224,019,136",Asia,345,"15,823",22
