#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"17,777,043","+190,970","430,099","+1,769","10,797,043","+124,910","6,549,901","31,248",,,,,,North America,,,
,Asia,"17,614,038","+111,009","303,100","+1,479","15,554,948","+90,656","1,755,990","28,203",,,,,,Asia,,,
,South America,"11,573,695","+36,080","333,180",+773,"10,298,947","+42,953","941,568","16,778",,,,,,South America,,,
,Europe,"18,599,671","+149,013","427,934","+3,585","8,343,085","+126,937","9,828,652","27,481",,,,,,Europe,,,
,Africa,"2,285,741","+9,154","54,178",+216,"1,946,436","+9,730","285,127","2,528",,,,,,Africa,,,
,Oceania,"45,935",+8,"1,021",,"33,157",+4,"11,757",25,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"67,896,844","+496,234","1,549,527","+7,822","46,974,322","+395,190","19,372,995","106,263","8,711",198.8,,,,All,,,
1,USA,"15,347,512","+177,258","290,339","+1,401","8,965,010","+107,904","6,092,163","26,512","46,249",875,"209,302,585","630,726","331,843,917",North America,22,"1,143",2
2,India,"9,703,908","+27,107","140,994",+404,"9,177,645","+39,474","385,269","8,944","7,002",102,"147,787,656","106,639","1,385,863,914",Asia,143,"9,829",9
3,Brazil,"6,628,065","+24,525","177,388",+426,"5,801,067","+24,885","649,610","8,318","31,087",832,"25,700,000","120,536","213,213,576",South America,32,"1,202",8
4,Russia,"2,488,912","+28,142","43,597",+456,"1,956,588","+18,850","488,727","2,300","17,052",299,"79,700,000","546,034","145,961,711",Europe,59,"3,348",2
5,France,"2,295,908","+3,411","55,521",+366,"170,285",+699,"2,070,102","3,198","35,140",850,"21,145,554","323,642","65,336,312",Europe,28,"1,177",3
6,Italy,"1,742,557","+13,720","60,606",+528,"933,132","+19,638","748,819","3,382","28,839","1,003","23,236,881","384,570","60,423,049",Europe,35,997,3
7,UK,"1,737,960","+14,718","61,434",+189,N/A,N/A,N/A,"1,274","25,543",903,"45,826,753","673,520","68,040,655",Europe,39,"1,108",1
