#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"28,980,591","+213,690","611,224","+5,797","18,019,404","+138,164","10,349,963","35,077",,,,,,North America,,,
,Asia,"22,429,925","+76,085","362,426","+1,033","20,849,512","+74,509","1,217,987","24,108",,,,,,Asia,,,
,South America,"15,118,388","+92,021","398,372","+1,898","13,299,622","+41,391","1,420,394","19,422",,,,,,South America,,,
,Europe,"28,712,067","+225,283","657,460","+5,881","15,831,942","+139,772","12,222,665","29,933",,,,,,Europe,,,
,Africa,"3,407,171","+26,284","83,810",+925,"2,851,959","+30,064","471,402","2,668",,,,,,Africa,,,
,Oceania,"49,846",+46,"1,073",,"33,885",+17,"14,888",12,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"98,698,709","+633,409","2,114,380","+15,534","70,887,030","+423,917","25,697,299","111,220","12,662",271.3,,,,All,,,
1,USA,"25,377,244","+180,294","423,985","+3,694","15,217,096","+115,186","9,736,163","27,322","76,416","1,277","295,482,047","889,758","332,092,704",North America,13,783,1
2,India,"10,640,544","+14,344","153,221",+154,"10,300,063","+17,174","187,260","8,944","7,668",110,"190,148,024","137,033","1,387,604,808",Asia,130,"9,056",7
3,Brazil,"8,755,133","+55,319","215,299","+1,071","7,594,771","+14,030","945,063","8,318","41,025","1,009","28,600,000","134,016","213,407,310",South America,24,991,7
4,Russia,"3,677,352","+21,513","68,412",+580,"3,081,536","+27,318","527,404","2,300","25,193",469,"98,500,000","674,797","145,969,720",Europe,40,"2,134",1
5,UK,"3,583,907","+40,261","95,981","+1,401","1,600,622","+13,915","1,887,304","3,960","52,638","1,410","67,231,066","987,438","68,086,356",Europe,19,709,1
6,France,"3,011,257","+23,292","72,647",+429,"215,822","+1,284","2,722,788","2,912","46,076","1,112","41,226,104","630,804","65,354,806",Europe,22,900,2
7,Spain,"2,603,472","+42,885","55,441",+400,N/A,N/A,N/A,"3,908","55,671","1,186","30,165,217","645,039","46,764,982",Europe,18,844,2
8,Italy,"2,441,854","+13,633","84,674",+472,"1,855,127","+27,676","502,053","2,390","40,420","1,402","30,431,493","503,735","60,411,677",Europe,25,713,2
9,Turkey,"2,418,472","+5,967","24,789",+149,"2,296,050","+6,018","97,633","2,003","28,504",292,"28,195,901","332,314","84,847,147",Asia,35,"3,423",3
10,Germany,"2,125,261","+16,366","52,020",+869,"1,780,200","+18,000","293,041","4,787","25,320",620,"37,449,922","446,180","83,934,640",Europe,39,"1,614",2
11,Colombia,"1,987,418","+15,073","50,586",+399,"1,811,552","+10,418","125,280","3,482","38,827",988,"9,505,562","185,704","51,186,541",South America,26,"1,012",5
12,Argentina,"1,853,830","+10,753","46,575",+220,"1,636,826","+11,071","170,429","3,631","40,808","1,025","5,806,612","127,820","45,428,197",South America,25,975,8
13,Mexico,"1,711,283","+22,339","146,174","+1,803","1,277,978","+13,198","287,131","5,652","13,195","1,127","4,299,224","33,150","129,691,263",North America,76,887,30
14,Poland,"1,464,448","+6,640","34,908",+346,"1,215,732",,"213,808","1,489","38,718",923,"8,238,988","217,829","37,823,235",Europe,26,"1,084",5
15,South Africa,"1,392,568","+11,761","40,076",+575,"1,201,284","+17,841","151,208",546,"23,316",671,"7,882,846","131,982","59,726,820",Africa,43,"1,490",8
16,Iran,"1,360,852","+6,305","57,225",+75,"1,151,676","+7,127","151,951","4,134","16,087",676,"8,634,553","102,070","84,594,020",Asia,62,"1,478",10
17,Ukraine,"1,182,969","+5,348","21,662",+163,"928,969","+14,239","232,338",177,"27,142",497,"6,057,828","138,988","43,585,176",Europe,37,"2,012",7
18,Peru,"1,082,907",,"39,274",,"997,285",,"46,348","1,727","32,590","1,182","5,989,114","180,241","33,228,456",South America,31,846,6
19,Indonesia,"965,283","+13,632","27,453",+250,"781,147","+8,357","156,683",,"3,508",100,"8,638,162","31,395","275,143,086",Asia,285,"10,022",32
20,Netherlands,"938,628","+5,744","13,422",+85,N/A,N/A,N/A,674,"54,711",782,"6,352,647","370,283","17,156,211",Europe,18,"1,278",3
21,Czechia,"924,847","+7,435","15,130",+68,"795,878",+354,"113,839","1,044","86,272","1,411","5,710,638","532,701","10,720,166",Europe,12,709,2
22,Canada,"737,407","+5,957","18,828",+206,"652,829","+7,100","65,750",868,"19,442",496,"16,895,320","445,462","37,927,656",North America,51,"2,014",2
23,Romania,"706,475","+2,699","17,628",+74,"645,923","+4,635","42,924",997,"36,863",920,"5,268,464","274,899","19,165,090",Europe,27,"1,087",4
24,Chile,"690,066","+4,959","17,786",+84,"645,035","+3,031","27,245","1,221","35,926",926,"7,527,928","391,912","19,208,197",South America,28,"1,080",3
25,Belgium,"686,827","+2,571","20,620",+48,"47,675",+160,"618,532",337,"59,118","1,775","7,773,240","669,070","11,617,976",Europe,17,563,1
26,Iraq,"612,092",+685,"12,984",+7,"578,292","+1,567","20,816",148,"15,030",319,"5,305,002","130,268","40,723,804",Asia,67,"3,136",8
27,Portugal,"609,136","+13,987","9,920",+234,"441,556","+7,319","157,660",715,"59,837",974,"6,722,120","660,331","10,179,925",Europe,17,"1,026",2
28,Israel,"589,028","+6,159","4,266",+21,"504,820","+7,242","79,942","1,182","64,042",464,"9,925,207","1,079,110","9,197,590",Asia,16,"2,156",1
29,Sweden,"547,166",,"11,005",+31,N/A,N/A,N/A,303,"53,990","1,086","4,916,367","485,106","10,134,622",Europe,19,921,2
30,Bangladesh,"530,890",+619,"7,981",+15,"475,561",+487,"47,348",,"3,206",48,"3,530,274","21,317","165,608,438",Asia,312,"20,750",47
31,Pakistan,"528,891","+1,745","11,204",+47,"482,771","+2,075","34,916","2,362","2,369",50,"7,561,977","33,868","223,279,623",Asia,422,"19,929",30
32,Philippines,"509,887","+2,178","10,136",+20,"467,720",+250,"32,031",727,"4,619",92,"7,487,962","67,828","110,396,247",Asia,217,"10,892",15
33,Switzerland,"509,279","+2,156","9,034",+63,"317,600",,"182,645",312,"58,604","1,040","4,135,714","475,909","8,690,134",Europe,17,962,2
34,Morocco,"464,844","+1,138","8,105",+29,"440,652","+1,351","16,087",456,"12,511",218,"5,262,054","141,623","37,155,316",Africa,80,"4,584",7
35,Austria,"401,886","+2,088","7,330",+42,"378,408","+2,048","16,148",331,"44,480",811,"4,156,075","459,984","9,035,260",Europe,22,"1,233",2
36,Serbia,"380,802","+1,709","3,849",+19,"31,536",,"345,417",161,"43,683",442,"2,527,514","289,936","8,717,490",Europe,23,"2,265",3
37,Saudi Arabia,"365,988",+213,"6,346",+4,"357,525",+188,"2,117",322,"10,422",181,"11,924,323","339,565","35,116,437",Asia,96,"5,534",3
38,Hungary,"356,973","+1,311","11,811",+98,"237,362","+2,086","107,800",274,"37,005","1,224","3,018,389","312,900","9,646,506",Europe,27,817,3
39,Japan,"351,020","+5,799","4,830",+87,"279,214","+6,027","66,976","1,011","2,780",38,"6,236,054","49,391","126,257,867",Asia,360,"26,140",20
40,Jordan,"318,911",+730,"4,207",+9,"304,996",+796,"9,708",139,"31,083",410,"3,678,331","358,516","10,259,872",Asia,32,"2,439",3
41,Panama,"305,752",,"4,944",,"250,215",,"50,593",243,"70,245","1,136","1,576,882","362,279","4,352,667",North America,14,880,3
42,Lebanon,"272,461","+3,220","2,208",+57,"162,007","+3,185","108,246",892,"40,020",324,"2,466,437","362,276","6,808,175",Asia,25,"3,083",3
43,UAE,"270,810","+3,552",776,+10,"243,267","+3,945","26,767",,"27,197",78,"24,203,766","2,430,769","9,957,245",Asia,37,"12,832",0
44,Nepal,"268,948",+302,"1,986",+7,"263,348",+480,"3,614",,"9,139",67,"2,035,301","69,160","29,428,780",Asia,109,"14,818",14
45,Georgia,"251,974",+903,"3,022",+24,"238,737",+636,"10,215",,"63,233",758,"2,070,548","519,605","3,984,847",Asia,16,"1,319",2
46,Ecuador,"237,158",+969,"14,562",+36,"199,332",,"23,264",489,"13,329",818,"835,475","46,956","17,792,602",South America,75,"1,222",21
47,Belarus,"234,111","+1,813","1,628",+9,"218,831","+2,087","13,652",,"24,780",172,"4,330,509","458,373","9,447,571",Europe,40,"5,803",2
48,Slovakia,"233,027","+1,785","3,894",+93,"183,942","+2,813","45,191",578,"42,670",713,"1,658,408","303,675","5,461,132",Europe,23,"1,402",3
49,Azerbaijan,"228,526",+280,"3,064",+11,"219,019",+632,"6,443",,"22,426",301,"2,347,951","230,408","10,190,399",Asia,45,"3,326",4
50,Croatia,"227,969",+643,"4,770",+32,"219,878",+796,"3,321",145,"55,725","1,166","1,144,819","279,842","4,090,949",Europe,18,858,4
51,Bulgaria,"214,430",+566,"8,799",+58,"178,602","+1,248","27,029",284,"30,992","1,272","1,311,036","189,488","6,918,840",Europe,32,786,5
52,Dominican Republic,"201,145","+1,473","2,496",+14,"146,491",+471,"52,158",332,"18,439",229,"989,038","90,664","10,908,841",North America,54,"4,371",11
53,Bolivia,"196,393","+2,648","9,818",+54,"147,744","+1,166","38,831",71,"16,697",835,"504,499","42,892","11,761,996",South America,60,"1,198",23
54,Tunisia,"193,273","+2,389","6,092",+103,"140,180","+2,720","47,001",409,"16,258",512,"802,376","67,495","11,887,867",Africa,62,"1,951",15
55,Denmark,"193,038",+773,"1,941",+32,"177,550","+1,547","13,547",130,"33,261",334,"12,431,739","2,142,046","5,803,674",Europe,30,"2,990",0
56,Costa Rica,"189,308",+831,"2,518",+12,"146,448",+724,"40,342",205,"36,973",492,"567,141","110,766","5,120,188",North America,27,"2,033",9
57,Ireland,"184,279","+2,357","2,870",+52,"23,364",,"158,045",218,"37,088",578,"2,900,940","583,848","4,968,657",Europe,27,"1,731",2
58,Malaysia,"176,180","+3,631",660,+18,"132,706","+2,554","42,814",251,"5,405",20,"4,307,729","132,148","32,597,848",Asia,185,"49,391",8
59,Lithuania,"174,846","+1,032","2,591",+37,"114,925","+1,561","57,330",172,"64,741",959,"1,850,397","685,151","2,700,715",Europe,15,"1,042",1
60,Kazakhstan,"173,842","+1,430","2,403",,"157,597","+1,076","13,842",221,"9,197",127,"5,942,556","314,382","18,902,348",Asia,109,"7,866",3
61,Armenia,"165,711",+183,"3,030",+9,"154,259",+213,"8,422",,"55,863","1,021","632,646","213,273","2,966,361",Asia,18,979,5
62,Egypt,"160,463",+748,"8,853",+52,"125,603",+432,"26,007",90,"1,552",86,"1,000,000","9,670","103,409,102",Africa,644,"11,681",103
63,Kuwait,"160,367",+533,952,+1,"153,307",+481,"6,108",48,"37,244",221,"1,446,503","335,940","4,305,835",Asia,27,"4,523",3
64,Slovenia,"155,745","+1,439","3,309",+25,"133,428","+2,051","19,008",186,"74,910","1,592","769,373","370,051","2,079,099",Europe,13,628,3
65,Moldova,"155,302",+514,"3,332",+17,"145,831",+663,"6,139",226,"38,549",827,"606,919","150,650","4,028,672",Europe,26,"1,209",7
66,Palestine,"154,557",+494,"1,769",+12,"143,611",+792,"9,177",77,"29,911",342,"978,179","189,304","5,167,242",Asia,33,"2,921",5
67,Guatemala,"152,956",+561,"5,420",+31,"137,092",+112,"10,444",5,"8,451",299,"727,972","40,219","18,100,143",North America,118,"3,340",25
68,Greece,"151,041",+562,"5,598",+28,"139,168",+420,"6,275",288,"14,531",539,"3,930,631","378,153","10,394,280",Europe,69,"1,857",3
69,Qatar,"148,521",+263,248,,"144,619",+141,"3,654",34,"52,896",88,"1,344,472","478,834","2,807,805",Asia,19,"11,322",2
70,Honduras,"138,044","+1,146","3,422",+16,"60,392",+175,"74,230",227,"13,815",342,"347,776","34,804","9,992,498",North America,72,"2,920",29
71,Myanmar,"136,591",+425,"3,031",+18,"120,543",+570,"13,017",,"2,501",55,"2,229,844","40,829","54,614,537",Asia,400,"18,019",24
72,Ethiopia,"132,881",+555,"2,060",+3,"118,513",+507,"12,308",227,"1,140",18,"1,908,533","16,376","116,542,610",Africa,877,"56,574",61
73,Oman,"132,486",,"1,517",,"124,730",,"6,239",23,"25,583",293,"883,340","170,575","5,178,607",Asia,39,"3,414",6
74,Paraguay,"126,370",+852,"2,585",+15,"101,599",+751,"22,186",250,"17,597",360,"624,400","86,945","7,181,539",South America,57,"2,778",12
75,Venezuela,"122,260",,"1,129",,"114,299",,"6,832",105,"4,306",40,"2,532,669","89,208","28,390,458",South America,232,"25,147",11
76,Bosnia and Herzegovina,"119,420",+214,"4,555",+19,"90,691",+809,"24,174",,"36,528","1,393","575,996","176,185","3,269,277",Europe,27,718,6
77,Nigeria,"118,138","+1,483","1,490",+5,"94,130",+484,"22,518",10,565,7,"1,225,179","5,863","208,972,594",Africa,"1,769","140,250",171
78,Libya,"112,540",+794,"1,737",+21,"90,952","+1,043","19,851",,"16,255",251,"616,191","89,000","6,923,505",Africa,62,"3,986",11
79,Algeria,"105,124",+272,"2,856",+3,"71,552",+209,"30,716",42,"2,373",64,,,"44,292,186",Africa,421,"15,508",
80,Kenya,"99,769",+139,"1,740",+1,"82,866",+137,"15,163",27,"1,833",32,"1,148,030","21,092","54,429,336",Africa,546,"31,281",47
81,Bahrain,"99,210",+332,366,,"95,902",+308,"2,942",18,"57,210",211,"2,607,285","1,503,508","1,734,135",Asia,17,"4,738",1
82,North Macedonia,"90,124",+307,"2,768",+14,"76,045",+658,"11,311",138,"43,260","1,329","439,121","210,779","2,083,326",Europe,23,753,5
83,Kyrgyzstan,"83,703",+118,"1,396",+2,"79,664",+155,"2,643",50,"12,713",212,"639,645","97,148","6,584,226",Asia,79,"4,716",10
84,Uzbekistan,"78,272",+53,620,,"76,752",+97,900,156,"2,320",18,"1,377,915","40,839","33,740,093",Asia,431,"54,420",24
85,S. Korea,"74,262",+344,"1,328",+12,"61,415",+569,"11,519",299,"1,448",26,"5,282,224","102,979","51,294,039",Asia,691,"38,625",10
86,Albania,"70,655",+739,"1,303",+7,"42,895",+469,"26,457",39,"24,567",453,"323,375","112,438","2,876,025",Europe,41,"2,207",9
87,Norway,"60,565",+306,544,,"49,835",,"10,186",41,"11,123",100,"3,259,678","598,653","5,445,018",Europe,90,"10,009",2
88,Latvia,"59,586",+876,"1,076",+19,"46,981","+4,028","11,529",95,"31,790",574,"1,091,257","582,199","1,874,372",Europe,31,"1,742",2
89,Ghana,"59,480",,361,,"56,706",,"2,413",29,"1,892",11,"726,313","23,106","31,433,585",Africa,528,"87,074",43
90,Singapore,"59,250",+15,29,,"58,983",+24,238,1,"10,083",5,"6,061,147","1,031,483","5,876,149",Asia,99,"202,626",1
91,Montenegro,"57,482",+484,765,+3,"48,571",+597,"8,146",68,"91,516","1,218","215,765","343,514","628,111",Europe,11,821,3
92,Sri Lanka,"56,863",+787,278,+2,"48,617",+633,"7,968",,"2,649",13,"1,557,630","72,570","21,463,723",Asia,377,"77,208",14
93,Afghanistan,"54,559",+76,"2,373",+3,"46,912",+25,"5,274",807,"1,384",60,"236,300","5,995","39,415,253",Asia,722,"16,610",167
94,El Salvador,"52,672",+284,"1,540",+10,"46,370",+357,"4,762",105,"8,098",237,"675,048","103,780","6,504,594",North America,123,"4,224",10
95,Luxembourg,"49,438",+119,562,,"46,656",+157,"2,220",14,"78,267",890,"1,828,776","2,895,195","631,659",Europe,13,"1,124",0
96,Zambia,"43,333","+1,120",610,+13,"32,667","+1,145","10,056",388,"2,321",33,"816,005","43,710","18,668,783",Africa,431,"30,605",23
97,Finland,"41,915",+350,644,+6,"31,000",,"10,271",24,"7,558",116,"2,699,723","486,826","5,545,566",Europe,132,"8,611",2
98,Estonia,"39,701",+490,358,+4,"29,167",+424,"10,176",45,"29,917",270,"731,562","551,274","1,327,038",Europe,33,"3,707",2
99,Uganda,"38,935",+129,317,+1,"13,699",,"24,919",,837,7,"810,849","17,423","46,538,089",Africa,"1,195","146,808",57
100,Uruguay,"36,170","+1,178",364,+17,"27,715",+788,"8,091",94,"10,392",105,"788,660","226,594","3,480,501",South America,96,"9,562",4
101,Namibia,"31,848",+333,311,+1,"29,571",+341,"1,966",27,"12,409",121,"250,658","97,664","2,566,540",Africa,81,"8,253",10
102,Mozambique,"30,848",+623,290,+7,"19,858",+348,"10,700",,972,9,"319,169","10,056","31,739,867",Africa,"1,029","109,448",99
103,Zimbabwe,"30,523",+476,962,+45,"21,080","+1,511","8,481",99,"2,037",64,"266,957","17,816","14,983,750",Africa,491,"15,576",56
104,Cyprus,"29,758",+122,179,+1,"2,057",,"27,522",58,"24,547",148,"945,812","780,186","1,212,291",Asia,41,"6,773",1
105,Australia,"28,755",+5,909,,"25,961",+5,"1,885",1,"1,120",35,"12,642,312","492,581","25,665,434",Australia/Oceania,893,"28,235",2
106,Cameroon,"28,010",,455,,"26,861",,694,46,"1,041",17,"149,000","5,537","26,912,236",Africa,961,"59,148",181
107,Ivory Coast,"26,315",+564,143,+1,"24,356",+237,"1,816",,984,5,"311,656","11,655","26,740,475",Africa,"1,016","186,996",86
108,Sudan,"26,279",,"1,603",,"15,688",,"8,988",,592,36,,,"44,417,532",Africa,"1,690","27,709",
109,Senegal,"24,209",+300,561,+9,"20,089",+173,"3,559",43,"1,425",33,"308,582","18,164","16,988,317",Africa,702,"30,282",55
110,DRC,"21,597",+197,647,+3,"14,875",+10,"6,075",,237,7,,,"91,065,119",Africa,"4,217","140,750",
111,Cuba,"20,060",+530,188,+4,"15,311",+557,"4,561",45,"1,772",17,"1,738,190","153,513","11,322,718",North America,564,"60,227",7
112,Botswana,"19,654",,105,,"15,911",,"3,638",1,"8,265",44,"613,944","258,172","2,378,041",Africa,121,"22,648",4
113,Angola,"19,269",+92,452,+4,"17,223",+47,"1,594",21,576,14,"174,111","5,208","33,430,593",Africa,"1,735","73,961",192
114,Madagascar,"18,301",,273,,"17,609",,419,16,652,10,"105,342","3,751","28,085,489",Africa,"1,535","102,877",267
115,French Polynesia,"17,852",+32,128,,"4,842",,"12,882",11,"63,345",454,"26,355","93,517","281,820",Australia/Oceania,16,"2,202",11
116,Malawi,"17,365","+1,316",396,,"6,408",+94,"10,561",4,895,20,"121,620","6,268","19,403,845",Africa,"1,117","49,000",160
117,Malta,"16,423",+143,248,+3,"13,435",+201,"2,740",18,"37,139",561,"583,863","1,320,345","442,205",Europe,27,"1,783",1
118,Mauritania,"16,322",+56,413,+3,"15,047",+77,862,29,"3,460",88,"138,650","29,391","4,717,354",Africa,289,"11,422",34
119,French Guiana,"15,560",+129,76,,"9,995",,"5,489",12,"51,358",251,"126,618","417,921","302,971",South America,19,"3,986",2
120,Maldives,"14,830",+65,50,,"13,731",+48,"1,049",54,"27,169",92,"379,612","695,451","545,850",Asia,37,"10,917",1
121,Jamaica,"14,658",+108,332,+1,"11,833",+24,"2,493",12,"4,938",112,"156,367","52,677","2,968,432",North America,203,"8,941",19
122,Guinea,"14,262",+26,81,,"13,566",+57,615,24,"1,070",6,"117,084","8,784","13,329,987",Africa,935,"164,568",114
123,Eswatini,"14,219",+202,458,+17,"8,962",+140,"4,799",67,"12,185",392,"122,897","105,320","1,166,891",Africa,82,"2,548",9
124,Syria,"13,479",+81,873,+7,"6,918",+76,"5,688",,760,49,,,"17,736,473",Asia,"1,316","20,317",
