#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"16,613,307","+203,682","415,733","+3,633","10,182,221","+122,461","6,015,353","30,528",,,,,,North America,,,
,Asia,"17,000,687","+123,055","295,150","+1,672","15,078,086","+88,464","1,627,451","27,589",,,,,,Asia,,,
,South America,"11,284,849","+68,366","327,898","+1,167","10,092,371","+57,822","864,580","17,047",,,,,,South America,,,
,Europe,"17,638,704","+198,239","405,632","+5,320","7,634,850","+174,913","9,598,222","28,307",,,,,,Europe,,,
,Africa,"2,213,980","+15,783","52,656",+316,"1,876,151","+13,126","285,173","2,594",,,,,,Africa,,,
,Oceania,"45,313",+25,"1,018",,"33,090",+11,"11,205",24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"64,797,561","+609,150","1,498,102","+12,108","44,897,428","+456,797","18,402,031","106,093","8,313",192.2,,,,All,,,
1,USA,"14,296,317","+185,803","279,698","+2,661","8,443,850","+110,105","5,572,769","25,864","43,085",843,"199,743,047","601,967","331,817,450",North America,23,"1,186",2
2,India,"9,533,471","+33,761","138,657",+498,"8,970,104","+38,306","424,710","8,944","6,880",100,"142,445,949","102,799","1,385,678,712",Asia,145,"9,994",10
3,Brazil,"6,436,650","+48,124","174,531",+669,"5,698,353","+41,855","563,766","8,318","30,192",819,"25,700,000","120,548","213,192,966",South America,33,"1,222",8
4,Russia,"2,347,401","+25,345","41,053",+589,"1,830,349","+26,882","475,999","2,300","16,082",281,"77,200,071","528,909","145,960,859",Europe,62,"3,555",2
5,France,"2,244,635","+14,064","53,816",+310,"165,563","+1,534","2,025,256","3,488","34,356",824,"20,678,186","316,498","65,334,344",Europe,29,"1,214",3
6,Spain,"1,682,533","+9,331","45,784",+273,N/A,N/A,N/A,"2,485","35,980",979,"22,992,742","491,693","46,762,418",Europe,28,"1,021",2
7,UK,"1,659,256","+16,170","59,699",+648,N/A,N/A,N/A,"1,351","24,388",877,"44,059,851","647,598","68,035,793",Europe,41,"1,140",2
8,Italy,"1,641,610","+20,709","57,045",+684,"823,335","+38,740","761,230","3,616","27,168",944,"22,334,342","369,625","60,424,259",Europe,37,"1,059",3
9,Argentina,"1,440,103","+7,533","39,156",+228,"1,268,358","+5,107","132,589","3,983","31,742",863,"3,975,760","87,631","45,369,331",South America,32,"1,159",11
10,Colombia,"1,334,089","+9,297","37,117",+183,"1,225,635","+7,988","71,337","2,376","26,103",726,"6,535,154","127,866","51,109,532",South America,38,"1,377",8
11,Mexico,"1,122,362","+8,819","106,765",+825,"829,817","+6,231","185,780","3,335","8,667",824,"2,892,449","22,336","129,498,923",North America,115,"1,213",45
12,Germany,"1,105,832","+20,171","17,812",+453,"779,500","+20,700","308,520","3,957","13,181",212,"27,859,242","332,066","83,896,677",Europe,76,"4,710",3
13,Poland,"1,013,747","+13,855","18,208",+609,"622,980","+25,391","372,559","2,023","26,798",481,"6,317,532","167,002","37,829,102",Europe,37,"2,078",6
14,Iran,"989,572","+13,621","48,990",+362,"688,054","+10,091","252,528","5,828","11,719",580,"6,212,694","73,574","84,441,283",Asia,85,"1,724",14
15,Peru,"965,228",,"36,031",,"896,978",,"32,219",958,"29,105","1,086","5,085,775","153,356","33,163,183",South America,34,920,7
16,South Africa,"796,472","+4,173","21,709",+65,"734,305","+1,774","40,458",546,"13,359",364,"5,468,670","91,725","59,620,588",Africa,75,"2,746",11
17,Ukraine,"758,264","+13,141","12,717",+169,"369,054","+13,882","376,493",177,"17,382",292,"4,528,772","103,818","43,622,309",Europe,58,"3,430",10
18,Turkey,"700,880","+31,923","14,129",+193,"414,141","+4,821","272,610","5,502","8,273",167,"18,956,228","223,756","84,718,281",Asia,121,"5,996",4
19,Belgium,"579,212","+1,867","16,786",+141,"37,924",+450,"524,502",854,"49,886","1,446","5,932,877","510,978","11,610,826",Europe,20,692,2
20,Iraq,"556,728","+1,961","12,340",+34,"486,313","+1,743","58,075",277,"13,714",304,"3,543,722","87,294","40,595,257",Asia,73,"3,290",11
21,Chile,"553,898","+1,034","15,438",+8,"529,501","+1,467","8,959",694,"28,872",805,"5,378,733","280,363","19,184,910",South America,35,"1,243",4
