#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"25,880,455","+245,223","550,529","+4,105","15,861,705","+134,459","9,468,221","34,935",,,,,,North America,,,
,Asia,"21,401,518","+86,271","347,503","+1,100","19,874,411","+71,383","1,179,604","24,016",,,,,,Asia,,,
,South America,"13,906,588","+99,535","375,677","+1,803","12,393,935","+59,377","1,136,976","18,587",,,,,,South America,,,
,Europe,"25,748,028","+225,215","586,193","+4,375","13,808,653","+152,249","11,353,182","28,548",,,,,,Europe,,,
,Africa,"3,036,626","+34,718","72,204",+645,"2,461,285","+16,422","503,137","2,468",,,,,,Africa,,,
,Oceania,"48,944",+12,"1,067",,"33,622",+5,"14,255",21,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"90,022,880","+690,974","1,933,188","+12,028","64,434,317","+433,895","23,655,375","108,575","11,549",248.0,,,,All,,,
1,USA,"22,669,880","+219,461","381,136","+2,891","13,377,344","+117,340","8,911,400","29,060","68,278","1,148","269,344,226","811,219","332,023,890",North America,15,871,1
2,India,"10,451,339","+18,813","151,048",+213,"10,075,381","+19,446","224,910","8,944","7,535",109,"180,253,315","129,948","1,387,123,284",Asia,133,"9,183",8
3,Brazil,"8,075,998","+60,078","202,657","+1,115","7,144,011","+29,537","729,330","8,318","37,853",950,"28,600,000","134,050","213,353,724",South America,26,"1,053",7
4,Russia,"3,379,103","+23,309","61,381",+470,"2,754,809","+23,680","562,913","2,300","23,150",421,"92,900,000","636,443","145,967,505",Europe,43,"2,378",2
5,UK,"3,017,409","+59,937","80,868","+1,035","1,406,967","+42,146","1,529,574","3,098","44,326","1,188","58,860,706","864,661","68,073,715",Europe,23,842,1
6,France,"2,767,312","+20,177","67,599",+168,"202,165",+879,"2,497,548","2,609","42,346","1,034","37,557,884","574,722","65,349,691",Europe,24,967,2
7,Turkey,"2,317,118","+9,537","22,631",+181,"2,190,047","+7,902","104,440","2,903","27,320",267,"26,033,695","306,947","84,814,931",Asia,37,"3,748",3
8,Italy,"2,257,866","+19,978","78,394",+483,"1,606,630","+17,040","572,842","2,593","37,373","1,298","27,751,635","459,351","60,414,823",Europe,27,771,2
9,Spain,"2,050,360",,"51,874",,N/A,N/A,N/A,"2,318","43,845","1,109","27,839,319","595,311","46,764,341",Europe,23,901,2
10,Germany,"1,914,328","+19,189","41,061",+660,"1,511,800","+17,700","361,467","5,414","22,810",489,"35,118,592","418,451","83,925,150",Europe,44,"2,044",2
11,Colombia,"1,771,363","+15,795","45,784",+353,"1,609,564","+12,404","116,015","3,482","34,619",895,"8,627,094","168,606","51,167,289",South America,29,"1,118",6
12,Argentina,"1,714,409","+11,057","44,417",+144,"1,504,330","+9,434","165,662","3,597","37,751",978,"5,189,835","114,280","45,413,481",South America,26,"1,022",9
13,Mexico,"1,507,931","+14,362","132,069","+1,038","1,134,877","+7,406","240,985","3,913","11,631","1,019","3,818,542","29,454","129,643,178",North America,86,982,34
14,Poland,"1,376,389","+10,548","31,011",+438,"1,113,738","+9,139","231,640","1,596","36,389",820,"7,598,884","200,897","37,824,702",Europe,27,"1,220",5
15,Iran,"1,280,438","+5,924","56,100",+82,"1,067,466","+8,812","156,872","4,686","15,143",663,"7,993,502","94,535","84,555,836",Asia,66,"1,507",11
16,South Africa,"1,214,176","+21,606","32,824",+399,"956,712","+8,793","224,640",546,"20,338",550,"7,120,847","119,277","59,700,262",Africa,49,"1,819",8
17,Ukraine,"1,110,015","+4,846","19,668",+80,"786,306","+7,961","304,041",177,"25,462",451,"5,733,555","131,520","43,594,459",Europe,39,"2,217",8
18,Peru,"1,032,275","+2,804","38,213",+68,"968,335","+1,888","25,727","1,424","31,081","1,151","5,651,113","170,152","33,212,138",South America,32,869,6
19,Netherlands,"866,235","+7,321","12,307",+136,N/A,N/A,N/A,700,"50,495",717,"6,352,647","370,312","17,154,869",Europe,20,"1,394",3
20,Czechia,"822,716","+13,029","12,978",+88,"654,008",+423,"155,730","1,108","76,750","1,211","4,042,074","377,078","10,719,462",Europe,13,826,3
21,Indonesia,"818,386","+10,046","23,947",+194,"673,511","+6,628","120,928",,"2,976",87,"7,836,984","28,494","275,040,415",Asia,336,"11,485",35
22,Romania,"668,202","+4,403","16,592",+86,"596,515","+1,508","55,095","1,100","34,857",866,"5,001,827","260,925","19,169,623",Europe,29,"1,155",4
23,Belgium,"660,703","+2,048","19,992",+56,"45,744",,"594,967",378,"56,878","1,721","7,210,469","620,726","11,616,188",Europe,18,581,2
24,Canada,"651,155","+6,807","16,795",+88,"552,050","+6,079","82,310",843,"17,174",443,"15,420,760","406,709","37,915,915",North America,58,"2,258",2
25,Chile,"637,742","+4,361","17,037",+63,"599,604","+3,805","21,101",911,"33,212",887,"6,821,198","355,227","19,202,375",South America,30,"1,127",3
26,Iraq,"602,331",+907,"12,881",+4,"554,990","+1,965","34,460",129,"14,802",317,"4,836,843","118,866","40,691,667",Asia,68,"3,159",8
27,Bangladesh,"521,382",+692,"7,756",+22,"466,064",+785,"47,562",,"3,149",47,"3,344,399","20,202","165,550,204",Asia,318,"21,345",50
28,Pakistan,"499,517","+2,007","10,598",+40,"455,445","+1,617","33,474","2,266","2,239",47,"7,043,604","31,568","223,127,025",Asia,447,"21,054",32
29,Sweden,"489,471",,"9,433",,N/A,N/A,N/A,380,"48,308",931,"4,516,665","445,765","10,132,390",Europe,21,"1,074",2
30,Philippines,"485,797","+1,952","9,398",+34,"449,615",+291,"26,784",727,"4,403",85,"6,994,069","63,384","110,344,437",Asia,227,"11,741",16
31,Israel,"485,434","+8,077","3,645",+49,"412,296","+3,543","69,493",975,"52,778",396,"8,742,628","950,535","9,197,590",Asia,19,"2,523",1
32,Switzerland,"477,983",,"8,253",+23,"317,600",,"152,130",390,"55,017",950,"3,822,336","439,961","8,687,890",Europe,18,"1,053",2
33,Portugal,"476,187","+9,478","7,701",+111,"366,080","+5,899","102,406",540,"46,772",756,"5,896,460","579,165","10,180,976",Europe,21,"1,322",2
34,Morocco,"451,637","+1,416","7,709",+24,"423,541","+1,469","20,387",643,"12,160",208,"4,598,872","123,826","37,139,781",Africa,82,"4,818",8
35,Austria,"379,071","+2,278","6,687",+46,"351,382","+2,167","21,002",369,"41,963",740,"3,871,527","428,577","9,033,439",Europe,24,"1,351",2
36,Saudi Arabia,"363,692",+110,"6,286",+4,"355,382",+174,"2,024",308,"10,362",179,"11,316,104","322,422","35,097,167",Asia,97,"5,583",3
