#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"119,922,966","+11,130","1,569,157",+47,"115,088,071","+30,846","3,265,738","8,956",,,,,,North America,,,,,,
,Asia,"201,407,848","+237,858","1,502,050",+369,"191,417,957","+130,002","8,487,841","9,573",,,,,,Asia,,,,,,
,Europe,"240,350,497","+77,691","1,968,250",+92,"234,151,889","+78,077","4,230,358","7,771",,,,,,Europe,,,,,,
,South America,"65,674,532","+22,660","1,337,513",+114,"63,396,934","+6,013","940,085","10,192",,,,,,South America,,,,,,
,Oceania,"13,236,636","+3,055","22,617",+21,"12,789,348",+9,"424,671",151,,,,,,Australia/Oceania,,,,,,
,Africa,"12,722,057",+532,"258,238",+1,"12,023,370",+225,"440,449",843,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"653,315,257","+352,926","6,657,840",+644,"628,868,275","+245,172","17,789,142","37,486","83,814",854.1,,,,All,,,,,,
1,USA,"101,263,635","+9,168","1,109,725",+46,"98,528,230","+27,887","1,625,680","3,773","302,455","3,315","1,144,407,142","3,418,128","334,805,269",North America,3,302,0,27,0.1,"4,856"
2,India,"44,675,913",+180,"530,654",,"44,139,948",,"5,311",698,"31,761",377,"907,809,042","645,378","1,406,631,776",Asia,31,"2,651",2,0.1,,4
3,France,"38,458,421","+61,482","159,611",,"37,189,228","+14,110","1,109,582",869,"586,395","2,434","271,490,188","4,139,547","65,584,518",Europe,2,411,0,937,,"16,918"
4,Germany,"36,758,926",,"158,966",,"36,053,200","+37,400","546,760","1,406","438,214","1,895","122,332,384","1,458,359","83,883,596",Europe,2,528,1,,,"6,518"
5,Brazil,"35,603,221","+14,765","690,906",+69,"34,354,889",,"557,426","8,318","165,324","3,208","63,776,166","296,146","215,353,593",South America,6,312,3,69,0.3,"2,588"
6,S. Korea,"27,674,163","+62,608","31,029",+54,"26,623,754","+72,806","1,019,380",428,"539,143",605,"15,804,065","307,892","51,329,899",Asia,2,"1,654",3,"1,220",1,"19,859"
7,Japan,"25,950,649","+135,761","51,512",+222,"20,828,723","+21,754","5,070,414",378,"206,638",410,"82,540,464","657,249","125,584,838",Asia,5,"2,438",2,"1,081",2,"40,374"
8,Italy,"24,709,404",,"182,419",,"24,003,910",,"523,075",335,"410,028","3,027","259,639,054","4,308,449","60,262,770",Europe,2,330,0,,,"8,680"
9,UK,"24,053,576",,"197,723",,"23,770,457","+2,428","85,396",146,"351,158","2,887","522,526,476","7,628,357","68,497,907",Europe,3,346,0,,,"1,247"
10,Russia,"21,658,056","+7,397","392,560",+54,"21,055,866","+6,446","209,630","2,300","148,540","2,692","273,400,000","1,875,095","145,805,947",Europe,7,371,1,51,0.4,"1,438"
11,Turkey,"17,005,537",,"101,400",,N/A,N/A,N/A,,"198,751","1,185","162,743,369","1,902,052","85,561,976",Asia,5,844,1,,,"1,385"
12,Spain,"13,632,635",,"116,422",,"13,422,605",,"93,608",339,"291,800","2,492","471,036,328","10,082,298","46,719,142",Europe,3,401,0,,,"2,004"
13,Vietnam,"11,520,445",+408,"43,178",,"10,609,573",+100,"867,694",68,"116,423",436,"85,826,548","867,342","98,953,541",Asia,9,"2,292",1,4,,"8,769"
14,Australia,"10,856,941","+3,053","16,462",+21,"10,546,102",,"294,377",96,"416,473",631,"78,835,048","3,024,116","26,068,792",Australia/Oceania,2,"1,584",0,117,0.8,"11,292"
15,Argentina,"9,739,856",,"130,034",,"9,591,684",,"18,138",241,"211,689","2,826","35,716,069","776,264","46,010,234",South America,5,354,1,,,394
16,Netherlands,"8,550,311",,"22,936",,"8,503,531",,"23,844",33,"496,780","1,333","25,984,435","1,509,718","17,211,447",Europe,2,750,1,,,"1,385"
17,Taiwan,"8,456,104","+14,284","14,641",+24,"8,148,371","+16,184","293,092",,"353,981",613,"28,745,159","1,203,301","23,888,595",Asia,3,"1,632",1,598,1,"12,269"
18,Iran,"7,560,105",+38,"144,658",+6,"7,335,468",+24,"79,979",70,"87,885","1,682","54,420,785","632,632","86,022,837",Asia,11,595,2,0.4,0.07,930
19,Mexico,"7,156,730",,"330,667",,"6,412,560",,"413,503","4,798","54,398","2,513","18,849,619","143,275","131,562,772",North America,18,398,7,,,"3,143"
20,Indonesia,"6,697,201","+2,191","160,198",+23,"6,495,026","+3,507","41,977","2,771","23,993",574,"113,009,498","404,857","279,134,505",Asia,42,"1,742",2,8,0.08,150
21,Poland,"6,357,366",+388,"118,382",+11,"5,335,940",,"903,044","1,530","168,453","3,137","37,852,525","1,002,987","37,739,785",Europe,6,319,1,10,0.3,"23,928"
22,Colombia,"6,323,357",,"141,943",,"6,145,467",,"35,947",342,"122,753","2,755","36,951,507","717,327","51,512,762",South America,8,363,1,,,698
23,Austria,"5,608,411","+3,800","21,265",+8,"5,537,477","+5,362","49,669",47,"618,572","2,345","203,290,090","22,421,594","9,066,710",Europe,2,426,0,419,0.9,"5,478"
24,Portugal,"5,549,479",,"25,584",,"5,505,932",+981,"17,963",61,"547,255","2,523","45,641,725","4,500,903","10,140,570",Europe,2,396,0,,,"1,771"
25,Greece,"5,448,700",,"34,482",,"5,370,208",,"44,010",115,"528,147","3,342","100,913,205","9,781,599","10,316,637",Europe,2,299,0,,,"4,266"
26,Ukraine,"5,346,094",,"110,640",,"5,221,792",+965,"13,662",,"123,775","2,562","32,603,805","754,855","43,192,122",Europe,8,390,1,,,316
27,Malaysia,"5,009,767","+1,315","36,753",+5,"4,953,837","+2,601","19,177",73,"150,983","1,108","66,726,799","2,010,990","33,181,072",Asia,7,903,0,40,0.2,578
28,Chile,"4,955,536","+2,342","62,708",+25,"4,883,016","+2,552","9,812",126,"257,428","3,258","47,283,225","2,456,247","19,250,195",South America,4,307,0,122,1,510
