#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"120,893,287","+32,786","1,575,571",+175,"115,715,304","+33,177","3,602,412","9,376",,,,,,North America,,,,,,
,Asia,"204,576,729","+311,961","1,507,446",+544,"192,606,100","+95,693","10,463,183","10,024",,,,,,Asia,,,,,,
,Europe,"242,024,418","+70,223","1,975,651",+218,"235,762,459","+115,478","4,286,308","7,834",,,,,,Europe,,,,,,
,South America,"66,422,357","+59,242","1,339,977",+298,"63,951,536","+53,166","1,130,844","10,188",,,,,,South America,,,,,,
,Oceania,"13,452,125","+3,599","23,012",+22,"12,866,360",,"562,753",154,,,,,,Australia/Oceania,,,,,,
,Africa,"12,734,989",+855,"258,321",,"12,032,669",+543,"443,999",844,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"660,104,626","+478,666","6,679,993","+1,257","632,935,134","+298,057","20,489,499","38,420","84,685",857.0,,,,All,,,,,,
1,USA,"102,109,583","+29,963","1,115,216",+173,"99,075,091","+29,520","1,919,276","4,193","304,982","3,331","1,150,067,791","3,435,035","334,805,269",North America,3,300,0,89,0.5,"5,733"
2,India,"44,677,820",+226,"530,681",,"44,142,432",,"4,707",698,"31,762",377,"909,517,715","646,593","1,406,631,776",Asia,31,"2,651",2,0.2,,3
3,France,"39,075,247","+49,517","160,994",+120,"37,814,186","+58,881","1,100,067",869,"595,800","2,455","271,490,188","4,139,547","65,584,518",Europe,2,407,0,755,2,"16,773"
4,Germany,"37,136,414",,"160,424",,"36,375,300","+29,200","600,690","1,406","442,714","1,912","122,332,384","1,458,359","83,883,596",Europe,2,523,1,,,"7,161"
5,Brazil,"36,080,427","+43,392","692,572",+165,"34,712,349","+21,421","675,506","8,318","167,540","3,216","63,776,166","296,146","215,353,593",South America,6,311,3,201,0.8,"3,137"
