#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"32,776,977","+89,520","732,786","+3,403","22,212,969","+99,628","9,831,222","24,621",,,,,,North America,,,
,Asia,"24,365,752","+68,201","389,972",+923,"22,920,568","+68,856","1,055,212","22,028",,,,,,Asia,,,
,South America,"17,287,446","+71,358","451,008","+1,867","15,643,542","+50,371","1,192,896","20,056",,,,,,South America,,,
,Europe,"32,902,280","+149,065","786,467","+3,918","21,931,499","+111,053","10,184,314","26,135",,,,,,Europe,,,
,Africa,"3,834,255","+10,741","100,847",+375,"3,374,727","+13,530","358,681","2,387",,,,,,Africa,,,
,Oceania,"50,714",+21,"1,084",+1,"34,229",+4,"15,401",4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"111,218,145","+388,906","2,462,179","+10,487","86,118,240","+343,442","22,637,726","95,231","14,268",315.9,,,,All,,,
1,USA,"28,599,137","+74,445","507,500","+2,182","18,789,718","+86,297","9,301,919","18,014","86,081","1,528","343,406,817","1,033,624","332,235,623",North America,12,655,1
2,India,"10,976,776","+14,587","156,240",+117,"10,675,882","+10,814","144,654","8,944","7,905",113,"209,474,862","150,853","1,388,604,896",Asia,127,"8,888",7
3,Brazil,"10,081,693","+51,067","244,955","+1,345","9,029,159","+33,913","807,579","8,318","47,217","1,147","28,600,000","133,946","213,518,604",South America,21,872,7
4,Russia,"4,139,031","+13,433","82,396",+470,"3,679,949","+18,637","376,686","2,300","28,355",564,"108,300,000","741,911","145,974,320",Europe,35,"1,772",1
5,UK,"4,095,269","+12,027","119,920",+533,"2,331,001",,"1,644,348","2,535","60,125","1,761","84,710,387","1,243,681","68,112,609",Europe,17,568,1
6,France,"3,560,764","+24,116","83,964",+409,"247,127",,"3,229,673","3,394","54,475","1,285","49,251,253","753,476","65,365,430",Europe,18,778,1
7,Spain,"3,133,122","+11,435","67,101",+397,"2,471,986","+28,803","594,035","3,739","66,995","1,435","37,334,915","798,329","46,766,313",Europe,15,697,1
8,Italy,"2,780,882","+15,479","95,235",+348,"2,303,199","+17,175","382,448","2,059","46,037","1,577","37,501,875","620,839","60,405,145",Europe,22,634,2
9,Turkey,"2,624,019","+7,419","27,903",+82,"2,511,548","+7,498","84,568","1,185","30,902",329,"32,098,166","378,008","84,914,059",Asia,32,"3,043",3
10,Germany,"2,381,250","+9,041","68,118",+571,"2,176,300","+10,400","136,832","3,177","28,364",811,"42,872,730","510,667","83,954,352",Europe,35,"1,232",2
