#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"58,776,569","+22,023","1,189,894",+359,"47,340,415","+18,613","10,246,260","18,691",,,,,,North America,,,,,,
,Asia,"81,952,150","+77,542","1,211,264","+1,052","79,217,926","+74,874","1,522,960","29,648",,,,,,Asia,,,,,,
,South America,"38,951,187","+9,719","1,181,127",+171,"37,027,280","+11,220","742,780","12,642",,,,,,South America,,,,,,
,Europe,"72,976,227","+265,102","1,407,011","+2,535","64,337,988","+188,642","7,231,228","20,853",,,,,,Europe,,,,,,
,Africa,"8,718,026","+5,391","223,352",+69,"8,115,039","+5,667","379,635","1,866",,,,,,Africa,,,,,,
,Oceania,"364,989","+1,491","4,198",+8,"326,516",+435,"34,275",165,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"261,739,869","+381,268","5,216,861","+4,194","236,365,870","+299,451","20,157,138","83,865","33,579",669.3,,,,All,,,,,,
1,USA,"49,093,775","+16,080","799,391",+79,"38,874,408","+12,694","9,419,976","12,510","147,105","2,395","748,371,443","2,242,421","333,733,637",North America,7,417,0,48,0.2,"28,226"
2,India,"34,578,749","+6,226","468,574",+20,"33,998,278","+9,481","111,897","8,944","24,715",335,"638,247,889","456,189","1,399,087,302",Asia,40,"2,986",2,4,0.01,80
3,Brazil,"22,080,906","+4,043","614,314",+78,"21,293,314","+5,033","173,278","8,318","102,853","2,861","63,776,166","297,068","214,685,129",South America,10,349,3,19,0.4,807
4,UK,"10,146,915","+37,681","144,775",+51,"8,985,054","+33,221","1,017,086",925,"148,373","2,117","358,682,719","5,244,836","68,387,784",Europe,7,472,0,551,0.7,"14,872"
5,Russia,"9,570,373","+33,548","272,755","+1,224","8,268,111","+30,646","1,029,507","2,300","65,540","1,868","224,100,000","1,534,695","146,022,541",Europe,15,535,1,230,8,"7,050"
6,Turkey,"8,746,055","+21,655","76,446",+213,"8,278,610","+20,007","390,999","1,405","102,155",893,"106,962,684","1,249,339","85,615,390",Asia,10,"1,120",1,253,2,"4,567"
7,France,"7,620,048","+31,648","118,894",+23,"7,100,810","+2,163","400,344","1,563","116,378","1,816","162,981,031","2,489,142","65,476,789",Europe,9,551,0,483,0.4,"6,114"
8,Iran,"6,108,882","+3,781","129,629",+80,"5,863,248","+10,182","116,005","3,347","71,445","1,516","38,439,240","449,558","85,504,572",Asia,14,660,2,44,0.9,"1,357"
9,Germany,"5,782,961","+38,444","101,411",+71,"4,823,700","+20,600","857,850","4,202","68,713","1,205","83,816,414","995,906","84,160,960",Europe,15,830,1,457,0.8,"10,193"
10,Argentina,"5,326,448",+888,"116,529",+12,"5,191,054","+1,547","18,865",600,"116,351","2,545","26,132,048","570,829","45,779,126",South America,9,393,2,19,0.3,412
11,Spain,"5,131,012",,"87,955",,"4,914,286",,"128,771",597,"109,683","1,880","66,213,858","1,415,423","46,780,268",Europe,9,532,1,,,"2,753"
12,Colombia,"5,065,373","+2,196","128,437",+43,"4,905,431","+2,200","31,505",342,"98,079","2,487","28,017,929","542,503","51,645,633",South America,10,402,2,43,0.8,610
13,Italy,"5,007,818","+12,932","133,674",+47,"4,687,701","+5,383","186,443",638,"82,998","2,215","118,335,763","1,961,258","60,336,672",Europe,12,451,1,214,0.8,"3,090"
14,Indonesia,"4,255,936",+264,"143,808",+1,"4,103,914",+275,"8,214",,"15,332",518,"53,947,389","194,341","277,591,391",Asia,65,"1,930",5,1.0,,30
15,Mexico,"3,882,792","+2,956","293,859",+245,"3,238,558","+2,040","350,375","4,798","29,676","2,246","11,828,650","90,407","130,837,902",North America,34,445,11,23,2,"2,678"
16,Poland,"3,507,828","+20,576","83,037",+51,"3,000,312","+22,204","424,479","1,816","92,829","2,197","24,289,149","642,770","37,788,261",Europe,11,455,2,545,1,"11,233"
17,Ukraine,"3,422,023","+7,483","85,117",+400,"2,910,237","+10,270","426,669",177,"78,914","1,963","15,819,249","364,803","43,363,807",Europe,13,509,3,173,9,"9,839"
18,South Africa,"2,961,406","+2,858","89,797",+6,"2,847,771",+688,"23,838",546,"49,062","1,488","19,413,079","321,621","60,360,124",Africa,20,672,3,47,0.10,395
19,Philippines,"2,831,807",+838,"48,361",+156,"2,766,816","+1,217","16,630","1,023","25,367",433,"24,146,328","216,303","111,631,712",Asia,39,"2,308",5,8,1,149
20,Malaysia,"2,623,816","+4,239","30,309",+29,"2,527,052","+5,007","66,455",511,"79,632",920,"37,558,312","1,139,890","32,949,075",Asia,13,"1,087",1,129,0.9,"2,017"
21,Netherlands,"2,599,579","+22,133","19,317",+45,"2,096,666","+7,334","483,596",546,"151,242","1,124","19,205,114","1,117,341","17,188,231",Europe,7,890,1,"1,288",3,"28,135"
22,Peru,"2,232,749",,"201,071",,N/A,N/A,N/A,954,"66,416","5,981","20,204,659","601,015","33,617,584",South America,15,167,2,,,"9,251"
23,Czechia,"2,123,059","+12,514","32,837",+44,"1,822,788",+176,"267,434",948,"197,734","3,058","43,471,260","4,048,756","10,736,943",Europe,5,327,0,"1,166",4,"24,908"
24,Thailand,"2,106,813","+5,854","20,705",+30,"2,006,856","+6,354","79,252","1,595","30,077",296,"14,913,135","212,903","70,046,474",Asia,33,"3,383",5,84,0.4,"1,131"
25,Iraq,"2,079,622",+538,"23,793",+21,"2,042,299","+1,321","13,530",109,"50,123",573,"16,302,398","392,922","41,490,144",Asia,20,"1,744",3,13,0.5,326
26,Canada,"1,786,246","+1,892","29,633",+5,"1,728,979",+649,"27,634",480,"46,751",776,"48,485,587","1,269,003","38,207,636",North America,21,"1,289",1,50,0.1,723
27,Romania,"1,776,949","+1,377","56,275",+88,"1,679,942","+4,758","40,732","1,212","93,244","2,953","15,975,149","838,283","19,056,987",Europe,11,339,1,72,5,"2,137"
28,Chile,"1,759,405","+2,328","38,313",+31,"1,652,453","+2,244","68,639",676,"90,939","1,980","25,485,043","1,317,259","19,347,024",South America,11,505,1,120,2,"3,548"
29,Japan,"1,727,062",+127,"18,358",+1,"1,707,758",+133,946,43,"13,714",146,"27,794,963","220,715","125,931,373",Asia,73,"6,860",5,1,0.01,8
30,Belgium,"1,701,633",,"26,840",,"1,307,154",,"367,639",669,"145,930","2,302","24,287,332","2,082,855","11,660,599",Europe,7,434,0,,,"31,528"
31,Bangladesh,"1,575,784",+205,"27,978",+3,"1,540,317",+299,"7,489","1,384","9,436",168,"10,852,058","64,984","166,997,084",Asia,106,"5,969",15,1,0.02,45
32,Israel,"1,342,210",+329,"8,189",+5,"1,327,046",,"6,975",125,"143,921",878,"31,188,024","3,344,202","9,326,000",Asia,7,"1,139",0,35,0.5,748
33,Pakistan,"1,284,189",+303,"28,709",+5,"1,241,761",+172,"13,719",946,"5,659",127,"21,913,668","96,571","226,918,495",Asia,177,"7,904",10,1,0.02,60
34,Serbia,"1,250,393","+1,674","11,588",+51,"1,185,545","+4,553","53,260",209,"143,925","1,334","6,782,905","780,737","8,687,821",Europe,7,750,1,193,6,"6,130"
35,Vietnam,"1,210,340","+12,936","24,882",+190,"958,636","+1,712","226,822","6,096","12,279",252,"67,855,824","688,399","98,570,511",Asia,81,"3,962",1,131,2,"2,301"
36,Sweden,"1,198,848",,"15,113",,"1,157,338","+2,057","26,397",32,"117,674","1,483","13,586,095","1,333,557","10,187,866",Europe,8,674,1,,,"2,591"
37,Austria,"1,143,283","+10,478","12,388",+39,"982,292","+14,107","148,603",620,"125,930","1,365","109,825,145","12,097,008","9,078,703",Europe,8,733,0,"1,154",4,"16,368"
38,Portugal,"1,142,707","+2,897","18,417",+12,"1,070,573",+857,"53,717",104,"112,528","1,814","21,165,845","2,084,308","10,154,853",Europe,9,551,0,285,1,"5,290"
39,Hungary,"1,068,888",,"33,866",,"862,534",,"172,488",695,"111,044","3,518","8,298,820","862,142","9,625,818",Europe,9,284,1,,,"17,919"
40,Switzerland,"982,290",,"11,489",+1,"858,435","+1,793","112,366",179,"112,343","1,314","12,159,978","1,390,719","8,743,663",Europe,9,761,1,,0.1,"12,851"
41,Kazakhstan,"970,092",+847,"12,667",+16,"933,986",+879,"23,439",528,"50,810",663,"11,575,012","606,259","19,092,532",Asia,20,"1,507",2,44,0.8,"1,228"
42,Cuba,"962,220",+153,"8,300",,"952,938",+199,982,30,"85,025",733,"11,066,303","977,858","11,316,884",North America,12,"1,363",1,14,,87
43,Morocco,"949,732",+84,"14,774",,"931,985",+102,"2,973",347,"25,309",394,"10,416,645","277,586","37,525,770",Africa,40,"2,540",4,2,,79
44,Jordan,"943,305","+4,012","11,551",+36,"880,572","+2,416","51,182","1,028","91,179","1,117","12,057,798","1,165,500","10,345,598",Asia,11,896,1,388,3,"4,947"
45,Greece,"924,506","+3,823","17,959",+98,"829,327","+8,047","77,220",647,"89,312","1,735","35,624,841","3,441,558","10,351,371",Europe,11,576,0,369,9,"7,460"
46,Georgia,"838,639","+3,333","11,927",+56,"779,510","+5,052","47,202",,"210,799","2,998","11,486,807","2,887,303","3,978,387",Asia,5,334,0,838,14,"11,865"
47,Nepal,"820,878",+154,"11,523",+2,"802,389",+342,"6,966",,"27,479",386,"4,611,000","154,352","29,873,223",Asia,36,"2,592",6,5,0.07,233
48,UAE,"741,918",+60,"2,146",+1,"736,778",+79,"2,994",,"73,761",213,"100,819,432","10,023,370","10,058,437",Asia,14,"4,687",0,6,0.10,298
49,Tunisia,"717,258",+95,"25,363",,"690,791",+84,"1,104",58,"59,809","2,115","3,169,379","264,279","11,992,545",Africa,17,473,4,8,,92
50,Bulgaria,"689,356",+728,"28,101",+58,"555,963",+520,"105,292",756,"100,273","4,088","6,513,142","947,395","6,874,790",Europe,10,245,1,106,8,"15,316"
51,Lebanon,"668,087","+1,319","8,709",+8,"631,294",,"28,084",186,"98,503","1,284","4,795,578","707,061","6,782,411",Asia,10,779,1,194,1,"4,141"
52,Slovakia,"667,961","+7,575","14,274",+46,"545,872","+5,753","107,815",545,"122,262","2,613","4,549,580","832,743","5,463,364",Europe,8,383,1,"1,387",8,"19,734"
53,Belarus,"651,839","+1,671","5,054",+13,"638,844","+2,191","7,941",,"69,015",535,"10,366,695","1,097,592","9,444,948",Europe,14,"1,869",1,177,1,841
54,Guatemala,"617,495",,"15,917",,"599,826",,"1,752",5,"33,594",866,"3,107,294","169,047","18,381,240",North America,30,"1,155",6,,,95
55,Croatia,"603,316","+3,339","10,759",+64,"558,231","+3,502","34,326",330,"148,249","2,644","3,433,761","843,755","4,069,620",Europe,7,378,1,820,16,"8,435"
56,Azerbaijan,"585,783","+1,662","7,807",+18,"551,724","+2,391","26,252",,"57,051",760,"5,521,070","537,711","10,267,726",Asia,18,"1,315",2,162,2,"2,557"
57,Costa Rica,"566,560",,"7,287",,"543,875",,"15,398",92,"109,808","1,412","2,715,029","526,214","5,159,549",North America,9,708,2,,,"2,984"
58,Sri Lanka,"562,520",+742,"14,305",+27,"529,662",+422,"18,553",,"26,116",664,"5,640,979","261,889","21,539,591",Asia,38,"1,506",4,34,1,861
59,Ireland,"560,054","+3,735","5,652",,"436,646","+2,551","117,756",117,"111,668","1,127","8,762,233","1,747,082","5,015,353",Europe,9,887,1,745,,"23,479"
60,Saudi Arabia,"549,695",+24,"8,833",+1,"538,856",+32,"2,006",48,"15,451",248,"31,078,369","873,578","35,575,968",Asia,65,"4,028",1,0.7,0.03,56
61,Bolivia,"535,115",,"19,137",,"490,521",,"25,457",220,"44,979","1,609","2,578,215","216,713","11,896,887",South America,22,622,5,,,"2,140"
62,Ecuador,"524,432",,"33,128",,"443,880",,"47,424",759,"29,103","1,838","1,991,800","110,535","18,019,649",South America,34,544,9,,,"2,632"
63,Myanmar,"521,561",+350,"19,088",+9,"496,081",+673,"6,392",,"9,496",348,"5,541,974","100,904","54,922,975",Asia,105,"2,877",10,6,0.2,116
64,Denmark,"478,927","+4,290","2,872",+9,"403,118",,"72,937",51,"82,277",493,"93,173,233","16,006,655","5,820,906",Europe,12,"2,027",0,737,2,"12,530"
65,Panama,"477,306",,"7,361",,"467,285",,"2,660",20,"108,227","1,669","4,224,325","957,845","4,410,239",North America,9,599,1,,,603
66,Lithuania,"467,900","+1,222","6,692",+19,"432,184",+293,"29,024",131,"175,323","2,508","6,111,336","2,289,929","2,668,788",Europe,6,399,0,458,7,"10,875"
