#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"47,606,808","+64,873","990,526","+1,195","37,447,302","+43,393","9,168,980","32,669",,,,,,North America,,,,,,
,Asia,"69,636,738","+243,958","1,027,771","+3,892","64,832,128","+235,219","3,776,839","41,585",,,,,,Asia,,,,,,
,South America,"36,861,462","+18,589","1,128,455",+465,"34,642,320","+28,749","1,090,687","23,155",,,,,,South America,,,,,,
,Europe,"55,097,331","+100,439","1,170,200","+1,165","50,117,445","+94,910","3,809,686","11,375",,,,,,Europe,,,,,,
,Africa,"7,812,310","+20,109","195,142",+572,"6,909,094","+23,265","708,074","4,551",,,,,,Africa,,,,,,
,Oceania,"159,365","+1,785","2,089",+6,"113,354",+226,"43,922",231,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"217,174,735","+449,753","4,514,198","+7,295","194,062,349","+425,762","18,598,188","113,566","27,861",579.1,,,,All,,,,,,
1,USA,"39,664,831","+36,578","654,689",+284,"30,826,478","+14,236","8,183,664","25,452","119,024","1,965","579,364,654","1,738,518","333,251,943",North America,8,509,1,110,0.9,"24,557"
2,India,"32,737,569","+43,381","438,387",+527,"31,915,969","+34,841","383,213","8,944","23,456",314,"518,642,929","371,596","1,395,716,635",Asia,43,"3,184",3,31,0.4,275
3,Brazil,"20,741,815","+13,210","579,330",+278,"19,663,748","+17,348","498,737","8,318","96,784","2,703","56,897,224","265,490","214,310,027",South America,10,370,4,62,1,"2,327"
4,Russia,"6,882,827","+19,286","181,637",+797,"6,148,250","+16,804","552,940","2,300","47,140","1,244","178,100,000","1,219,804","146,007,035",Europe,21,804,1,132,5,"3,787"
5,France,"6,742,488","+13,630","114,210",+53,"6,196,776","+5,701","431,502","2,270","103,032","1,745","121,518,857","1,856,923","65,440,981",Europe,10,573,1,208,0.8,"6,594"
6,UK,"6,731,423","+33,196","132,437",+61,"5,383,649","+45,730","1,215,337",982,"98,558","1,939","266,714,771","3,905,088","68,299,300",Europe,10,516,0,486,0.9,"17,794"
7,Turkey,"6,346,881","+17,332","56,213",+255,"5,809,710","+11,396","480,958",633,"74,328",658,"75,857,048","888,361","85,389,874",Asia,13,"1,519",1,203,3,"5,632"
8,Argentina,"5,173,531","+2,073","111,383",+59,"4,862,284","+7,955","199,864","2,747","113,266","2,439","21,946,074","480,472","45,676,111",South America,9,410,2,45,1,"4,376"
9,Iran,"4,926,964","+31,516","106,482",+581,"4,146,742","+29,644","673,740","7,877","57,803","1,249","28,213,229","330,996","85,237,281",Asia,17,800,3,370,7,"7,904"
10,Colombia,"4,905,258","+1,954","124,811",+68,"4,736,032","+1,870","44,415","8,155","95,228","2,423","24,092,793","467,723","51,510,867",South America,11,413,2,38,1,862
11,Spain,"4,831,809",,"84,000",,"4,258,193",,"489,616","1,685","103,297","1,796","60,618,810","1,295,944","46,775,781",Europe,10,557,1,,,"10,467"
12,Italy,"4,530,246","+5,959","129,093",+37,"4,260,106","+4,298","141,047",525,"75,055","2,139","83,618,273","1,385,356","60,358,689",Europe,13,468,1,99,0.6,"2,337"
13,Indonesia,"4,073,831","+7,427","131,923",+551,"3,724,318","+16,468","217,590",,"14,714",476,"31,866,410","115,094","276,872,695",Asia,68,"2,099",9,27,2,786
14,Germany,"3,940,211","+6,642","92,643",+12,"3,726,700","+3,500","120,868","1,008","46,855","1,102","68,329,706","812,535","84,094,524",Europe,21,908,1,79,0.1,"1,437"
15,Mexico,"3,328,863","+17,546","257,906",+756,"2,655,396","+15,493","415,561","4,798","25,508","1,976","9,698,652","74,318","130,501,308",North America,39,506,13,134,6,"3,184"
16,Poland,"2,888,231",+204,"75,340",,"2,656,855",+147,"156,036",57,"76,411","1,993","19,711,583","521,491","37,798,527",Europe,13,502,2,5,,"4,128"
17,South Africa,"2,764,931","+7,740","81,595",+134,"2,526,199","+6,418","157,137",546,"45,949","1,356","16,393,971","272,442","60,174,219",Africa,22,737,4,129,2,"2,611"
