#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,518,452","+60,058","790,151","+1,769","25,821,144","+80,880","7,907,157","17,930",,,,,,North America,,,
,South America,"19,206,288","+92,705","496,336","+2,305","17,187,175","+55,533","1,522,777","19,143",,,,,,South America,,,
,Asia,"26,076,096","+88,549","409,215",+835,"24,388,797","+72,713","1,278,084","22,666",,,,,,Asia,,,
,Europe,"36,122,149","+183,074","854,314","+2,624","25,512,940","+85,829","9,754,895","27,099",,,,,,Europe,,,
,Africa,"4,057,455","+9,918","107,729",+295,"3,625,871","+11,664","323,855","2,531",,,,,,Africa,,,
,Oceania,"52,242",+48,"1,099",,"34,370",+6,"16,773",4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"120,033,403","+434,352","2,658,859","+7,828","96,571,003","+306,625","20,803,541","89,373","15,399",341.1,,,,All,,,
1,USA,"30,042,814","+47,960","546,556",+988,"22,107,924","+70,880","7,388,334","11,371","90,395","1,645","377,497,667","1,135,837","332,352,077",North America,11,608,1
2,Brazil,"11,439,250","+70,934","277,216","+1,940","10,036,947","+35,967","1,125,087","8,318","53,552","1,298","28,600,000","133,889","213,609,288",South America,19,771,7
3,India,"11,358,644","+25,153","158,642",+159,"10,987,855","+16,508","212,147","8,944","8,175",114,"225,839,273","162,542","1,389,419,783",Asia,122,"8,758",6
4,Russia,"4,380,525","+9,908","91,695",+475,"3,985,897","+12,868","302,933","2,300","30,008",628,"114,800,000","786,419","145,978,069",Europe,33,"1,592",1
5,UK,"4,253,820","+5,534","125,464",+121,"3,424,092",,"704,264","1,110","62,433","1,841","103,053,938","1,512,519","68,134,001",Europe,16,543,1
6,France,"4,045,319","+29,759","90,315",+169,"272,615",+937,"3,682,389","4,070","61,880","1,382","56,824,073","869,214","65,374,087",Europe,16,724,1
7,Italy,"3,201,838","+26,062","101,881",+317,"2,579,896","+14,970","520,061","2,982","53,011","1,687","44,349,338","734,263","60,399,822",Europe,19,593,1
8,Spain,"3,183,704",,"72,258",,"2,857,714",,"253,732","2,186","68,075","1,545","40,292,390","861,549","46,767,398",Europe,15,647,1
9,Turkey,"2,866,012","+15,082","29,421",+65,"2,685,560","+15,287","151,031","1,350","33,730",346,"34,993,578","411,841","84,968,579",Asia,30,"2,888",2
10,Germany,"2,569,850","+10,554","73,907",+117,"2,352,600","+7,000","143,343","2,848","30,604",880,"46,319,641","551,619","83,970,413",Europe,33,"1,136",2
11,Colombia,"2,299,082","+4,465","61,046",+96,"2,199,508","+3,939","38,528","1,982","44,852","1,191","11,959,552","233,316","51,259,107",South America,22,840,4
12,Argentina,"2,192,025","+6,278","53,646",+68,"1,981,157","+6,291","157,222","3,454","48,194","1,179","7,972,452","175,282","45,483,666",South America,21,848,6
13,Mexico,"2,157,771","+6,743","193,851",+709,"1,696,739","+5,646","267,181","4,798","16,615","1,493","5,737,083","44,175","129,872,506",North America,60,670,23
14,Poland,"1,889,360","+21,049","47,068",+343,"1,546,151","+15,667","296,141","2,011","49,960","1,245","10,609,077","280,532","37,817,707",Europe,20,803,4
15,Iran,"1,739,360","+7,802","61,142",+73,"1,485,179","+7,591","193,039","3,836","20,526",722,"11,651,917","137,505","84,737,946",Asia,49,"1,386",7
16,South Africa,"1,528,414","+1,541","51,261",+82,"1,452,988","+3,334","24,165",546,"25,547",857,"9,426,589","157,564","59,826,923",Africa,39,"1,167",6
17,Ukraine,"1,451,744","+13,276","28,158",+243,"1,219,773","+4,897","203,813",177,"33,335",647,"7,328,468","168,276","43,550,185",Europe,30,"1,547",6
