#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"41,782,624","+65,973","933,783",+628,"34,993,342","+32,788","5,855,499","13,807",,,,,,North America,,,,,,
,Asia,"60,270,967","+216,450","866,727","+3,636","56,698,318","+175,710","2,705,922","31,382",,,,,,Asia,,,,,,
,South America,"35,086,128","+62,867","1,075,940","+1,783","32,537,446","+43,118","1,472,742","26,422",,,,,,South America,,,,,,
,Europe,"50,642,542","+107,567","1,125,915","+1,012","46,463,345","+47,044","3,053,282","6,845",,,,,,Europe,,,,,,
,Africa,"6,486,608","+29,591","163,829",+866,"5,675,895","+24,867","646,884","4,367",,,,,,Africa,,,,,,
,Oceania,"94,917",+177,"1,459",,"74,662",,"18,796",68,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"194,364,507","+482,625","4,167,668","+7,925","176,443,714","+323,527","13,753,125","82,891","24,935",534.7,,,,All,,,,,,
1,USA,"35,183,993","+36,101","626,700",+138,"29,507,123","+9,248","5,050,170","6,789","105,638","1,882","521,645,958","1,566,216","333,061,383",North America,9,531,1,108,0.4,"15,163"
2,India,"31,371,486","+40,284","420,585",+542,"30,535,490","+40,052","415,411","8,944","22,498",302,"454,570,811","326,001","1,394,383,184",Asia,44,"3,315",3,29,0.4,298
3,Brazil,"19,670,534","+38,091","549,500","+1,080","18,340,760","+9,298","780,274","8,318","91,849","2,566","54,786,381","255,818","214,161,636",South America,11,390,4,178,5,"3,643"
4,Russia,"6,102,469","+23,947","153,095",+799,"5,471,956","+21,952","477,418","2,300","41,797","1,049","161,400,000","1,105,473","146,000,901",Europe,24,954,1,164,5,"3,270"
5,France,"5,978,695","+25,624","111,616",+25,"5,674,612","+2,523","192,467",878,"91,380","1,706","100,979,325","1,543,394","65,426,815",Europe,11,586,1,392,0.4,"2,942"
6,UK,"5,669,260","+31,795","129,130",+86,"4,442,617","+7,678","1,097,513",699,"83,049","1,892","237,814,221","3,483,728","68,264,295",Europe,12,529,0,466,1,"16,077"
7,Turkey,"5,587,378","+12,381","50,879",+58,"5,415,937","+5,383","120,562",543,"65,502",596,"66,139,840","775,373","85,300,659",Asia,15,"1,677",1,145,0.7,"1,413"
8,Argentina,"4,839,109","+11,136","103,584",+225,"4,480,336","+15,349","255,189","4,318","106,039","2,270","18,797,859","411,914","45,635,358",South America,9,441,2,244,5,"5,592"
9,Colombia,"4,716,798","+11,064","118,538",+350,"4,477,155","+14,576","121,105","8,155","91,664","2,304","22,021,585","427,956","51,457,553",South America,11,434,2,215,7,"2,353"
10,Italy,"4,312,673","+5,140","127,942",+5,"4,122,208","+1,362","62,523",172,"71,440","2,119","76,051,796","1,259,816","60,367,400",Europe,14,472,1,85,0.08,"1,036"
11,Spain,"4,280,429",,"81,221",,"3,683,457",,"515,751","1,292","91,513","1,736","55,184,196","1,179,805","46,774,006",Europe,11,576,1,,,"11,026"
12,Germany,"3,761,850","+1,580","92,036",+12,"3,644,100",+800,"25,714",355,"44,748","1,095","65,845,568","783,240","84,068,242",Europe,22,913,1,19,0.1,306
13,Iran,"3,664,286","+18,632","88,532",+259,"3,239,172","+18,727","336,582","4,784","43,043","1,040","25,400,499","298,368","85,131,540",Asia,23,962,3,219,3,"3,954"
14,Indonesia,"3,127,826","+45,416","82,013","+1,415","2,471,678","+39,767","574,135",,"11,309",297,"24,661,999","89,165","276,588,376",Asia,88,"3,372",11,164,5,"2,076"
15,Poland,"2,882,066",+122,"75,241",+6,"2,653,221",+49,"153,604",49,"76,240","1,990","18,302,896","484,170","37,802,589",Europe,13,502,2,3,0.2,"4,063"
16,Mexico,"2,726,160","+16,421","237,954",+328,"2,129,788","+8,973","358,418","4,798","20,911","1,825","8,143,484","62,465","130,368,150",North America,48,548,16,126,3,"2,749"
17,South Africa,"2,368,105","+12,056","69,488",+413,"2,147,168","+13,972","151,449",546,"39,402","1,156","14,527,278","241,716","60,100,674",Africa,25,865,4,201,7,"2,520"
