#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"101,315,226","+6,300","1,473,483",+19,"95,818,467","+102,121","4,023,276","7,978",,,,,,North America,,,,,,
,Asia,"155,635,895","+218,870","1,431,413",+244,"148,346,264","+260,422","5,858,218","11,151",,,,,,Asia,,,,,,
,South America,"57,614,108","+17,089","1,298,597",+62,"53,473,030","+4,321","2,842,481","10,491",,,,,,South America,,,,,,
,Europe,"196,143,189","+47,682","1,840,185",+141,"185,111,824","+87,498","9,191,180","6,947",,,,,,Europe,,,,,,
,Oceania,"8,674,847","+31,755","12,266",+39,"8,217,339","+5,050","445,242",124,,,,,,Australia/Oceania,,,,,,
,Africa,"12,138,934","+2,166","254,849",+8,"11,330,073","+5,975","554,012",963,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"531,522,920","+323,862","6,310,808",+513,"502,297,703","+465,387","22,914,409","37,654","68,189",809.6,,,,All,,,,,,
1,USA,"85,716,214","+4,772","1,031,273",+14,"82,105,073","+99,770","2,579,868","2,526","256,101","3,081","1,028,190,120","3,072,003","334,697,023",North America,4,325,0,14,0.04,"7,708"
2,India,"43,154,737","+1,694","524,586",,"42,611,370",,"18,781",698,"30,697",373,"849,324,833","604,145","1,405,828,638",Asia,33,"2,680",2,1,,13
3,Brazil,"30,953,579","+8,195","666,496",+61,"29,944,585","+1,495","342,498","8,318","143,679","3,094","63,776,166","296,034","215,435,333",South America,7,323,3,38,0.3,"1,590"
4,France,"29,479,438","+16,440","148,129",,"28,816,646","+7,354","514,663","1,173","449,735","2,260","271,490,188","4,141,828","65,548,405",Europe,2,443,0,251,,"7,852"
5,Germany,"26,286,888","+6,667","139,132",,"25,137,800","+18,300","1,009,956",741,"311,848","1,651","122,332,384","1,451,261","84,293,831",Europe,3,606,1,79,,"11,981"
6,UK,"22,277,696",,"178,465",,"21,902,369","+9,021","196,862",188,"324,915","2,603","522,526,476","7,620,920","68,564,751",Europe,3,384,0,,,"2,871"
7,Russia,"18,324,036","+4,188","378,955",+85,"17,729,851","+4,411","215,230","2,300","125,461","2,595","273,400,000","1,871,916","146,053,552",Europe,8,385,1,29,0.6,"1,474"
8,S. Korea,"18,080,323","+12,654","24,158",+19,"17,634,655","+43,863","421,510",188,"352,078",470,"15,804,065","307,753","51,353,158",Asia,3,"2,126",3,246,0.4,"8,208"
9,Italy,"17,388,877","+14,826","166,569",+27,"16,510,260","+24,636","712,048",260,"288,408","2,763","220,786,003","3,661,907","60,292,636",Europe,3,362,0,246,0.4,"11,810"
10,Turkey,"15,070,864",+864,"98,957",+2,"14,969,305","+2,255","2,602",975,"175,107","1,150","162,481,163","1,887,858","86,066,424",Asia,6,870,1,10,0.02,30
11,Spain,"12,326,264",,"106,341",,"11,715,260",,"504,663",339,"263,442","2,273","471,036,328","10,067,193","46,789,243",Europe,4,440,0,,,"10,786"
12,Vietnam,"10,717,251",+890,"43,078",,"9,448,352","+8,439","1,225,821",189,"108,249",435,"85,816,124","866,781","99,005,579",Asia,9,"2,298",1,9,,"12,381"
13,Argentina,"9,178,795",,"128,825",,"8,895,999",,"153,971",300,"199,603","2,801","35,716,069","776,687","45,985,155",South America,5,357,1,,,"3,348"
14,Japan,"8,790,786","+24,919","30,536",+39,"8,464,879","+34,450","295,371",88,"69,913",243,"52,334,878","416,216","125,739,690",Asia,14,"4,118",2,198,0.3,"2,349"
15,Netherlands,"8,081,992",,"22,314",,"8,023,139","+1,245","36,539",38,"469,691","1,297","21,107,399","1,226,673","17,207,030",Europe,2,771,1,,,"2,123"
16,Iran,"7,231,562",+175,"141,308",+2,"7,046,136","+1,637","44,118",573,"84,050","1,642","52,090,424","605,427","86,039,154",Asia,12,609,2,2,0.02,513
17,Australia,"7,216,152","+26,787","8,460",+30,"6,867,117",,"340,575",91,"276,873",325,"71,761,374","2,753,379","26,063,021",Australia/Oceania,4,"3,081",0,"1,028",1,"13,067"
18,Colombia,"6,103,455",,"139,854",,"5,934,231",,"29,370",342,"117,566","2,694","34,922,533","672,685","51,915,164",South America,9,371,1,,,566
19,Indonesia,"6,054,415",+242,"156,574",+1,"5,894,889",+261,"2,952","2,771","21,698",561,"98,544,606","353,170","279,028,783",Asia,46,"1,782",3,0.9,,11
20,Poland,"6,007,156",+83,"116,311",,"5,335,406",+5,"555,439",981,"159,055","3,080","36,335,307","962,073","37,767,727",Europe,6,325,1,2,,"14,707"
21,Mexico,"5,759,773",,"324,768",,"5,054,809",,"380,196","4,798","43,797","2,470","15,950,212","121,284","131,511,090",North America,23,405,8,,,"2,891"
22,Ukraine,"5,011,433",,"108,538",,N/A,N/A,N/A,177,"115,915","2,510","19,521,252","451,527","43,233,841",Europe,9,398,2,,,"19,542"
23,Malaysia,"4,503,734","+1,155","35,665",+5,"4,443,676","+1,975","24,393",34,"135,838","1,076","59,887,387","1,806,270","33,155,279",Asia,7,930,1,35,0.2,736
24,Thailand,"4,442,648","+3,649","29,975",+24,"4,367,939","+5,622","44,734","1,496","63,346",427,"17,270,775","246,256","70,133,324",Asia,16,"2,340",4,52,0.3,638
25,Austria,"4,248,507","+1,876","18,651",,"4,193,684","+2,678","36,172",47,"466,653","2,049","187,391,997","20,583,009","9,104,208",Europe,2,488,0,206,,"3,973"
26,Belgium,"4,147,568",,"31,727",,"4,024,721","+6,084","91,120",93,"354,929","2,715","34,042,001","2,913,152","11,685,624",Europe,3,368,0,,,"7,798"
27,Israel,"4,134,922","+1,213","10,839",,"4,111,799","+8,650","12,284",150,"443,376","1,162","41,373,364","4,436,346","9,326,000",Asia,2,860,0,130,,"1,317"
28,Portugal,"4,066,674",,"22,583",,N/A,N/A,N/A,61,"401,047","2,227","42,624,557","4,203,550","10,140,133",Europe,2,449,0,,,"115,177"
29,South Africa,"3,953,967","+1,774","101,146",+4,"3,803,725","+5,676","49,096",192,"65,105","1,665","25,231,997","415,465","60,731,936",Africa,15,600,2,29,0.07,808
30,Czechia,"3,919,658",+58,"40,281",,"3,878,316",+377,"1,061",8,"364,728","3,748","55,400,616","5,155,084","10,746,793",Europe,3,267,0,5,,99
31,Canada,"3,865,143",+878,"40,982",+2,"3,529,715","+1,324","294,446",354,"100,728","1,068","61,834,912","1,611,459","38,372,012",North America,10,936,1,23,0.05,"7,673"
32,Chile,"3,693,241","+8,656","57,877",,"3,498,456","+2,367","136,908",130,"190,094","2,979","38,491,988","1,981,210","19,428,529",South America,5,336,1,446,,"7,047"
33,Philippines,"3,690,254",+200,"60,455",,"3,627,365",+199,"2,434",480,"32,844",538,"30,161,594","268,444","112,357,049",Asia,30,"1,859",4,2,,22
34,Switzerland,"3,650,661",,"13,948",,"3,595,769","+2,731","40,944",45,"416,025","1,589","21,054,092","2,399,302","8,775,090",Europe,2,629,0,,,"4,666"
35,Peru,"3,579,534",,"213,162",,N/A,N/A,N/A,171,"105,759","6,298","30,613,240","904,485","33,846,039",South America,9,159,1,,,"48,623"
36,DPRK,"3,448,880","+89,500",69,,"3,262,700","+106,390","186,111",,"132,681",3,,,"25,993,841",Asia,8,"376,722",,"3,443",,"7,160"
37,Greece,"3,445,538","+2,575","29,803",+19,"3,372,143","+6,273","43,592",132,"333,670","2,886","82,445,411","7,984,116","10,326,179",Europe,3,346,0,249,2,"4,222"
38,Denmark,"2,983,292",,"6,350",,"2,969,865",,"7,077",14,"511,624","1,089","127,437,063","21,855,006","5,831,024",Europe,2,918,0,,,"1,214"
39,Romania,"2,908,516",+203,"65,678",+1,N/A,N/A,N/A,75,"153,132","3,458","26,223,532","1,380,657","18,993,521",Europe,7,289,1,11,0.05,"12,434"
40,Sweden,"2,507,948",,"18,944",,"2,482,378",+372,"6,626",7,"245,417","1,854","18,592,451","1,819,378","10,219,126",Europe,4,539,1,,,648
41,Iraq,"2,327,908",+71,"25,219",,"2,301,715",+105,974,6,"55,506",601,"18,584,495","443,120","41,940,060",Asia,18,"1,663",2,2,,23
42,Serbia,"2,016,921",+128,"16,079",+1,"1,995,321",+437,"5,521",13,"232,621","1,854","9,697,264","1,118,433","8,670,402",Europe,4,539,1,15,0.1,637
43,Bangladesh,"1,953,447",+40,"29,130",,"1,902,422",+215,"21,895","1,259","11,641",174,"14,115,602","84,115","167,812,354",Asia,86,"5,761",12,0.2,,130
44,Hungary,"1,917,777",,"46,507",,"1,841,731",,"29,539",18,"199,484","4,838","11,394,556","1,185,245","9,613,672",Europe,5,207,1,,,"3,073"
45,Taiwan,"1,892,272","+76,605","2,056",+145,"395,584","+40,168","1,494,632",,"79,178",86,"18,021,468","754,074","23,898,817",Asia,13,"11,624",1,"3,205",6,"62,540"
46,Slovakia,"1,789,437",+86,"20,097",+1,"1,766,997",+176,"2,343",23,"327,455","3,678","7,145,844","1,307,643","5,464,675",Europe,3,272,1,16,0.2,429
47,Jordan,"1,694,216",,"14,048",,"1,678,941",,"1,227",124,"162,969","1,351","16,670,254","1,603,537","10,395,928",Asia,6,740,1,,,118
48,Georgia,"1,655,221",,"16,811",,"1,637,293",,"1,117",,"416,450","4,230","16,920,079","4,257,057","3,974,595",Asia,2,236,0,,,281
49,Ireland,"1,561,632",,"7,271",,"1,537,266","+2,128","17,095",18,"309,677","1,442","12,216,378","2,422,554","5,042,769",Europe,3,694,0,,,"3,390"
50,Pakistan,"1,530,283",+50,"30,379",,"1,496,123",,"3,781",76,"6,681",133,"28,538,978","124,595","229,054,865",Asia,150,"7,540",8,0.2,,17
51,Norway,"1,432,888",+57,"3,141",,N/A,N/A,N/A,20,"260,434",571,"11,002,430","1,999,742","5,501,926",Europe,4,"1,752",1,10,,"243,696"
52,Kazakhstan,"1,305,732",,"13,661",,"1,291,885",,186,24,"67,992",711,"11,575,012","602,734","19,204,189",Asia,15,"1,406",2,,,10
53,Singapore,"1,295,920","+2,551","1,383",,"1,216,612","+3,968","77,925",5,"218,245",233,"23,877,882","4,021,256","5,937,917",Asia,5,"4,294",0,430,,"13,123"
54,Hong Kong,"1,212,095",+237,"9,376",,N/A,N/A,N/A,5,"159,219","1,232","44,972,952","5,907,583","7,612,750",Asia,6,812,0,31,,"156,249"
55,Morocco,"1,167,894",+162,"16,076",,"1,150,307",+134,"1,511",293,"30,943",426,"11,237,010","297,722","37,743,262",Africa,32,"2,348",3,4,,40
56,Bulgaria,"1,164,732",+73,"37,134",+1,"1,050,697",+764,"76,901",37,"170,060","5,422","9,996,349","1,459,549","6,848,929",Europe,6,184,1,11,0.1,"11,228"
57,New Zealand,"1,148,045","+4,899","1,107",+9,"1,098,152","+5,050","48,786",,"229,513",221,"71,423,774","14,278,758","5,002,100",Australia/Oceania,4,"4,519",0,979,2,"9,753"
58,Croatia,"1,136,417",+188,"15,983",+4,"1,118,013",+368,"2,421",4,"280,106","3,940","4,877,267","1,202,157","4,057,098",Europe,4,254,1,46,1.0,597
59,Cuba,"1,105,258",+31,"8,529",,"1,096,474",+31,255,23,"97,694",754,"13,852,049","1,224,387","11,313,459",North America,10,"1,326",1,3,,23
60,Lebanon,"1,099,148",+83,"10,427",+2,"1,086,337",,"2,384",186,"162,421","1,541","4,795,578","708,641","6,767,285",Asia,6,649,1,12,0.3,352
61,Finland,"1,092,193",,"4,522",,N/A,N/A,N/A,21,"196,540",814,"10,911,396","1,963,505","5,557,101",Europe,5,"1,229",1,,,"187,449"
62,Lithuania,"1,062,296",,"9,142",,"1,035,948",,"17,206",8,"400,860","3,450","9,974,237","3,763,802","2,650,043",Europe,2,290,0,,,"6,493"
63,Tunisia,"1,042,362",,"28,632",,N/A,N/A,N/A,29,"86,474","2,375","4,618,974","383,190","12,054,001",Africa,12,421,3,,,"-1,080.64"
64,Slovenia,"1,024,574",+91,"6,636",,"1,012,869",,"5,069",5,"492,706","3,191","2,665,945","1,282,024","2,079,482",Europe,2,313,1,44,,"2,438"
65,Belarus,"982,867",,"6,978",,N/A,N/A,N/A,,"104,080",739,"13,220,483","1,399,969","9,443,408",Europe,10,"1,353",1,,,"5,014"
66,Nepal,"979,127",+9,"11,952",,"967,065",+13,110,,"32,492",397,"5,699,370","189,133","30,134,154",Asia,31,"2,521",5,0.3,,4
67,Uruguay,"916,388",,"7,227",,"901,555",,"7,606",18,"262,077","2,067","6,114,822","1,748,769","3,496,643",South America,4,484,1,,,"2,175"
68,Bolivia,"908,525",+142,"21,947",,"868,603",+393,"17,975",220,"75,862","1,833","2,705,422","225,902","11,976,081",South America,13,546,4,12,,"1,501"
69,UAE,"907,441",+372,"2,304",+2,"891,076",+380,"14,061",,"89,687",228,"162,106,438","16,021,831","10,117,847",Asia,11,"4,391",0,37,0.2,"1,390"
70,Costa Rica,"891,038",,"8,495",,"854,426",,"28,117",45,"171,927","1,639","4,575,910","882,927","5,182,657",North America,6,610,1,,,"5,425"
71,Ecuador,"876,665",,"35,624",,N/A,N/A,N/A,759,"48,293","1,962","2,470,170","136,075","18,152,948",South America,21,510,7,,,"21,879"
72,Guatemala,"860,006",,"18,108",,"838,351",,"3,547",5,"46,371",976,"4,644,584","250,432","18,546,272",North America,22,"1,024",4,,,191
73,Panama,"850,484",,"8,247",,"812,073",,"30,164",16,"191,376","1,856","6,219,180","1,399,443","4,444,039",North America,5,539,1,,,"6,788"
74,Latvia,"828,077",,"5,823",,"819,901",,"2,353",7,"448,451","3,153","7,253,692","3,928,285","1,846,529",Europe,2,317,0,,,"1,274"
75,Azerbaijan,"792,758",+1,"9,713",+1,"782,996",+4,49,,"76,869",942,"6,890,579","668,137","10,313,124",Asia,13,"1,062",1,0.10,0.10,5
76,Saudi Arabia,"766,726",+530,"9,144",+1,"751,177",+532,"6,405",82,"21,390",255,"42,499,701","1,185,627","35,845,758",Asia,47,"3,920",1,15,0.03,179
77,Sri Lanka,"663,816",+4,"16,516",+1,"646,951",+2,349,,"30,755",765,"6,486,117","300,504","21,584,134",Asia,33,"1,307",3,0.2,0.05,16
78,Paraguay,"650,661",,"18,894",,"624,673",,"7,094",2,"89,140","2,588","2,633,737","360,821","7,299,295",South America,11,386,3,,,972
79,Kuwait,"632,781",,"2,555",,"629,695",,531,4,"144,116",582,"8,098,920","1,844,530","4,390,776",Asia,7,"1,719",1,,,121
80,Myanmar,"613,315",+17,"19,434",,"592,271",+7,"1,610",,"11,130",353,"8,191,029","148,647","55,104,058",Asia,90,"2,835",7,0.3,,29
81,Bahrain,"584,566",+582,"1,487",,"579,350",+586,"3,729",1,"322,235",820,"9,841,317","5,424,912","1,814,097",Asia,3,"1,220",0,321,,"2,056"
82,Dominican Republic,"583,159",,"4,377",,"576,976",,"1,806",6,"52,751",396,"3,345,337","302,609","11,054,965",North America,19,"2,526",3,,,163
83,Palestine,"582,363",,"5,356",,"576,879",,128,17,"109,321","1,005","3,078,533","577,903","5,327,076",Asia,9,995,2,,,24
84,Estonia,"576,047",,"2,561",,"518,188",,"55,298",6,"433,694","1,928","3,368,271","2,535,904","1,328,233",Europe,2,519,0,,,"41,633"
85,Venezuela,"523,593",,"5,720",,"516,787",,"1,086",230,"18,513",202,"3,359,014","118,766","28,282,621",South America,54,"4,945",8,,,38
86,Moldova,"518,793",,"11,521",,"504,142",,"3,130",49,"129,178","2,869","3,216,305","800,848","4,016,122",Europe,8,349,1,,,779
87,Egypt,"515,645",,"24,613",,"442,182",,"48,850",122,"4,864",232,"3,693,367","34,841","106,007,609",Africa,206,"4,307",29,,,461
88,Libya,"501,904",,"6,430",,"490,973",,"4,501",101,"71,201",912,"2,477,219","351,422","7,049,131",Africa,14,"1,096",3,,,639
89,Cyprus,"489,963",,"1,059",,"124,370",,"364,534",60,"400,268",865,"9,477,138","7,742,203","1,224,088",Asia,2,"1,156",0,,,"297,800"
90,Ethiopia,"472,232",,"7,513",,"455,935",,"8,784",13,"3,923",62,"4,904,442","40,741","120,382,171",Africa,255,"16,023",25,,,73
91,Mongolia,"469,885",,"2,179",,"313,256",,"154,450",192,"139,070",645,"4,030,048","1,192,757","3,378,766",Asia,7,"1,551",1,,,"45,712"
92,Honduras,"425,113",,"10,899",,"132,401",,"281,813",105,"41,660","1,068","1,376,322","134,875","10,204,420",North America,24,936,7,,,"27,617"
93,Armenia,"422,939",,"8,624",,"412,240",,"2,075",,"142,223","2,900","3,089,295","1,038,843","2,973,784",Asia,7,345,1,,,698
94,Réunion,"414,615",,777,,"406,484",,"7,354",10,"456,890",856,"1,603,660","1,767,171","907,473",Africa,2,"1,168",1,,,"8,104"
95,Oman,"389,473",,"4,260",,"384,669",,544,2,"72,748",796,"25,000,000","4,669,624","5,353,750",Asia,14,"1,257",0,,,102
96,Bosnia and Herzegovina,"377,829",,"15,787",,N/A,N/A,N/A,,"116,542","4,870","1,774,733","547,421","3,241,991",Europe,9,205,2,,,"52,383"
97,Qatar,"368,285",+198,677,,"366,321",+179,"1,287",,"131,165",241,"3,536,076","1,259,374","2,807,805",Asia,8,"4,147",1,71,,458
98,Kenya,"324,768",+82,"5,651",,"318,461",+15,656,,"5,797",101,"3,665,176","65,420","56,025,207",Africa,173,"9,914",15,1,,12
99,Zambia,"321,503",,"3,985",,"316,872",,646,,"16,604",206,"3,475,475","179,485","19,363,563",Africa,60,"4,859",6,,,33
100,North Macedonia,"311,701",,"9,300",,"301,819",,582,,"149,625","4,464","2,044,880","981,600","2,083,211",Europe,7,224,1,,,279
101,Botswana,"307,126",,"2,695",,"303,845",,586,1,"125,769","1,104","2,026,898","830,020","2,441,987",Africa,8,906,1,,,240
102,Albania,"276,101",+20,"3,497",,"272,291",+14,313,2,"96,142","1,218","1,827,518","636,363","2,871,817",Europe,10,821,2,7,,109
103,Algeria,"265,873",,"6,875",,"178,400",,"80,598",6,"5,862",152,"230,861","5,090","45,358,012",Africa,171,"6,598",196,,,"1,777"
104,Nigeria,"256,028",,"3,143",,"250,036",,"2,849",11,"1,186",15,"5,160,280","23,906","215,861,450",Africa,843,"68,680",42,,,13
105,Zimbabwe,"252,092",,"5,500",,"243,916",,"2,676",12,"16,504",360,"2,324,387","152,172","15,274,720",Africa,61,"2,777",7,,,175
106,Luxembourg,"244,182",,"1,073",,"235,939",,"7,170",,"378,366","1,663","4,248,188","6,582,664","645,360",Europe,3,601,0,,,"11,110"
107,Uzbekistan,"238,983",,"1,637",,"237,214",,132,23,"6,949",48,"1,377,915","40,065","34,392,403",Asia,144,"21,009",25,,,4
108,Montenegro,"237,099",+57,"2,720",,"233,935",+33,444,6,"377,416","4,330","2,474,673","3,939,201","628,217",Europe,3,231,0,91,,707
109,Mozambique,"225,706",+5,"2,203",,"223,332",,171,13,"6,856",67,"1,326,939","40,306","32,921,553",Africa,146,"14,944",25,0.2,,5
110,Laos,"209,965",+15,756,,N/A,N/A,N/A,,"28,083",101,"1,232,769","164,886","7,476,498",Asia,36,"9,890",6,2,,"26,958"
111,Kyrgyzstan,"200,993",,"2,991",,"196,406",,"1,596",131,"29,869",444,"1,907,195","283,427","6,729,053",Asia,33,"2,250",4,,,237
112,Iceland,"187,664",,153,,N/A,N/A,N/A,,"543,232",443,"1,925,385","5,573,427","345,458",Europe,2,"2,258",0,,,"323,704"
113,Afghanistan,"180,174",+51,"7,701",,"162,984",+50,"9,489","1,124","4,438",190,"964,876","23,767","40,596,654",Asia,225,"5,272",42,1,,234
114,Maldives,"179,662",,298,,"163,687",,"15,677",25,"321,593",533,"2,213,831","3,962,731","558,663",Asia,3,"1,875",0,,,"28,062"
115,Martinique,"169,620",,936,,104,,"168,580",8,"452,669","2,498","828,928","2,212,180","374,711",North America,2,400,0,,,"449,893"
116,Namibia,"165,797",,"4,035",,"158,765",,"2,997",,"63,077","1,535","1,035,270","393,867","2,628,478",Africa,16,651,3,,,"1,140"
117,Uganda,"164,069",,"3,596",,"100,205",,"60,268",2,"3,384",74,"2,612,795","53,884","48,489,311",Africa,296,"13,484",19,,,"1,243"
118,El Salvador,"162,755",,"4,131",,"158,278",,346,8,"24,854",631,"2,168,616","331,162","6,548,496",North America,40,"1,585",3,,,53
119,Ghana,"161,370",,"1,445",,"159,881",,44,1,"4,995",45,"2,447,976","75,772","32,307,254",Africa,200,"22,358",13,,,1
120,Trinidad and Tobago,"161,208",+322,"3,912",+3,"147,738",+409,"9,558",18,"114,485","2,778","744,350","528,615","1,408,113",North America,9,360,2,229,2,"6,788"
121,Brunei,"148,089",+217,223,,"146,406",+220,"1,460",,"332,447",501,"717,784","1,611,361","445,452",Asia,3,"1,998",1,487,,"3,278"
122,Guadeloupe,"140,130",,854,,"2,250",,"137,026",19,"350,103","2,134","938,039","2,343,609","400,254",North America,3,469,0,,,"342,348"
123,Jamaica,"136,313",,"3,049",,"86,829",,"46,435",,"45,654","1,021","1,072,046","359,052","2,985,767",North America,22,979,3,,,"15,552"
124,Cambodia,"136,262",,"3,056",,"133,201",,5,,"7,941",178,"2,967,276","172,925","17,159,352",Asia,126,"5,615",6,,,0.3
125,Rwanda,"130,019",+5,"1,459",,"45,522",,"83,038",,"9,586",108,"5,422,450","399,793","13,563,154",Africa,104,"9,296",3,0.4,,"6,122"
126,Cameroon,"119,947",,"1,930",,"117,791",,226,13,"4,314",69,"1,751,774","63,006","27,803,217",Africa,232,"14,406",16,,,8
127,Angola,"99,194",,"1,900",,"97,149",,145,,"2,849",55,"1,499,795","43,083","34,811,374",Africa,351,"18,322",23,,,4
128,Malta,"94,579",+66,721,+2,"92,043",+97,"1,815",4,"213,121","1,625","1,922,128","4,331,253","443,781",Europe,5,616,0,149,5,"4,090"
129,DRC,"88,036",,"1,338",,"50,930",,"35,768",,929,14,"846,704","8,937","94,741,832",Africa,"1,076","70,809",112,,,378
130,Senegal,"86,108",+6,"1,966",,"84,120",+2,22,,"4,897",112,"1,093,024","62,162","17,583,494",Africa,204,"8,944",16,0.3,,1
131,Malawi,"85,973",+1,"2,640",+1,"82,860",,473,67,"4,284",132,"583,336","29,064","20,070,537",Africa,233,"7,602",34,0.05,0.05,24
132,French Guiana,"82,952",,397,,"11,254",,"71,301",1,"264,673","1,267","640,521","2,043,696","313,413",South America,4,789,0,,,"227,499"
133,Ivory Coast,"82,193",+10,799,,"81,313",+19,81,,"2,976",29,"1,521,752","55,094","27,621,198",Africa,336,"34,570",18,0.4,,3
134,Suriname,"80,416",,"1,341",,"49,485",,"29,590",,"134,782","2,248","237,010","397,244","596,636",South America,7,445,3,,,"49,595"
135,Barbados,"80,324",+118,446,,"77,658",+341,"2,220",,"278,859","1,548","685,363","2,379,361","288,045",North America,4,646,0,410,,"7,707"
136,Channel Islands,"76,190",,176,,"75,439",,575,,"430,664",995,"1,252,808","7,081,492","176,913",Europe,2,"1,005",0,,,"3,250"
137,French Polynesia,"72,911",,649,,N/A,N/A,N/A,7,"256,730","2,285",,,"283,999",Australia/Oceania,4,438,,,,"136,486"
138,Eswatini,"72,397",+7,"1,407",+1,"70,740",+90,250,11,"61,196","1,189","1,027,004","868,115","1,183,028",Africa,16,841,1,6,0.8,211
139,Fiji,"64,941",,863,,"63,034",,"1,044",,"71,457",950,"528,662","581,709","908,809",Australia/Oceania,14,"1,053",2,,,"1,149"
140,Guyana,"64,617",+96,"1,233",+1,"62,733",+66,651,,"81,405","1,553","625,978","788,608","793,776",South America,12,644,1,121,1,820
141,Madagascar,"64,377",+63,"1,395",+2,"59,370",,"3,612",6,"2,216",48,"444,668","15,309","29,045,562",Africa,451,"20,821",65,2,0.07,124
142,Sudan,"62,251",,"4,941",,N/A,N/A,N/A,,"1,359",108,"562,941","12,292","45,797,449",Africa,736,"9,269",81,,,371
143,New Caledonia,"61,880",,313,,"60,999",,568,9,"212,849","1,077","98,964","340,408","290,722",Australia/Oceania,5,929,3,,,"1,954"
144,Bhutan,"59,614",,21,,"59,564",,29,,"75,673",27,"2,303,734","2,924,337","787,780",Asia,13,"37,513",0,,,37
145,Mauritania,"59,123",+11,982,,"57,890",+18,251,,"12,110",201,"831,093","170,229","4,882,207",Africa,83,"4,972",6,2,,51
146,Belize,"59,049",,677,,"57,188",,"1,184",6,"143,544","1,646","561,377","1,364,669","411,365",North America,7,608,1,,,"2,878"
147,Cabo Verde,"56,290",+26,401,,"55,733",+14,156,23,"99,193",707,"400,982","706,600","567,481",Africa,10,"1,415",1,46,,275
148,Syria,"55,880",,"3,150",,"52,610",,120,,"3,052",172,"146,269","7,989","18,309,616",Asia,328,"5,813",125,,,7
149,Gabon,"47,622",,304,,"47,303",,15,,"20,477",131,"1,595,381","685,988","2,325,669",Africa,49,"7,650",1,,,6
150,Papua New Guinea,"44,425",,651,,"43,755",,19,7,"4,793",70,"249,149","26,878","9,269,562",Australia/Oceania,209,"14,239",37,,,2
151,Seychelles,"43,959",,167,,"43,420",,372,,"441,772","1,678",,,"99,506",Africa,2,596,,,,"3,738"
