#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"51,529,749","+57,306","1,047,174","+1,237","39,779,373","+48,723","10,703,202","31,920",,,,,,North America,,,,,,
,Asia,"74,119,476","+173,717","1,098,146","+2,624","70,112,436","+241,690","2,908,894","37,649",,,,,,Asia,,,,,,
,South America,"37,542,925","+12,926","1,146,887",+375,"35,597,148","+6,070","798,890","13,624",,,,,,South America,,,,,,
,Europe,"57,634,319","+94,851","1,203,563","+1,255","52,731,853","+69,116","3,698,903","11,927",,,,,,Europe,,,,,,
,Africa,"8,230,973","+9,332","206,560",+197,"7,503,479","+14,359","520,934","3,667",,,,,,Africa,,,,,,
,Oceania,"202,400","+1,823","2,582",+20,"154,949",+130,"44,869",424,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"229,260,563","+349,955","4,704,927","+5,708","205,879,944","+380,088","18,675,692","99,211","29,412",603.6,,,,All,,,,,,
1,USA,"42,900,813","+32,638","691,878",+309,"32,503,536","+20,310","9,705,399","24,406","128,691","2,075","619,818,780","1,859,290","333,363,103",North America,8,482,1,98,0.9,"29,114"
2,India,"33,477,819","+30,809","445,165",+296,"32,707,589","+43,238","325,065","8,944","23,973",319,"552,340,168","395,519","1,396,494,481",Asia,42,"3,137",3,22,0.2,233
3,Brazil,"21,239,783","+9,458","590,786",+239,"20,280,294",,"368,703","8,318","99,068","2,756","57,282,520","267,180","214,396,589",South America,10,363,4,44,1,"1,720"
4,UK,"7,429,746","+29,612","135,203",+56,"5,981,684","+22,993","1,312,859","1,020","108,750","1,979","289,860,893","4,242,712","68,319,719",Europe,9,505,0,433,0.8,"19,216"
5,Russia,"7,274,928","+20,174","198,218",+793,"6,498,682","+13,418","578,028","2,300","49,825","1,358","186,600,000","1,277,989","146,010,614",Europe,20,737,1,138,5,"3,959"
6,France,"6,955,333","+5,814","116,030",+28,"6,630,281","+3,753","209,022","2,000","106,271","1,773","134,787,318","2,059,417","65,449,244",Europe,9,564,0,89,0.4,"3,194"
