#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"10,808,623","+80,890","345,876","+1,300","7,192,768","+48,601","3,269,979","20,344",,,,,,North America,,,
,Asia,"13,312,846","+83,687","237,202","+1,389","11,783,074","+90,809","1,292,570","21,051",,,,,,Asia,,,
,South America,"9,465,074","+56,336","290,283","+1,303","8,450,566","+64,561","724,225","18,117",,,,,,South America,,,
,Europe,"8,850,508","+216,374","254,954","+2,727","3,541,449","+44,955","5,054,105","18,045",,,,,,Europe,,,
,Africa,"1,747,519","+8,642","41,854",+182,"1,429,084","+7,214","276,581","2,191",,,,,,Africa,,,
,Oceania,"36,570",+19,965,,"31,759",+14,"3,846",20,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"44,221,861","+445,948","1,171,149","+6,901","32,429,359","+256,154","10,621,353","79,772","5,673",150.2,,,,All,,,
1,USA,"9,034,130","+71,172","232,014",+969,"5,872,917","+39,093","2,929,199","16,636","27,242",700,"135,377,192","408,221","331,626,890",North America,37,"1,429",2
2,India,"7,988,853","+42,965","120,054",+519,"7,257,194","+58,479","611,605","8,944","5,771",87,"104,420,894","75,430","1,384,345,261",Asia,173,"11,531",13
3,Brazil,"5,440,903","+29,353","157,981",+530,"4,904,046","+38,116","378,876","8,318","25,539",742,"21,900,000","102,795","213,044,574",South America,39,"1,349",10
4,Russia,"1,547,774","+16,550","26,589",+320,"1,158,940","+12,844","362,245","2,300","10,604",182,"58,223,852","398,917","145,954,725",Europe,94,"5,489",3
5,France,"1,198,695","+33,417","35,541",+523,"112,716","+1,369","1,050,438","2,918","18,351",544,"15,271,734","233,798","65,320,179",Europe,54,"1,838",4
6,Spain,"1,174,916","+18,418","35,298",+267,N/A,N/A,N/A,"2,292","25,126",755,"16,690,076","356,926","46,760,643",Europe,40,"1,325",3
7,Argentina,"1,116,609","+14,308","29,730",+429,"921,344","+11,758","165,535","4,952","24,634",656,"2,882,949","63,601","45,328,578",South America,41,"1,525",16
8,Colombia,"1,033,218","+8,166","30,565",+217,"932,882","+8,838","69,771","2,365","20,237",599,"4,838,104","94,760","51,056,218",South America,49,"1,670",11
9,UK,"917,575","+22,885","45,365",+367,N/A,N/A,N/A,852,"13,494",667,"32,418,083","476,731","68,000,789",Europe,74,"1,499",2
10,Mexico,"895,326","+4,166","89,171",+247,"655,118","+4,763","151,037","2,781","6,921",689,"2,301,629","17,792","129,365,765",North America,144,"1,451",56
11,Peru,"892,497","+1,923","34,257",+60,"814,204","+3,209","44,036","1,048","26,949","1,034","4,427,751","133,696","33,117,994",South America,37,967,7
12,South Africa,"717,851","+1,092","19,053",+45,"647,833","+1,112","50,965",546,"12,055",320,"4,726,875","79,381","59,547,043",Africa,83,"3,125",13
13,Iran,"581,824","+6,968","33,299",+346,"463,611","+4,361","84,914","4,995","6,899",395,"4,786,769","56,759","84,335,541",Asia,145,"2,533",18
14,Italy,"564,778","+21,994","37,700",+221,"271,988","+3,362","255,090","1,411","9,346",624,"14,953,086","247,433","60,432,969",Europe,107,"1,603",4
