#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"52,117,488","+156,565","1,057,109","+3,216","40,296,648","+125,051","10,763,731","31,082",,,,,,North America,,,,,,
,Asia,"74,626,626","+170,029","1,105,627","+2,549","70,741,767","+215,565","2,779,232","37,343",,,,,,Asia,,,,,,
,South America,"37,608,422","+41,680","1,149,149","+1,007","35,631,925","+49,844","827,348","13,472",,,,,,South America,,,,,,
,Europe,"57,995,286","+130,325","1,209,186","+1,830","53,133,602","+125,033","3,652,498","11,994",,,,,,Europe,,,,,,
,Africa,"8,268,626","+12,348","207,740",+444,"7,553,011","+15,548","507,875","3,526",,,,,,Africa,,,,,,
,Oceania,"209,236","+2,108","2,667",+28,"160,351",+80,"46,218",423,,,,,,Australia/Oceania,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"230,826,405","+513,055","4,731,493","+9,074","207,518,010","+531,121","18,576,902","97,840","29,613",607.0,,,,All,,,,,,
1,USA,"43,394,680","+123,423","699,623","+2,101","32,929,330","+95,397","9,765,727","23,661","130,166","2,099","626,633,281","1,879,642","333,378,983",North America,8,477,1,370,6,"29,293"
2,India,"33,562,034","+31,957","446,080",+279,"32,808,175","+31,968","307,779","8,944","24,031",319,"556,754,282","398,648","1,396,605,602",Asia,42,"3,131",3,23,0.2,220
3,Brazil,"21,283,567","+36,473","592,357",+839,"20,295,538","+45,340","395,672","8,318","99,266","2,763","57,282,520","267,165","214,408,955",South America,10,362,4,170,4,"1,845"
4,UK,"7,530,103","+34,460","135,621",+166,"6,075,733","+32,176","1,318,749",943,"110,214","1,985","294,929,225","4,316,713","68,322,636",Europe,9,504,0,504,2,"19,302"
5,Russia,"7,333,557","+19,706","200,625",+817,"6,542,213","+16,102","590,719","2,300","50,226","1,374","187,700,000","1,285,518","146,011,125",Europe,20,728,1,135,6,"4,046"
6,France,"6,971,493","+6,794","116,309",+58,"6,682,989","+15,758","172,195","1,744","106,516","1,777","138,572,353","2,117,211","65,450,425",Europe,9,563,0,104,0.9,"2,631"
7,Turkey,"6,932,453","+28,168","62,307",+242,"6,411,476","+23,096","458,670",633,"81,129",729,"83,491,750","977,091","85,449,351",Asia,12,"1,371",1,330,3,"5,368"
8,Iran,"5,477,229","+17,433","118,191",+286,"4,846,771","+27,548","512,267","6,632","64,206","1,385","30,123,729","353,118","85,307,775",Asia,16,722,3,204,3,"6,005"
9,Argentina,"5,245,265","+2,034","114,684",+105,"5,102,699","+1,553","27,882","1,366","114,768","2,509","24,252,818","530,658","45,703,280",South America,9,399,2,45,2,610
10,Colombia,"4,945,203","+1,581","126,006",+44,"4,784,749","+1,415","34,448",542,"95,937","2,445","25,183,060","488,551","51,546,410",South America,10,409,2,31,0.9,668
11,Spain,"4,940,824","+2,840","86,085",+102,"4,692,436","+7,884","162,303",894,"105,625","1,840","63,732,506","1,362,476","46,776,965",Europe,9,543,1,61,2,"3,470"
12,Italy,"4,645,853","+3,970","130,488",+49,"4,408,806","+6,850","106,559",513,"76,978","2,162","90,166,078","1,493,981","60,352,883",Europe,13,463,1,66,0.8,"1,766"
13,Indonesia,"4,198,678","+2,720","140,954",+149,"4,008,062","+5,356","49,662",,"15,154",509,"37,121,819","133,984","277,062,241",Asia,66,"1,966",7,10,0.5,179
14,Germany,"4,175,557","+11,165","93,770",+51,"3,921,500","+12,200","160,287","1,504","49,643","1,115","70,379,237","836,732","84,112,045",Europe,20,897,1,133,0.6,"1,906"
15,Mexico,"3,585,565","+12,521","272,580",+815,"2,944,030","+9,420","368,955","4,798","27,457","2,087","10,408,601","79,704","130,590,080",North America,36,479,13,96,6,"2,825"
16,Poland,"2,899,888",+882,"75,523",+20,"2,659,840",,"164,525",124,"76,725","1,998","20,551,031","543,738","37,795,820",Europe,13,500,2,23,0.5,"4,353"
17,South Africa,"2,889,298","+2,967","86,500",+124,"2,750,213","+6,348","52,585",546,"47,976","1,436","17,452,783","289,801","60,223,249",Africa,21,696,3,49,2,873
18,Philippines,"2,417,419","+15,592","37,228",+154,"2,217,611","+24,059","162,580","3,170","21,707",334,"20,524,405","184,299","111,364,692",Asia,46,"2,991",5,140,1,"1,460"
19,Ukraine,"2,362,559","+6,754","55,161",+105,"2,235,668","+2,095","71,730",177,"54,422","1,271","12,551,650","289,131","43,411,651",Europe,18,787,3,156,2,"1,652"
20,Peru,"2,168,431",,"199,060",,N/A,N/A,N/A,"1,034","64,665","5,936","17,556,028","523,537","33,533,482",South America,15,168,2,,,"7,417"
21,Malaysia,"2,142,924","+14,990","24,565",+487,"1,917,085","+19,702","201,274","1,114","65,188",747,"29,081,714","884,664","32,873,164",Asia,15,"1,338",1,456,15,"6,123"
22,Netherlands,"1,989,805","+1,900","18,132",+4,"1,903,031","+2,385","68,642",193,"115,812","1,055","17,043,097","991,956","17,181,311",Europe,9,948,1,111,0.2,"3,995"
23,Iraq,"1,984,399","+2,906","21,949",+38,"1,877,261","+4,989","85,189",613,"48,020",531,"15,049,850","364,187","41,324,516",Asia,21,"1,883",3,70,0.9,"2,061"
24,Czechia,"1,687,448",+599,"30,446",+1,"1,651,422",+16,"5,580",26,"157,216","2,837","37,576,230","3,500,896","10,733,317",Europe,6,353,0,56,0.09,520
25,Japan,"1,681,120","+1,767","17,276",+43,"1,603,833","+9,687","60,011","1,383","13,342",137,"24,129,368","191,500","126,001,938",Asia,75,"7,293",5,14,0.3,476
26,Chile,"1,648,550",+524,"37,379",+5,"1,605,171",+453,"6,000",429,"85,342","1,935","21,317,117","1,103,541","19,317,020",South America,12,517,1,27,0.3,311
27,Canada,"1,589,602","+3,870","27,537",+49,"1,517,269","+4,478","44,796",638,"41,670",722,"42,461,133","1,113,089","38,147,124",North America,24,"1,385",1,101,1,"1,174"
28,Bangladesh,"1,547,176","+1,376","27,313",+36,"1,506,136","+1,427","13,727","1,619","9,281",164,"9,527,150","57,153","166,696,957",Asia,108,"6,103",17,8,0.2,82
29,Thailand,"1,511,357","+11,252","15,753",+141,"1,366,533","+13,695","129,071","4,387","21,586",225,"9,201,621","131,425","70,014,501",Asia,46,"4,445",8,161,2,"1,843"
30,Israel,"1,247,633","+4,259","7,592",+15,"1,170,565","+10,378","69,476",726,"133,780",814,"20,773,083","2,227,438","9,326,000",Asia,7,"1,228",0,457,2,"7,450"
31,Pakistan,"1,230,238","+2,333","27,374",+47,"1,140,917","+3,261","61,947","4,846","5,440",121,"19,001,178","84,027","226,132,029",Asia,184,"8,261",12,10,0.2,274
32,Belgium,"1,226,682","+1,797","25,524",+7,"1,139,828",,"61,330",222,"105,282","2,191","19,607,439","1,682,842","11,651,387",Europe,9,456,1,154,0.6,"5,264"
33,Romania,"1,165,886","+7,045","35,851",+130,"1,086,351","+3,650","43,684","1,037","61,104","1,879","12,393,877","649,562","19,080,351",Europe,16,532,2,369,7,"2,289"
34,Sweden,"1,147,879",,"14,767",,"1,104,590","+1,707","28,522",42,"112,799","1,451","12,423,746","1,220,844","10,176,359",Europe,9,689,1,,,"2,803"
35,Portugal,"1,063,991",+891,"17,933",+8,"1,013,789","+1,212","32,269",78,"104,721","1,765","18,125,561","1,783,964","10,160,271",Europe,10,567,1,88,0.8,"3,176"
36,Morocco,"923,924","+1,702","14,040",+31,"890,734","+2,451","19,150",661,"24,674",375,"9,567,170","255,494","37,445,704",Africa,41,"2,667",4,45,0.8,511
37,Serbia,"886,543","+7,201","7,885",+39,"765,580","+3,585","113,078",195,"101,969",907,"5,476,887","629,945","8,694,233",Europe,10,"1,103",2,828,4,"13,006"
38,Kazakhstan,"867,366","+2,411","10,860",+50,"797,768","+3,865","58,738",221,"45,528",570,"11,575,012","607,567","19,051,428",Asia,22,"1,754",2,127,3,"3,083"
39,Switzerland,"830,251","+1,894","11,035",+3,"747,991","+3,104","71,225",220,"95,080","1,264","10,540,033","1,207,045","8,732,094",Europe,11,791,1,217,0.3,"8,157"
40,Cuba,"825,351","+7,151","6,978",+59,"777,999","+7,759","40,374",451,"72,923",617,"9,165,377","809,795","11,318,145",North America,14,"1,622",1,632,5,"3,567"
