#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"30,463,752","+149,853","649,758","+4,176","19,318,043","+124,354","10,495,951","32,835",,,,,,North America,,,
,Asia,"23,020,851","+75,141","371,731","+1,023","21,458,444","+68,898","1,190,676","23,624",,,,,,Asia,,,
,South America,"15,828,903","+84,242","414,414","+1,909","13,996,901","+67,980","1,417,588","19,734",,,,,,South America,,,
,Europe,"30,152,718","+148,294","699,704","+4,352","16,854,167","+114,624","12,598,847","29,835",,,,,,Europe,,,
,Africa,"3,569,111","+17,016","90,547",+579,"3,045,251","+18,238","433,313","2,765",,,,,,Africa,,,
,Oceania,"50,152",+7,"1,076",,"34,028",+13,"15,048",10,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"103,086,208","+474,553","2,227,245","+12,039","74,707,540","+394,107","26,151,423","108,803","13,225",285.7,,,,All,,,
1,USA,"26,639,596","+124,288","450,004","+2,512","16,302,004","+100,967","9,887,588","24,935","80,207","1,355","310,316,438","934,308","332,135,050",North America,12,738,1
2,India,"10,747,091","+13,065","154,312",+128,"10,422,109","+14,075","170,670","8,944","7,743",111,"195,837,408","141,103","1,387,901,130",Asia,129,"8,994",7
3,Brazil,"9,176,975","+57,498","223,971","+1,196","7,998,246","+37,603","954,758","8,318","42,996","1,049","28,600,000","133,995","213,440,286",South America,23,953,7
4,Russia,"3,832,080","+19,032","72,697",+512,"3,279,964","+24,502","479,419","2,300","26,252",498,"101,500,000","695,343","145,971,083",Europe,38,"2,008",1
5,UK,"3,796,088","+23,275","105,571","+1,200","1,673,936",,"2,016,581","3,832","55,748","1,550","71,677,362","1,052,622","68,094,134",Europe,18,645,1
6,France,"3,177,879","+24,392","75,862",+242,"224,120",+946,"2,877,897","3,113","48,623","1,161","43,688,734","668,453","65,357,954",Europe,21,862,1
7,Spain,"2,830,478",,"58,319",,N/A,N/A,N/A,"4,723","60,525","1,247","32,027,728","684,860","46,765,376",Europe,17,802,1
8,Italy,"2,541,783","+12,715","88,279",+421,"1,990,152","+16,764","463,352","2,218","42,076","1,461","32,453,362","537,221","60,409,742",Europe,24,684,2
9,Turkey,"2,470,901","+6,871","25,865",+129,"2,355,409","+7,100","89,627","1,692","29,115",305,"29,495,004","347,544","84,866,973",Asia,34,"3,281",3
10,Germany,"2,217,234","+9,841","57,512",+460,"1,911,800","+13,000","247,922","4,437","26,414",685,"38,533,736","459,060","83,940,481",Europe,38,"1,460",2
