#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl,new_cases_1m_pop,new_deaths_1m_pop,active_cases_1m_pop
,North America,"98,992,459","+42,684","1,464,539",+157,"94,521,090","+37,853","3,006,830","7,196",,,,,,North America,,,,,,
,Asia,"149,020,664","+126,458","1,426,539",+190,"126,711,299","+58,404","20,882,826","12,240",,,,,,Asia,,,,,,
,South America,"56,993,072","+11,762","1,295,640",+61,"53,104,742","+26,729","2,592,690","10,699",,,,,,South America,,,,,,
,Europe,"192,999,702","+82,944","1,825,756",+542,"179,762,662","+339,145","11,411,284","8,413",,,,,,Europe,,,,,,
,Oceania,"7,584,909","+44,292","11,016",+5,"7,094,236","+6,978","479,657",161,,,,,,Australia/Oceania,,,,,,
,Africa,"11,983,996","+3,569","254,029",+14,"11,167,594","+2,189","562,373",963,,,,,,Africa,,,,,,
,,721,,15,,706,,0,0,,,,,,,,,,,,
,World,"517,575,523","+311,709","6,277,534",+969,"472,362,329","+471,298","38,935,660","39,672","66,400",805.3,,,,All,,,,,,
1,USA,"83,647,777","+36,302","1,024,679",+87,"80,981,970","+34,046","1,641,128","1,684","250,000","3,062","1,011,969,177","3,024,495","334,591,157",North America,4,327,0,108,0.3,"4,905"
2,India,"43,107,322","+1,921","524,093",,"42,560,905",,"22,324",698,"30,679",373,"840,693,082","598,321","1,405,087,832",Asia,33,"2,681",2,1,,16
3,Brazil,"30,574,245","+9,709","664,248",+59,"29,652,018","+22,598","257,979","8,318","141,973","3,084","63,776,166","296,147","215,352,893",South America,7,324,3,45,0.3,"1,198"
4,France,"28,964,775","+7,354","146,856",+132,"27,669,575","+25,411","1,148,344","1,408","441,937","2,241","269,816,888","4,116,794","65,540,535",Europe,2,446,0,112,2,"17,521"
5,Germany,"25,385,707","+40,350","137,020",+95,"23,373,200","+126,300","1,875,487","1,279","301,210","1,626","122,332,384","1,451,513","84,279,230",Europe,3,615,1,479,1,"22,253"
6,UK,"22,114,034",,"176,212",,"21,524,362","+37,303","413,460",253,"322,619","2,571","519,264,096","7,575,488","68,545,304",Europe,3,389,0,,,"6,032"
7,Russia,"18,232,696","+5,030","377,049",+103,"17,609,357","+5,959","246,290","2,300","124,839","2,582","273,400,000","1,871,960","146,050,144",Europe,8,387,1,34,0.7,"1,686"
8,S. Korea,"17,564,999","+20,601","23,400",+40,N/A,N/A,N/A,421,"342,059",456,"15,804,065","307,767","51,350,755",Asia,3,"2,194",3,401,0.8,"322,723"
9,Italy,"16,816,419","+17,155","164,573",+84,"15,548,091","+76,099","1,103,755",363,"278,891","2,729","216,195,210","3,585,477","60,297,475",Europe,4,366,0,285,1,"18,305"
10,Turkey,"15,044,921","+1,542","98,854",+8,"14,942,882","+1,463","3,185",975,"174,907","1,149","159,961,399","1,859,652","86,016,859",Asia,6,870,1,18,0.09,37
11,Spain,"12,009,059",,"104,869",,"11,467,015",,"437,175",339,"256,668","2,241","471,036,328","10,067,405","46,788,257",Europe,4,446,0,,,"9,344"
12,Vietnam,"10,678,359","+2,175","43,057",+1,"9,322,165","+1,574","1,313,137",449,"107,908",435,"85,805,504","867,092","98,957,769",Asia,9,"2,298",1,22,0.01,"13,270"
13,Argentina,"9,101,319",,"128,729",,"8,895,999",,"76,591",372,"198,016","2,801","35,716,069","777,070","45,962,514",South America,5,357,1,,,"1,666"
14,Japan,"8,099,533","+40,942","29,813",+28,"7,747,676","+30,792","322,044",163,"64,404",237,"49,544,860","393,961","125,760,754",Asia,16,"4,218",3,326,0.2,"2,561"
15,Netherlands,"8,061,446","+1,030","22,278",+2,"7,959,467","+20,785","79,701",52,"468,553","1,295","21,107,399","1,226,820","17,204,964",Europe,2,772,1,60,0.1,"4,632"
16,Iran,"7,225,759",+570,"141,189",+12,"7,008,231","+2,811","76,339",854,"84,040","1,642","50,914,586","592,165","85,980,409",Asia,12,609,2,7,0.1,888
17,Australia,"6,286,876","+37,775","7,516",+3,"5,905,984",,"373,376",129,"241,368",289,"70,033,185","2,688,738","26,046,859",Australia/Oceania,4,"3,466",0,"1,450",0.1,"14,335"
18,Colombia,"6,093,645",,"139,809",,"5,927,076",,"26,760",342,"117,444","2,695","34,560,302","666,087","51,885,545",South America,9,371,2,,,516
19,Indonesia,"6,048,685",+254,"156,396",+15,"5,886,211",+353,"6,078","2,771","21,690",561,"96,426,056","345,773","278,870,828",Asia,46,"1,783",3,0.9,0.05,22
20,Poland,"6,000,600",+184,"116,138",,"5,334,940",+14,"549,522","1,125","158,872","3,075","36,166,373","957,543","37,769,984",Europe,6,325,1,5,,"14,549"
21,Mexico,"5,740,080",,"324,350",,"5,039,624",,"376,106","4,798","43,672","2,468","15,801,675","120,222","131,437,113",North America,23,405,8,,,"2,861"
22,Ukraine,"5,006,460",+518,"108,449",+3,N/A,N/A,N/A,177,"115,761","2,508","19,521,252","451,378","43,248,123",Europe,9,399,2,12,0.07,"19,423"
23,Malaysia,"4,461,135","+2,246","35,584",+1,"4,403,183","+2,433","22,368",69,"134,645","1,074","58,962,005","1,779,576","33,132,619",Asia,7,931,1,68,0.03,675
24,Thailand,"4,331,338","+6,488","29,146",+55,"4,217,238","+12,755","84,954","1,496","61,767",416,"17,270,775","246,290","70,123,780",Asia,16,"2,406",4,93,0.8,"1,211"
25,Austria,"4,185,678","+4,133","18,249",+4,"4,100,958","+5,448","66,471",83,"459,894","2,005","184,215,396","20,240,325","9,101,405",Europe,2,499,0,454,0.4,"7,303"
26,Israel,"4,095,432","+3,378","10,741",,"4,052,605",,"32,086",150,"439,141","1,152","41,373,364","4,436,346","9,326,000",Asia,2,868,0,362,,"3,440"
27,Belgium,"4,088,336",,"31,552",,"3,891,391","+7,211","165,393",124,"349,943","2,701","33,714,218","2,885,781","11,682,874",Europe,3,370,0,,,"14,157"
28,Portugal,"3,935,932",,"22,420",,N/A,N/A,N/A,61,"388,092","2,211","41,591,184","4,100,987","10,141,750",Europe,3,452,0,,,"102,284"
29,Czechia,"3,912,487",+126,"40,220",+2,"3,864,785","+1,377","7,482",14,"364,098","3,743","55,278,869","5,144,273","10,745,710",Europe,3,267,0,12,0.2,696
30,South Africa,"3,844,625","+3,237","100,533",+10,"3,680,855","+1,802","63,237",192,"63,347","1,656","24,675,963","406,583","60,691,077",Africa,16,604,2,53,0.2,"1,042"
31,Canada,"3,795,258","+3,803","39,787",+37,"3,484,305","+2,119","271,166",423,"98,954","1,037","61,226,715","1,596,360","38,353,949",North America,10,964,1,99,1.0,"7,070"
32,Philippines,"3,687,197",+182,"60,439",,"3,622,852",+379,"3,906",289,"32,840",538,"29,728,859","264,781","112,277,342",Asia,30,"1,858",4,2,,35
33,Switzerland,"3,619,035",,"13,865",,"3,520,963","+6,138","84,207",69,"412,584","1,581","20,851,897","2,377,196","8,771,636",Europe,2,633,0,,,"9,600"
34,Chile,"3,581,374","+2,025","57,639",+2,"3,450,919","+3,765","72,816",173,"184,421","2,968","37,396,520","1,925,713","19,419,573",South America,5,337,1,104,0.1,"3,750"
35,Peru,"3,569,782",,"212,946",,N/A,N/A,N/A,263,"105,549","6,296","30,065,461","888,960","33,820,934",South America,9,159,1,,,"48,377"
36,Greece,"3,364,598","+2,819","29,417",+25,"3,272,990","+11,464","62,191",198,"325,745","2,848","80,612,777","7,804,549","10,328,947",Europe,3,351,0,273,2,"6,021"
37,Denmark,"2,972,729",+543,"6,244",+6,"2,954,644","+1,838","11,841",6,"509,910","1,071","127,295,922","21,834,965","5,829,912",Europe,2,934,0,93,1,"2,031"
38,Romania,"2,899,563",+385,"65,566",+4,"2,606,660",,"227,337",157,"152,605","3,451","22,848,464","1,202,519","19,000,495",Europe,7,290,1,20,0.2,"11,965"
39,Sweden,"2,503,090",,"18,791",,"2,474,725",+627,"9,574",16,"245,024","1,839","18,534,055","1,814,273","10,215,691",Europe,4,544,1,,,937
