#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"34,145,456","+48,198","778,365","+1,018","24,091,224","+110,336","9,275,867","19,573",,,,,,North America,,,
,Asia,"25,629,361","+79,870","405,011",+829,"24,035,251","+67,190","1,189,099","22,241",,,,,,Asia,,,
,South America,"18,680,093","+50,294","483,055","+1,579","16,812,691","+40,655","1,384,347","18,899",,,,,,South America,,,
,Europe,"35,222,027","+92,646","837,662","+2,389","24,856,560","+155,297","9,527,805","26,558",,,,,,Europe,,,
,Africa,"4,002,480","+8,818","106,266",+360,"3,564,884","+8,988","331,330","2,584",,,,,,Africa,,,
,Oceania,"51,781",+136,"1,094",+1,"34,328",+3,"16,359",3,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"117,731,919","+279,962","2,611,468","+6,176","93,395,644","+382,469","21,724,807","89,858","15,104",335.0,,,,All,,,
1,USA,"29,740,231","+40,695","538,554",+713,"20,439,473","+102,529","8,762,204","13,044","89,491","1,621","370,459,005","1,114,747","332,325,610",North America,11,617,1
2,India,"11,244,624","+15,353","157,966",+76,"10,897,486","+16,606","189,172","8,944","8,094",114,"221,968,271","159,777","1,389,234,581",Asia,124,"8,795",6
3,Brazil,"11,055,480","+36,136","266,614","+1,114","9,782,320","+25,142","1,006,546","8,318","51,761","1,248","28,600,000","133,902","213,588,678",South America,19,801,7
4,Russia,"4,333,029","+10,253","89,473",+379,"3,922,246","+10,322","321,310","2,300","29,683",613,"113,500,000","777,519","145,977,217",Europe,34,"1,632",1
5,UK,"4,223,232","+4,712","124,566",+65,"3,278,629","+79,064","820,037","1,542","61,989","1,828","96,520,517","1,416,729","68,129,139",Europe,16,547,1
6,France,"3,909,560","+5,327","88,933",+359,"266,096",+801,"3,554,531","3,849","59,805","1,360","55,376,298","847,094","65,372,120",Europe,17,735,1
7,Spain,"3,160,970","+4,721","71,436",+100,"2,810,929","+14,485","278,605","2,471","67,590","1,527","40,292,390","861,553","46,767,152",Europe,15,655,1
8,Italy,"3,081,368","+13,902","100,103",+318,"2,508,732","+13,893","472,533","2,700","51,015","1,657","42,527,529","704,086","60,401,031",Europe,20,603,1
9,Turkey,"2,793,632","+13,215","29,094",+64,"2,632,030","+8,106","132,508","1,239","32,883",342,"34,262,280","403,294","84,956,188",Asia,30,"2,920",2
10,Germany,"2,513,768","+5,113","72,698",+166,"2,310,900","+6,600","130,170","2,848","29,938",866,"45,114,160","537,286","83,966,763",Europe,33,"1,155",2
11,Colombia,"2,278,861","+2,205","60,598",+95,"2,180,777","+3,578","37,486","1,982","44,464","1,182","11,748,990","229,241","51,251,703",South America,22,846,4
