#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"32,675,849","+77,106","728,856","+3,493","22,095,088","+105,796","9,851,905","24,834",,,,,,North America,,,
,Asia,"24,297,454","+66,107","389,040",+894,"22,851,526","+71,537","1,056,888","22,117",,,,,,Asia,,,
,South America,"17,214,226","+80,314","449,118","+2,277","15,591,777","+68,617","1,173,331","20,017",,,,,,South America,,,
,Europe,"32,748,767","+149,175","782,282","+3,767","21,812,987","+163,623","10,153,498","26,220",,,,,,Europe,,,
,Africa,"3,821,988","+12,577","100,433",+485,"3,359,934","+13,571","361,621","2,420",,,,,,Africa,,,
,Oceania,"50,693",+22,"1,083",,"34,225",+8,"15,385",4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,"110,809,698","+385,301","2,450,827","+10,916","85,746,243","+423,152","22,612,628","95,612","14,216",314.4,,,,All,,,
1,USA,"28,515,272","+61,450","504,826","+2,278","18,688,199","+91,701","9,322,247","18,208","85,830","1,520","341,369,911","1,027,510","332,230,330",North America,12,658,1
2,India,"10,962,086","+12,540","156,121",+83,"10,664,971","+10,265","140,994","8,944","7,895",112,"208,703,791","150,301","1,388,567,856",Asia,127,"8,894",7
3,Brazil,"10,030,626","+51,350","243,610","+1,432","8,995,246","+44,796","791,770","8,318","46,979","1,141","28,600,000","133,949","213,514,482",South America,21,876,7
4,Russia,"4,125,598","+13,447","81,926",+480,"3,661,312","+18,730","382,360","2,300","28,263",561,"107,900,000","739,172","145,974,150",Europe,35,"1,782",1
5,UK,"4,083,242","+12,057","119,387",+454,"2,331,001","+48,298","1,632,854","2,614","59,949","1,753","84,125,100","1,235,106","68,111,637",Europe,17,571,1
6,France,"3,536,648","+22,501","83,393",+271,"247,127","+1,390","3,206,128","3,394","54,106","1,276","49,251,253","753,480","65,365,037",Europe,18,784,1
7,Spain,"3,121,687","+14,515","66,704",+388,"2,443,183","+32,000","611,800","3,822","66,751","1,426","37,334,915","798,330","46,766,264",Europe,15,701,1
8,Italy,"2,765,412","+13,762","94,887",+347,"2,286,024","+17,771","384,501","2,045","45,781","1,571","37,204,747","615,918","60,405,387",Europe,22,637,2
9,Turkey,"2,616,600","+7,241","27,821",+83,"2,504,050","+7,217","84,729","1,187","30,816",328,"31,981,492","376,645","84,911,581",Asia,32,"3,052",3
10,Germany,"2,372,201","+9,817","67,547",+473,"2,165,900","+11,300","138,754","3,177","28,256",805,"42,872,730","510,672","83,953,622",Europe,35,"1,243",2
11,Colombia,"2,212,525","+4,824","58,334",+200,"2,105,445","+5,817","48,746","3,482","43,192","1,139","11,033,945","215,401","51,225,046",South America,23,878,5
12,Argentina,"2,046,795","+7,671","50,857",+241,"1,849,451","+6,573","146,487","3,573","45,026","1,119","7,002,049","154,035","45,457,630",South America,22,894,6
13,Mexico,"2,013,563","+8,988","177,061","+1,075","1,571,071","+7,079","265,431","4,798","15,514","1,364","5,171,357","39,845","129,787,433",North America,64,733,25
14,Poland,"1,614,446","+9,073","41,582",+273,"1,358,666","+4,068","214,198","1,295","42,687","1,099","9,390,624","248,296","37,820,302",Europe,23,910,4
15,Iran,"1,550,142","+8,066","59,264",+80,"1,324,231","+6,619","166,647","3,679","18,308",700,"10,274,529","121,347","84,670,389",Asia,55,"1,429",8
16,South Africa,"1,498,766","+2,327","48,708",+230,"1,403,214","+3,385","46,844",546,"25,071",815,"8,807,299","147,329","59,779,936",Africa,40,"1,227",7
17,Ukraine,"1,287,141","+6,237","24,852",+163,"1,134,120","+5,225","128,169",177,"29,544",570,"6,596,588","151,414","43,566,610",Europe,34,"1,753",7
18,Peru,"1,261,804","+9,667","44,489",+181,"1,163,153","+6,745","54,162","2,079","37,936","1,338","7,109,157","213,738","33,261,093",South America,26,748,5
19,Indonesia,"1,252,685","+9,039","33,969",+181,"1,058,222","+10,546","160,494",,"4,549",123,"10,188,747","37,003","275,348,428",Asia,220,"8,106",27
20,Czechia,"1,123,252","+10,813","18,739",+57,"995,986",+278,"108,527","1,227","104,766","1,748","7,233,617","674,679","10,721,573",Europe,10,572,1
21,Netherlands,"1,042,674","+4,518","15,089",+72,N/A,N/A,N/A,523,"60,766",879,"6,970,400","406,227","17,158,897",Europe,16,"1,137",2
22,Canada,"836,172","+1,990","21,485",+50,"781,884","+2,123","32,803",594,"22,033",566,"23,284,768","613,546","37,951,138",North America,45,"1,766",2
23,Portugal,"792,829","+1,944","15,754",+105,"687,462","+4,401","89,613",688,"77,898","1,548","7,939,693","780,097","10,177,822",Europe,13,646,1
24,Chile,"788,142","+3,828","19,798",+139,"746,314","+3,008","22,030","1,569","41,007","1,030","8,885,612","462,315","19,219,840",South America,24,971,2
25,Romania,"771,843","+3,058","19,659",+71,"717,179","+2,470","35,005",936,"40,292","1,026","5,804,671","303,021","19,156,023",Europe,25,974,3
26,Belgium,"743,882","+2,677","21,793",+43,"51,107",+177,"670,982",311,"64,009","1,875","9,005,415","774,889","11,621,551",Europe,16,533,1
27,Israel,"741,934","+3,305","5,509",+36,"688,411","+7,162","48,014",903,"80,666",599,"11,540,376","1,254,717","9,197,590",Asia,12,"1,670",1
28,Iraq,"657,453","+3,896","13,220",+16,"612,727","+1,691","31,506",302,"16,119",324,"6,421,856","157,444","40,788,078",Asia,62,"3,085",6
29,Sweden,"627,022",,"12,598",+33,N/A,N/A,N/A,207,"61,842","1,243","5,708,037","562,973","10,139,088",Europe,16,805,2
30,Pakistan,"567,261","+1,272","12,488",+52,"530,597","+2,052","24,176","1,666","2,537",56,"8,567,761","38,320","223,584,819",Asia,394,"17,904",26
31,Philippines,"555,163","+1,744","11,673",+96,"512,163",+412,"31,327",785,"5,024",106,"8,399,429","76,013","110,499,867",Asia,199,"9,466",13
32,Switzerland,"546,754","+1,219","9,876",+27,"492,504","+2,224","44,374",192,"62,884","1,136","4,826,900","555,159","8,694,624",Europe,16,880,2
33,Bangladesh,"542,268",+391,"8,329",+15,"489,932",+678,"44,007",,"3,272",50,"3,908,257","23,583","165,724,905",Asia,306,"19,897",42
34,Morocco,"480,056",+477,"8,524",+7,"462,436",+970,"9,096",278,"12,909",229,"5,559,393","149,501","37,186,387",Africa,77,"4,363",7
35,Austria,"439,841","+1,967","8,312",+22,"416,431","+1,210","15,098",258,"48,661",920,"4,997,284","552,864","9,038,904",Europe,21,"1,087",2
36,Serbia,"429,048","+2,561","4,292",+15,"31,536",,"393,220",148,"49,231",492,"2,810,689","322,512","8,715,002",Europe,20,"2,031",3
37,Japan,"420,408","+1,393","7,196",+94,"393,494","+2,286","19,718",564,"3,330",57,"7,770,206","61,556","126,230,484",Asia,300,"17,542",16
38,Hungary,"394,023","+2,853","14,035",+104,"301,363","+1,374","78,625",332,"40,854","1,455","3,434,878","356,139","9,644,771",Europe,24,687,3
39,Saudi Arabia,"374,029",+327,"6,450",+5,"365,017",+371,"2,562",493,"10,639",183,"13,208,953","375,735","35,154,979",Asia,94,"5,450",3
40,UAE,"361,877","+3,294","1,073",+18,"347,366","+3,431","13,438",,"36,312",108,"28,827,544","2,892,667","9,965,732",Asia,28,"9,288",0
41,Jordan,"356,744","+1,638","4,512",+9,"332,027","+1,222","20,205",169,"34,746",439,"4,315,789","420,353","10,267,062",Asia,29,"2,276",2
42,Lebanon,"348,810","+2,730","4,206",+54,"256,109","+5,115","88,495",918,"51,250",618,"2,863,383","420,714","6,806,014",Asia,20,"1,618",2
43,Panama,"333,755",,"5,672",,"316,048",,"12,035",210,"76,593","1,302","1,811,923","415,817","4,357,496",North America,13,768,2
44,Slovakia,"285,419","+2,555","6,271",+103,"255,300",,"23,848",621,"52,262","1,148","1,938,030","354,865","5,461,319",Europe,19,871,3
45,Malaysia,"274,875","+2,712","1,030",+25,"235,082","+5,320","38,763",227,"8,425",32,"5,704,086","174,826","32,627,305",Asia,119,"31,677",6
46,Belarus,"273,659","+1,386","1,885",+9,"263,368","+1,800","8,406",,"28,967",200,"4,732,695","500,955","9,447,351",Europe,35,"5,012",2
47,Nepal,"273,166",+96,"2,058",+3,"269,505",+111,"1,603",,"9,271",70,"2,131,330","72,332","29,466,055",Asia,108,"14,318",14
48,Ecuador,"269,860","+1,641","15,444",+50,"230,377",,"24,039",487,"15,151",867,"954,077","53,565","17,811,644",South America,66,"1,153",19
49,Georgia,"267,313",+365,"3,399",+9,"260,266",+539,"3,648",,"67,092",853,"2,513,088","630,747","3,984,305",Asia,15,"1,172",2
50,Croatia,"238,866",+365,"5,399",+24,"231,176",+269,"2,291",74,"58,414","1,320","1,288,429","315,084","4,089,160",Europe,17,757,3
51,Bolivia,"238,495",+789,"11,303",+29,"181,338","+1,183","45,854",71,"20,257",960,"652,846","55,451","11,773,309",South America,49,"1,042",18
52,Bulgaria,"234,428","+1,086","9,786",+42,"199,632",+744,"25,010",300,"33,901","1,415","1,567,390","226,660","6,915,145",Europe,29,707,4
53,Dominican Republic,"232,780","+1,043","3,007",+17,"181,402","+1,232","48,371",227,"21,324",275,"1,159,480","106,213","10,916,563",North America,47,"3,630",9
54,Azerbaijan,"232,636",+145,"3,190",+3,"227,271",+155,"2,175",,"22,814",313,"2,528,610","247,979","10,196,884",Asia,44,"3,197",4
55,Tunisia,"226,015",+899,"7,684",+33,"186,173",+752,"32,158",289,"18,998",646,"941,428","79,134","11,896,646",Africa,53,"1,548",13
56,Ireland,"212,647",+896,"4,082",+46,"23,364",,"185,201",148,"42,764",821,"3,377,990","679,324","4,972,574",Europe,23,"1,218",1
