#,country_other,totalcases,newcases,totaldeaths,newdeaths,totalrecovered,newrecovered,activecases,serious_critical,tot_cases_1m_pop,deaths_1m_pop,totaltests,tests_1m_pop,population,continent,1_caseevery_x_ppl,1_deathevery_x_ppl,1_testevery_x_ppl
,North America,"16,186,056","+162,480","408,777","+1,386","9,907,534","+102,791","5,869,745","29,548",,,,,,North America,,,
,Asia,"16,753,621","+116,540","291,761","+1,592","14,893,185","+99,060","1,568,675","27,142",,,,,,Asia,,,
,South America,"11,142,531","+39,394","325,515",+909,"9,961,195","+41,013","855,821","17,129",,,,,,South America,,,
,Europe,"17,243,263","+147,912","394,067","+3,916","7,290,752","+146,901","9,558,444","29,001",,,,,,Europe,,,
,Africa,"2,186,951","+10,015","52,078",+259,"1,852,972","+11,912","281,901","2,615",,,,,,Africa,,,
,Oceania,"45,087",+296,"1,017",+3,"33,068",+21,"11,002",24,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,"63,558,230","+476,637","1,473,230","+8,065","43,939,365","+401,698","18,145,635","105,463","8,154",189.0,,,,All,,,
1,USA,"13,907,705","+149,403","274,190","+1,096","8,198,137","+90,867","5,435,378","24,901","41,915",826,"193,741,008","583,897","331,806,864",North America,24,"1,210",2
2,India,"9,463,254","+31,179","137,659",+482,"8,888,595","+42,282","437,000","8,944","6,830",99,"140,379,976","101,313","1,385,604,632",Asia,146,"10,065",10
3,Brazil,"6,336,278","+21,538","173,165",+317,"5,601,804","+23,686","561,309","8,318","29,722",812,"21,900,000","102,728","213,184,722",South America,34,"1,231",10
4,Russia,"2,295,654","+26,338","39,895",+368,"1,778,704","+17,247","477,055","2,300","15,728",273,"76,422,849","523,586","145,960,519",Europe,64,"3,659",2
5,France,"2,222,488","+4,005","52,731",+406,"162,281",+854,"2,007,476","3,751","34,018",807,"20,618,607","315,590","65,333,557",Europe,29,"1,239",3
6,Spain,"1,664,945","+6,659","45,069",+133,N/A,N/A,N/A,"2,629","35,604",964,"22,992,742","491,694","46,762,319",Europe,28,"1,038",2
7,UK,"1,629,657","+12,330","58,448",+205,N/A,N/A,N/A,"1,417","23,954",859,"43,479,023","639,079","68,033,849",Europe,42,"1,164",2
8,Italy,"1,601,554","+16,377","55,576",+672,"757,507","+23,004","788,471","3,744","26,505",920,"21,945,099","363,181","60,424,743",Europe,38,"1,087",3
9,Argentina,"1,424,533","+5,726","38,730",+257,"1,257,227","+7,384","128,576","4,062","31,400",854,"3,892,522","85,801","45,367,067",South America,32,"1,171",12
10,Colombia,"1,316,806","+8,430","36,766",+182,"1,210,489","+6,037","69,551","2,376","25,766",719,"6,429,234","125,801","51,106,570",South America,39,"1,390",8
11,Mexico,"1,107,071","+6,388","105,655",+196,"818,397","+5,143","183,019","3,335","8,549",816,"2,859,239","22,081","129,491,526",North America,117,"1,226",45
12,Germany,"1,069,763","+14,156","16,862",+329,"739,100","+16,800","313,801","3,926","12,751",201,"27,859,242","332,072","83,895,217",Europe,78,"4,975",3
13,Poland,"990,811","+5,733","17,150",+121,"577,514","+18,085","396,147","2,118","26,192",453,"6,236,988","164,872","37,829,327",Europe,38,"2,206",6
14,Peru,"963,605","+1,075","35,966",+43,"894,741","+1,680","32,898",965,"29,059","1,085","5,069,698","152,883","33,160,673",South America,34,922,7
15,Iran,"962,070","+13,321","48,246",+371,"668,151","+9,859","245,673","5,852","11,394",571,"6,125,348","72,545","84,435,408",Asia,88,"1,750",14
16,South Africa,"790,004","+2,302","21,535",+58,"731,242",+609,"37,227",546,"13,251",361,"5,383,078","90,295","59,616,502",Africa,75,"2,768",11
17,Ukraine,"732,625","+9,946","12,327",+114,"345,149","+5,771","375,149",177,"16,794",283,"4,528,772","103,814","43,623,737",Europe,60,"3,539",10
18,Turkey,"638,847","+31,219","13,746",+188,"404,727","+4,485","220,374","5,190","7,541",162,"18,592,292","219,473","84,713,324",Asia,133,"6,163",5
19,Belgium,"576,599","+2,151","16,547",+86,"37,383",+145,"522,669",906,"49,662","1,425","5,896,314","507,841","11,610,551",Europe,20,702,2
20,Iraq,"552,549","+2,114","12,258",+34,"482,674","+1,771","57,617",293,"13,613",302,"3,483,319","85,817","40,590,313",Asia,73,"3,311",12
21,Chile,"551,743","+1,313","15,410",+54,"526,604","+1,392","9,729",690,"28,761",803,"5,333,453","278,015","19,184,014",South America,35,"1,245",4
22,Indonesia,"538,883","+4,617","16,945",+130,"450,518","+4,725","71,420",,"1,962",62,"5,695,747","20,733","274,716,607",Asia,510,"16,212",48
23,Netherlands,"523,478","+4,568","9,376",+27,N/A,N/A,N/A,512,"30,522",547,"4,043,482","235,763","17,150,634",Europe,33,"1,829",4
24,Czechia,"521,132","+1,409","8,273",+135,"444,877",+471,"67,982",689,"48,626",772,"3,065,132","286,000","10,717,243",Europe,21,"1,295",3
25,Romania,"475,362","+3,826","11,331",+138,"353,188","+4,336","110,843","1,251","24,779",591,"4,107,567","214,115","19,183,921",Europe,40,"1,693",5
26,Bangladesh,"464,932","+2,525","6,644",+35,"380,711","+2,539","77,577",,"2,812",40,"2,772,701","16,767","165,366,545",Asia,356,"24,890",60
27,Philippines,"431,630","+1,773","8,392",+19,"398,658",+44,"24,580","1,401","3,917",76,"5,781,326","52,471","110,181,037",Asia,255,"13,129",19
28,Pakistan,"398,024","+2,839","8,025",+40,"341,423","+1,613","48,576","2,046","1,788",36,"5,508,810","24,742","222,645,755",Asia,559,"27,744",40
29,Canada,"374,051","+3,773","12,076",+44,"297,202","+2,791","64,773",450,"9,875",319,"11,412,572","301,291","37,878,885",North America,101,"3,137",3
30,Saudi Arabia,"357,360",+232,"5,896",+12,"346,802",+393,"4,662",659,"10,200",168,"9,615,942","274,456","35,036,390",Asia,98,"5,942",4
31,Morocco,"356,336","+2,533","5,846",+57,"305,291","+2,977","45,199","1,038","9,607",158,"3,953,900","106,601","37,090,786",Africa,104,"6,345",9
32,Israel,"336,846","+1,248","2,865",+1,"323,749",+682,"10,232",260,"36,623",311,"5,605,071","609,406","9,197,590",Asia,27,"3,210",2
33,Switzerland,"327,072","+8,782","4,815",+165,"250,200","+28,100","72,057",490,"37,678",555,"2,734,165","314,967","8,680,810",Europe,27,"1,803",3
34,Portugal,"298,061","+3,262","4,505",+78,"212,942","+3,408","80,614",525,"29,267",442,"4,353,234","427,446","10,184,292",Europe,34,"2,261",2
35,Austria,"282,456","+2,748","3,184",+79,"221,692","+4,694","57,580",701,"31,288",353,"3,098,318","343,202","9,027,693",Europe,32,"2,835",3
36,Sweden,"243,129",,"6,681",,N/A,N/A,N/A,221,"24,012",660,"3,174,798","313,550","10,125,348",Europe,42,"1,516",3
37,Nepal,"233,452","+1,474","1,508",+29,"214,521","+1,931","17,423",,"7,954",51,"1,737,747","59,205","29,351,360",Asia,126,"19,464",17
38,Jordan,"219,430","+5,123","2,751",+57,"155,026","+6,454","61,653",462,"21,418",269,"2,551,231","249,024","10,244,939",Asia,47,"3,724",4
39,Hungary,"217,122","+5,595","4,823",+151,"63,860","+8,223","148,439",666,"22,499",500,"1,648,022","170,778","9,650,110",Europe,44,"2,001",6
40,Ecuador,"192,685",+568,"13,461",+38,"169,804",,"9,420",372,"10,854",758,"651,702","36,709","17,753,051",South America,92,"1,319",27
41,Serbia,"175,438","+6,224","1,604",+55,"31,536",,"142,298",253,"20,113",184,"1,777,582","203,789","8,722,658",Europe,50,"5,438",5
42,UAE,"168,860","+1,107",572,+2,"154,899",+714,"13,389",,"16,989",58,"16,727,741","1,682,936","9,939,618",Asia,59,"17,377",1
43,Panama,"165,806","+1,077","3,079",+19,"144,462",+846,"18,265",167,"38,181",709,"907,285","208,925","4,342,639",North America,26,"1,410",5
44,Japan,"146,760","+2,107","2,119",+13,"123,445","+1,554","21,196",472,"1,162",17,"3,502,536","27,729","126,314,740",Asia,861,"59,611",36
45,Bulgaria,"145,300","+2,814","4,035",+221,"50,565","+1,971","90,700",457,"20,977",583,"973,251","140,511","6,926,513",Europe,48,"1,717",7
46,Bolivia,"144,622",+30,"8,952",+3,"121,472",+192,"14,198",71,"12,320",763,"360,189","30,684","11,738,499",South America,81,"1,311",33
47,Dominican Republic,"143,988",+515,"2,331",+1,"115,219",+401,"26,438",192,"13,219",214,"718,735","65,983","10,892,803",North America,76,"4,673",15
48,Kuwait,"142,635",+209,880,+2,"137,071",+658,"4,684",84,"33,198",205,"1,095,574","254,991","4,296,513",Asia,30,"4,882",4
49,Costa Rica,"139,638",+539,"1,726",+11,"87,526","+1,887","50,386",211,"27,309",338,"381,490","74,607","5,113,332",North America,37,"2,963",13
50,Qatar,"138,833",+185,237,,"136,090",+228,"2,506",32,"49,445",84,"1,112,430","396,192","2,807,805",Asia,20,"11,847",3
51,Belarus,"136,647","+1,639","1,158",+7,"114,341",+966,"21,148",,"14,463",123,"3,269,576","346,059","9,448,028",Europe,69,"8,159",3
52,Georgia,"135,584","+3,216","1,267",+37,"113,986","+3,937","20,331",,"34,015",318,"1,183,319","296,871","3,985,972",Asia,29,"3,146",3
53,Armenia,"135,124",+356,"2,164",+22,"108,442","+1,078","24,518",,"45,565",730,"510,127","172,018","2,965,546",Asia,22,"1,370",6
54,Kazakhstan,"131,659",+794,"1,990",,"116,461",+274,"13,208",221,"6,977",105,"4,206,738","222,942","18,869,219",Asia,143,"9,482",4
55,Croatia,"128,442","+1,830","1,786",+74,"105,199","+3,361","21,457",255,"31,368",436,"749,346","183,005","4,094,664",Europe,32,"2,293",5
56,Lebanon,"127,944","+1,000","1,018",+14,"83,034","+6,260","43,892",368,"18,780",149,"1,620,913","237,927","6,812,662",Asia,53,"6,692",4
57,Oman,"123,699",+215,"1,423",+5,"115,216",+253,"7,060",108,"23,976",276,"571,472","110,764","5,159,384",Asia,42,"3,626",9
58,Guatemala,"122,062",+91,"4,171",+5,"110,944",+356,"6,947",5,"6,762",231,"533,871","29,575","18,051,177",North America,148,"4,328",34
